"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"LAUSANNE            ","Rue de Lausanne                                                 ",2,99998,"P","Ecole Maternelle Virginia WOOLF                             "
"LAUSANNE            ","Rue de Lausanne                                                 ",1,99999,"I","Ecole Maternelle Virginia WOOLF                             "
"LAUTARD             ","Rue Edmond Lautard                                              ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"LAUTARD             ","Rue Edmond Lautard                                              ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"LAVANDE             ","Rue de la Lavande                                               ",1,99999,"I","Ecole Maternelle Simone SIGNORET                            "
"LAVANDE             ","Rue de la Lavande                                               ",2,99998,"P","Ecole Maternelle Simone SIGNORET                            "
"LAVANDIN            ","Rue du Lavandin                                                 ",1,99999,"I","Ecole Primaire Winston CHURCHILL                            "
"LAVANDIN            ","Rue du Lavandin                                                 ",2,99998,"P","Ecole Primaire Winston CHURCHILL                            "
"LAVERAN             ","Place Alphonse Laveran                                          ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"LAVERAN             ","Place Alphonse Laveran                                          ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"LAVERUNE            ","Route de Lavérune                                               ",1,43,"I","Ecole Maternelle Docteur ROUX                               "
"LAVERUNE            ","Route de Lavérune                                               ",45,63,"I","Ecole Primaire Winston CHURCHILL                            "
"LAVERUNE            ","Route de Lavérune                                               ",2,30,"P","Ecole Maternelle Docteur ROUX                               "
"LAVERUNE            ","Route de Lavérune                                               ",1442,99998,"P","Ecole Maternelle Hélène BOUCHER                             "
"LAVERUNE            ","Route de Lavérune                                               ",64,1440,"P","Ecole Primaire Victor SCHOELCHER                            "
"LAVERUNE            ","Route de Lavérune                                               ",1983,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"LAVERUNE            ","Route de Lavérune                                               ",32,62,"P","Ecole Maternelle M. CALLAS                                  "
"LAVERUNE            ","Route de Lavérune                                               ",65,1981,"I","Ecole Primaire Victor SCHOELCHER                            "
"LAVERUNE PONT DE    ","Rue du Pont de Lavérune                                         ",1,121,"I","Ecole Maternelle M. CALLAS                                  "
"LAVERUNE PONT DE    ","Rue du Pont de Lavérune                                         ",123,1121,"I","Ecole Maternelle Jeanne DEROIN                              "
"LAVERUNE PONT DE    ","Rue du Pont de Lavérune                                         ",1123,99999,"I","Ecole Maternelle Hélène BOUCHER                             "
"LAVERUNE PONT DE    ","Rue du Pont de Lavérune                                         ",2,276,"P","Ecole Maternelle M. CALLAS                                  "
"LAVERUNE PONT DE    ","Rue du Pont de Lavérune                                         ",278,99998,"P","Ecole Maternelle Jeanne DEROIN                              "
"LAVIT               ","Rue de la Croix de Lavit                                        ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"LAVIT               ","Rue de la Croix de Lavit                                        ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"LAVOISIER           ","Rue Lavoisier                                                   ",1,99999,"I","Ecole Maternelle Robert SURCOUF                             "
"LAVOISIER           ","Rue Lavoisier                                                   ",2,99998,"P","Ecole Maternelle Robert SURCOUF                             "
"LAZARE              ","Avenue de Saint Lazare                                          ",1,99999,"I","Ecole Maternelle LA FONTAINE                                "
"LAZARE              ","Avenue de Saint Lazare                                          ",46,99998,"P","Ecole Maternelle Ingrid BERGMAN                             "
"LAZARE              ","Avenue de Saint Lazare                                          ",2,44,"P","Ecole Maternelle LA FONTAINE                                "
"LE BOUCHER          ","Rue Maurice Le Boucher                                          ",1,99999,"I","Ecole Maternelle Simone SIGNORET                            "
