"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"APPEL DU 18 JUIN    ","Rond-point de l'Appel du 18 Juin                                ",1,99999,"I","Ecole Maternelle Marguerite YOURCENAR                       "
"APPEL DU 18 JUIN    ","Rond-point de l'Appel du 18 Juin                                ",2,99998,"P","Ecole Maternelle Marguerite YOURCENAR                       "
"APPERT              ","Cour Nicolas Appert                                             ",1,99999,"I","Ecole Maternelle Sarah BERNHARDT                            "
"APPERT              ","Cour Nicolas Appert                                             ",2,99998,"P","Ecole Maternelle Sarah BERNHARDT                            "
"AQUEDUC             ","Allée de l'Aqueduc                                              ",1,99999,"I","Ecole Maternelle Madeleine BRES                             "
"AQUEDUC             ","Allée de l'Aqueduc                                              ",2,99998,"P","Ecole Maternelle Madeleine BRES                             "
"AQUEDUC JARDINS     ","Allée des Jardins de l'Aqueduc                                  ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"AQUEDUC JARDINS     ","Allée des Jardins de l'Aqueduc                                  ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"AQUEDUC VIEIL       ","Rue du Vieil Aqueduc                                            ",1,99999,"I","Ecole Maternelle Agrippa d'AUBIGNE                          "
"AQUEDUC VIEIL       ","Rue du Vieil Aqueduc                                            ",2,99998,"P","Ecole Maternelle Agrippa d'AUBIGNE                          "
"AQUILON             ","Impasse de l'Aquilon                                            ",1,99999,"I","Ecole Maternelle Indira GANDHI                              "
"AQUILON             ","Impasse de l'Aquilon                                            ",2,99998,"P","Ecole Maternelle Indira GANDHI                              "
"ARAGO               ","Allée François Arago                                            ",1,99999,"I","Ecole Maternelle Sarah BERNHARDT                            "
"ARAGO               ","Allée François Arago                                            ",2,99998,"P","Ecole Maternelle Sarah BERNHARDT                            "
"ARAGON AGNES D'     ","Rue Agnès d'Aragon                                              ",1,99999,"I","Ecole Maternelle TERESA                                     "
"ARAGON AGNES D'     ","Rue Agnès d'Aragon                                              ",2,99998,"P","Ecole Maternelle TERESA                                     "
"ARAGON JACQUES D'   ","Rue Jacques d'Aragon                                            ",1,99999,"I","Ecole Maternelle PASTEUR                                    "
"ARAGON JACQUES D'   ","Rue Jacques d'Aragon                                            ",2,99998,"P","Ecole Maternelle PASTEUR                                    "
"ARAGON LOUIS        ","Rue Louis Aragon                                                ",1,99999,"I","Ecole Maternelle Marcel PAGNOL                              "
"ARAGON LOUIS        ","Rue Louis Aragon                                                ",2,99998,"P","Ecole Maternelle Marcel PAGNOL                              "
"ARAMON              ","Rue de l'Aramon                                                 ",1,99999,"I","Ecole Maternelle Victor DURUY                               "
"ARAMON              ","Rue de l'Aramon                                                 ",2,99998,"P","Ecole Maternelle Victor DURUY                               "
"ARAUCARIAS          ","Rue des Araucarias                                              ",1,99999,"I","Ecole Maternelle Jules MICHELET                             "
"ARAUCARIAS          ","Rue des Araucarias                                              ",2,99998,"P","Ecole Maternelle Jules MICHELET                             "
"ARBOUSIERS          ","Rue des Arbousiers                                              ",1,99999,"I","Ecole Maternelle GOETHE                                     "
"ARBOUSIERS          ","Rue des Arbousiers                                              ",2,99998,"P","Ecole Maternelle GOETHE                                     "
"ARC JEANNE D'       ","Rue Jeanne d'Arc                                                ",1,99999,"I","Ecole Maternelle FLORIAN                                    "
"ARC JEANNE D'       ","Rue Jeanne d'Arc                                                ",2,99998,"P","Ecole Maternelle FLORIAN                                    "
"ARCEAUX             ","Boulevard des Arceaux                                           ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"ARCEAUX             ","Boulevard des Arceaux                                           ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"ARCEAUX             ","Place des Arceaux                                               ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"ARCEAUX             ","Place des Arceaux                                               ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
"ARCEAUX             ","Jardin des Arceaux                                              ",1,99999,"I","Ecole Maternelle CHAPTAL                                    "
"ARCEAUX             ","Jardin des Arceaux                                              ",2,99998,"P","Ecole Maternelle CHAPTAL                                    "
