"HIERARCHIE,C,50","IDARC,N,10,0","CODE_VOIE,C,4","DATE_DCM,D","LIB_OFF,C,254","LIBTRI,C,254","TYPVOI,C,4","NOMVOI,C,80","DOMANIALIT,C,50","SENS_CIRCU,C,50","LONGUEUR,N,19,8","OCCUPATION,C,50","RIVOLI_DGI,C,50","NOTE,C,80","DUOP,C,1","PROPRIO,C,50","ZAC,C,100","LEN,N,19,11"
,4488,"1355",18/10/65,"Rue de Las Sorbes","Sorbes (Rue de Las)","RUE","DE LAS SORBES","Publique","DOUBLE SENS","171,3999939",,"03175",,"N",,,"171,480688169"
,4489,"2042",,"Rue des Térébinthes","Térébinthes (Rue des)","RUE","DES TEREBINTHES","Publique","DOUBLE SENS","133,80000305",,"05465",,"N",,,"133,826588254"
,4490,"1355",18/10/65,"Rue de Las Sorbes","Sorbes (Rue de Las)","RUE","DE LAS SORBES","Publique","DOUBLE SENS","53,20000076",,"03175",,"N",,,"53,2184569225"
,4491,"1156",,"Allée Giotto","Giotto (Allée)","ALL","GIOTTO","Privée","DOUBLE SENS","162,69999695",,"02603",,"N",,,"162,719822379"
,4493,"2042",,"Rue des Térébinthes","Térébinthes (Rue des)","RUE","DES TEREBINTHES","Privée","DOUBLE SENS","75,80000305",,"05465",,"N",,,"75,8749791397"
,4494,"1370",,"Rue des Lentisques","Lentisques (Rue des)","RUE","DES LENTISQUES","Publique","DOUBLE SENS","144,19999695",,"03225",,"N",,,"144,244201081"
,4495,"981",17/03/75,"Impasse de l'Espérance","Espérance (Impasse de l')","IMP","DE L'ESPERANCE","Privée","DOUBLE SENS","73,59999847",,"02046",,"N",,,"73,6079829279"
,4496,"1606",,"Rue Notre Dame d'Espérance","Notre Dame d'Espérance (Rue)","RUE","NOTRE DAME D'ESPERANCE","Privée","DOUBLE SENS","66,19999695",,"03981",,"N",,,"66,2568740102"
,4497,"2573",11/10/89,"Impasse des Luques","Luques (Impasse des)","IMP","DES LUQUES","Privée","DOUBLE SENS","206,8999939",,"03366",,"N",,,"206,996933628"
,4498,"1606",,"Rue Notre Dame d'Espérance","Notre Dame d'Espérance (Rue)","RUE","NOTRE DAME D'ESPERANCE","Privée","DOUBLE SENS","68,59999847",,"03981",,"N",,,"68,5911903835"
,4499,"1355",18/10/65,"Rue de Las Sorbes","Sorbes (Rue de Las)","RUE","DE LAS SORBES","Publique","DOUBLE SENS",99,,"03175",,"N",,,"99,0424231631"
,4500,"1926",,"Avenue Saint Clément","Saint Clément (Avenue)","AV","SAINT CLEMENT","Publique","DOUBLE SENS","49,79999924",,"05047",,"N",,,"49,782698812"
,4501,"2058",,"Allée Toulouse-Lautrec","Toulouse-Lautrec (Allée)","ALL","TOULOUSE-LAUTREC","Privée","DOUBLE SENS","89,19999695",,"05521",,"N",,,"89,1897876725"
,4502,"1926",,"Avenue Saint Clément","Saint Clément (Avenue)","AV","SAINT CLEMENT","Publique","DOUBLE SENS","191,30000305",,"05047",,"N",,,"191,365377593"
,4503,"1529",,"Rue Michel-Ange","Michel-Ange (Rue)","RUE","MICHEL-ANGE","Publique","DOUBLE SENS","94,59999847",,"03743",,"N",,,"94,6339717148"
,4504,"1926",,"Avenue Saint Clément","Saint Clément (Avenue)","AV","SAINT CLEMENT","Publique","DOUBLE SENS","42,79999924",,"05047",,"N",,,"42,8395054109"
,4505,"889",,"Place Delacroix","Delacroix (Place)","PL","DELACROIX","Privée","DOUBLE SENS","47,29999924",,"01718",,"N",,,"47,315770918"
,4506,"795",02/04/73,"Rue de Clémentville","Clémentville (Rue de)","RUE","DE CLEMENTVILLE","Publique","DOUBLE SENS","84,90000153",,"01415",,"N",,,"84,9107857343"
,4507,"1355",18/10/65,"Rue de Las Sorbes","Sorbes (Rue de Las)","RUE","DE LAS SORBES","Publique","DOUBLE SENS","27,20000076",,"03175",,"N",,,"27,194021964"
,4508,"1355",18/10/65,"Rue de Las Sorbes","Sorbes (Rue de Las)","RUE","DE LAS SORBES","Publique","DOUBLE SENS","59,90000153",,"03175",,"N",,,"59,9692451582"
,5286,"1932",,"Rue Saint Côme","Saint Côme (Rue)","RUE","SAINT COME","Publique","DOUBLE SENS","33,29999924","Piéton","05070",,"N",,,"33,3569093"
,5287,"2145",15/04/82,"Rue Voltaire","Voltaire (Rue)","RUE","VOLTAIRE","Publique","DOUBLE SENS","23,10000038","Piéton","05870",,"N",,,"23,1577320964"
,5288,"1963",,"Place Saint Roch","Saint Roch (Place)","PL","SAINT ROCH","Publique","DOUBLE SENS","20,60000038","Piéton","05202",,"N",,,"20,6044164397"
,5289,"1963",,"Place Saint Roch","Saint Roch (Place)","PL","SAINT ROCH","Publique","DOUBLE SENS","8,80000019","Piéton","05202",,"N",,,"8,8319523595"
,5290,"1759",,"Rue du Plan d'Agde","Plan d'Agde (Rue du)","RUE","DU PLAN D'AGDE","Publique","DOUBLE SENS","67,90000153","Piéton","04480",,"N",,,"67,8935097464"
,5291,"1759",,"Rue du Plan d'Agde","Plan d'Agde (Rue du)","RUE","DU PLAN D'AGDE","Publique","DOUBLE SENS","13,89999962","Piéton","04480",,"N",,,"13,9453542293"
,5292,"1963",,"Place Saint Roch","Saint Roch (Place)","PL","SAINT ROCH","Publique","DOUBLE SENS","12,80000019","Piéton","05202",,"N",,,"12,8194550996"
,5293,"1963",,"Place Saint Roch","Saint Roch (Place)","PL","SAINT ROCH","Publique","DOUBLE SENS","19,29999924","Piéton","05202",,"N",,,"19,3022300953"
,5294,"1067",,"Rue Four des Flammes","Four des Flammes (Rue)","RUE","FOUR DES FLAMMES","Publique","DOUBLE SENS","39,5","Piéton","02335",,"N",,,"39,5600640816"
,4916,"1729",,"Rue Pierre Boissier","Boissier (Rue Pierre)","RUE","PIERRE BOISSIER","Publique","SENS UNIQUE","107,40000153",,"04375",,"N",,,"107,468906682"
,4917,"1729",,"Rue Pierre Boissier","Boissier (Rue Pierre)","RUE","PIERRE BOISSIER","Publique","DOUBLE SENS","124,19999695",,"04375",,"N",,,"124,245387639"
,4918,"806",,"Avenue de la Colline","Colline (Avenue de la)","AV","DE LA COLLINE","Publique","DOUBLE SENS","149,1000061",,"01456",,"N",,,"149,203356996"
,4919,"1230",,"Chemin de l'Hermitage","Hermitage (Chemin de l')","CHEM","DE L'HERMITAGE","Publique","DOUBLE SENS","139,80000305",,"02829",,"N",,,"139,864006806"
,4920,"2811",21/05/91,"Rue d'Assise","Assise (Rue d')","RUE","D'ASSISE","Privée","DOUBLE SENS","34,90000153",,"00376",,"N",,,"34,8811334698"
,4921,"1230",,"Chemin de l'Hermitage","Hermitage (Chemin de l')","CHEM","DE L'HERMITAGE","Publique","DOUBLE SENS","85,40000153",,"02829",,"N",,,"85,4135533732"
,4922,"2822",21/05/91,"Rue des Cordeliers","Cordeliers (Rue des)","RUE","DES CORDELIERS","Privée","DOUBLE SENS","111,09999847",,"01547",,"N",,,"111,168912249"
,4923,"949",,"Rue des Eglantiers","Eglantiers (Rue des)","RUE","DES EGLANTIERS","Publique","SENS UNIQUE","266,20001221",,"01943",,"N",,,"266,3094334"
,4926,"3092",06/01/97,"Place Lannes","Lannes (Place)","PL","LANNES","Privée","DOUBLE SENS","35,5",,"08025",,"N",,,"35,5402785709"
,4927,"3084",06/01/97,"Rue Murat","Murat (Rue)","RUE","MURAT","Privée","DOUBLE SENS","87,40000153",,"08017",,"N",,,"87,3931427668"
,4928,"3086",06/01/97,"Rue Augereau","Augereau (Rue)","RUE","AUGEREAU","Privée","DOUBLE SENS","22,5",,"08019",,"N",,,"22,4888652293"
,4929,"3091",06/01/97,"Place Junot","Junot (Place)","PL","JUNOT","Privée","DOUBLE SENS","37,20000076",,"08024",,"N",,,"37,1962883505"
,4930,"3086",06/01/97,"Rue Augereau","Augereau (Rue)","RUE","AUGEREAU","Privée","DOUBLE SENS","65,30000305",,"08019",,"N",,,"65,2852948425"
,4931,"3090",06/01/97,"Place Kellermann","Kellermann (Place)","PL","KELLERMANN","Privée","DOUBLE SENS","39,79999924",,"08023",,"N",,,"39,8532727655"
,4932,"3089",06/01/97,"Place Soult","Soult (Place)","PL","SOULT","Privée","DOUBLE SENS","43,09999847",,"08022",,"N",,,"43,111146862"
,4933,"3086",06/01/97,"Rue Augereau","Augereau (Rue)","RUE","AUGEREAU","Privée","DOUBLE SENS","29,79999924",,"08019",,"N",,,"29,8325039285"
,4934,"3086",06/01/97,"Rue Augereau","Augereau (Rue)","RUE","AUGEREAU","Privée","DOUBLE SENS","50,40000153",,"08019",,"N",,,"50,4012145926"
,4935,"3084",06/01/97,"Rue Murat","Murat (Rue)","RUE","MURAT","Privée","DOUBLE SENS","38,90000153",,"08017",,"N",,,"38,9611444679"
,4936,"3084",06/01/97,"Rue Murat","Murat (Rue)","RUE","MURAT","Privée","DOUBLE SENS","36,40000153",,"08017",,"N",,,"36,3703920387"
,4937,"3084",06/01/97,"Rue Murat","Murat (Rue)","RUE","MURAT","Privée","DOUBLE SENS","44,40000153",,"08017",,"N",,,"44,3797368777"
,4938,"3086",06/01/97,"Rue Augereau","Augereau (Rue)","RUE","AUGEREAU","Privée","DOUBLE SENS","55,20000076",,"08019",,"N",,,"55,2119473369"
,4939,"3086",06/01/97,"Rue Augereau","Augereau (Rue)","RUE","AUGEREAU","Privée","DOUBLE SENS","50,29999924",,"08019",,"N",,,"50,3491796601"
,4940,"3086",06/01/97,"Rue Augereau","Augereau (Rue)","RUE","AUGEREAU","Privée","DOUBLE SENS",65,,"08019",,"N",,,"64,9845209619"
,4941,"3086",06/01/97,"Rue Augereau","Augereau (Rue)","RUE","AUGEREAU","Privée","DOUBLE SENS","27,70000076",,"08019",,"N",,,"27,7451757608"
,4942,"3087",06/01/97,"Rue Daumesnil","Daumesnil (Rue)","RUE","DAUMESNIL","Privée","DOUBLE SENS","111,40000153",,"08020",,"N",,,"111,420927039"
,4943,"3088",06/01/97,"Rue Ney","Ney (Rue)","RUE","NEY","Privée","DOUBLE SENS","82,09999847",,"08021",,"N",,,"82,1779933125"
,4981,"733",,"Place de la Chapelle Neuve","Chapelle Neuve (Place de la)","PL","DE LA CHAPELLE NEUVE","Publique","DOUBLE SENS","21,29999924","Piéton","01205",,"N",,,"21,2939878503"
,4982,"733",,"Place de la Chapelle Neuve","Chapelle Neuve (Place de la)","PL","DE LA CHAPELLE NEUVE","Publique","DOUBLE SENS","19,29999924","Piéton","01205",,"N",,,"19,3438590586"
,4983,"528",,"Rue Aventurin","Aventurin (Rue)","RUE","AVENTURIN","Publique","DOUBLE SENS","58,09999847","Piéton","00445",,"N",,,"58,1506137267"
,4984,"1199",09/02/52,"Rue Gui de Chauliac","Chauliac (Rue Gui de)","RUE","GUI DE CHAULIAC","Publique","DOUBLE SENS","5,19999981","Piéton","02735",,"N",,,"5,1541356618"
,4985,"1761",,"Rue du Plan de l'Olivier","Plan de l'Olivier (Rue du)","RUE","DU PLAN DE L'OLIVIER","Publique","DOUBLE SENS","79,30000305","Piéton","04485",,"N",,,"79,325757863"
,4986,"1975",,"Rue Sainte Ursule","Sainte Ursule (Rue)","RUE","SAINTE URSULE","Publique","DOUBLE SENS","11,5","Piéton","05250",,"N",,,"11,5100623964"
,4987,"938",15/04/82,"Rue des Ecoles Laïques","Ecoles Laïques (Rue des)","RUE","DES ECOLES LAIQUES","Publique","DOUBLE SENS","25,79999924","Piéton","01910",,"N",,,"25,7879433356"
,4988,"938",15/04/82,"Rue des Ecoles Laïques","Ecoles Laïques (Rue des)","RUE","DES ECOLES LAIQUES","Publique","DOUBLE SENS","15,89999962","Piéton","01910",,"N",,,"15,87639964"
,4989,"938",15/04/82,"Rue des Ecoles Laïques","Ecoles Laïques (Rue des)","RUE","DES ECOLES LAIQUES","Publique","DOUBLE SENS","18,29999924","Piéton","01910",,"N",,,"18,3154175235"
,4990,"805",,"Rue du Collège Duvergier","Collège Duvergier (Rue du)","RUE","DU COLLEGE DUVERGIER","Publique","DOUBLE SENS","55,5","Piéton","01455",,"N",,,"55,4987857757"
,4991,"1744",,"Rue du Pila Saint Gély","Pila Saint Gély (Rue du)","RUE","DU PILA SAINT GELY","Publique","DOUBLE SENS","42,40000153","Piéton","04415",,"N",,,"42,4479554806"
,4992,"1744",,"Rue du Pila Saint Gély","Pila Saint Gély (Rue du)","RUE","DU PILA SAINT GELY","Publique","DOUBLE SENS","39,70000076","Piéton","04415",,"N",,,"39,6848684993"
,4993,"938",15/04/82,"Rue des Ecoles Laïques","Ecoles Laïques (Rue des)","RUE","DES ECOLES LAIQUES","Publique","DOUBLE SENS",29,"Piéton","01910",,"N",,,"28,9828749882"
,4994,"732",09/02/52,"Rue du Chapeau Rouge","Chapeau Rouge (Rue du)","RUE","DU CHAPEAU ROUGE","Publique","DOUBLE SENS","26,10000038","Piéton","01200",,"N",,,"26,1322431928"
,4995,"732",09/02/52,"Rue du Chapeau Rouge","Chapeau Rouge (Rue du)","RUE","DU CHAPEAU ROUGE","Publique","DOUBLE SENS","75,09999847","Piéton","01200",,"N",,,"75,1464078472"
,5025,"2086",,"Rue de l'Université","Université (Rue de l')","RUE","DE L'UNIVERSITE","Publique","DOUBLE SENS","47,5","Piéton","05650",,"N",,,"47,537344514"
,5026,"426",09/02/52,"Rue d'Aigrefeuille","Aigrefeuille (Rue d')","RUE","D'AIGREFEUILLE","Publique","DOUBLE SENS","37,40000153","Piéton","00100",,"N",,,"37,39142451"
,5027,"426",09/02/52,"Rue d'Aigrefeuille","Aigrefeuille (Rue d')","RUE","D'AIGREFEUILLE","Publique","DOUBLE SENS","31,5","Piéton","00100",,"N",,,"31,5061968511"
,5028,"1056",,"Rue Fontanon","Fontanon (Rue)","RUE","FONTANON","Publique","DOUBLE SENS","21,10000038","Piéton","02310",,"N",,,"21,1007894035"
,5029,"1056",,"Rue Fontanon","Fontanon (Rue)","RUE","FONTANON","Publique","DOUBLE SENS","38,70000076","Piéton","02310",,"N",,,"38,760032675"
,5030,"1056",,"Rue Fontanon","Fontanon (Rue)","RUE","FONTANON","Publique","DOUBLE SENS",35,"Piéton","02310",,"N",,,"34,9696061859"
,5031,"670",15/04/82,"Rue de Candolle","Candolle (Rue de)","RUE","DE CANDOLLE","Publique","DOUBLE SENS","29,70000076","Piéton","00975",,"N",,,"29,751836324"
,4652,"1428",21/12/10,"Rue Maillart","Maillart (Rue)","RUE","MAILLART","Publique","SENS UNIQUE",64,,"03400",,"N",,,"64,0656237716"
,4653,"1428",21/12/10,"Rue Maillart","Maillart (Rue)","RUE","MAILLART","Publique","SENS UNIQUE","20,20000076",,"03400",,"N",,,"20,1715030875"
,5046,"655",,"Rue du Calvaire","Calvaire (Rue du)","RUE","DU CALVAIRE","Publique","DOUBLE SENS","55,59999847","Piéton","00930",,"N",,,"55,642441022"
,5047,"686",,"Rue du Cardinal de Cabrières","Cabrières (Rue du Cardinal de)","RUE","DU CARDINAL DE CABRIERES","Publique","DOUBLE SENS","40,70000076","Piéton","01030",,"N",,,"40,7341478729"
,5049,"1348",,"Rue Lallemand","Lallemand (Rue)","RUE","LALLEMAND","Publique","DOUBLE SENS","68,69999695","Piéton","03150",,"N",,,"68,7328506632"
,5050,"1795",,"Rue Pradel","Pradel (Rue)","RUE","PRADEL","Publique","DOUBLE SENS","11,19999981","Piéton","04600",,"N",,,"11,2543152915"
,5051,"2901",16/08/92,"Impasse Laurent","Laurent (Impasse)","IMP","LAURENT","Publique","DOUBLE SENS","20,79999924","Piéton","06016",,"N",,,"20,817533254"
,5052,"1068",,"Rue du Four Saint Eloi","Four Saint Eloi (Rue du)","RUE","DU FOUR SAINT ELOI","Publique","DOUBLE SENS","27,29999924","Piéton","02340",,"N",,,"27,3497077105"
,5053,"1826",,"Rue de la Providence","Providence (Rue de la)","RUE","DE LA PROVIDENCE","Publique","DOUBLE SENS","67,80000305","Piéton","04705",,"N",,,"67,8429707162"
,5054,"1795",,"Rue Pradel","Pradel (Rue)","RUE","PRADEL","Publique","DOUBLE SENS","16,20000076","Piéton","04600",,"N",,,"16,2429113954"
,5055,"1826",,"Rue de la Providence","Providence (Rue de la)","RUE","DE LA PROVIDENCE","Publique","DOUBLE SENS","37,09999847","Piéton","04705",,"N",,,"37,131867288"
,5056,"670",15/04/82,"Rue de Candolle","Candolle (Rue de)","RUE","DE CANDOLLE","Publique","DOUBLE SENS","25,39999962","Piéton","00975",,"N",,,"25,3647904955"
,5057,"670",15/04/82,"Rue de Candolle","Candolle (Rue de)","RUE","DE CANDOLLE","Publique","DOUBLE SENS","26,29999924","Piéton","00975",,"N",,,"26,3112573614"
,5058,"1348",,"Rue Lallemand","Lallemand (Rue)","RUE","LALLEMAND","Publique","DOUBLE SENS","41,09999847","Piéton","03150",,"N",,,"41,0771409094"
,5059,"670",15/04/82,"Rue de Candolle","Candolle (Rue de)","RUE","DE CANDOLLE","Publique","DOUBLE SENS","40,29999924","Piéton","00975",,"N",,,"40,3228239221"
,5060,"1114",,"Rue Gariel","Gariel (Rue)","RUE","GARIEL","Publique","DOUBLE SENS","20,10000038","Piéton","02485",,"N",,,"20,0746661155"
,5061,"426",09/02/52,"Rue d'Aigrefeuille","Aigrefeuille (Rue d')","RUE","D'AIGREFEUILLE","Publique","DOUBLE SENS","22,79999924","Piéton","00100",,"N",,,"22,8230593341"
,5062,"2048",09/02/52,"Rue Thomas","Thomas (Rue)","RUE","THOMAS","Publique","DOUBLE SENS",19,"Piéton","05495",,"N",,,"18,9887600215"
,5063,"1619",,"Plan de l'Om","Om (Plan de l')","PLAN","DE L'OM","Publique","DOUBLE SENS",21,"Piéton","04021",,"N",,,"20,971269217"
,5064,"1065",09/02/52,"Rue Fouquet","Fouquet (Rue)","RUE","FOUQUET","Publique","DOUBLE SENS","21,70000076","Piéton","02330",,"N",,,"21,6991639933"
,5065,"426",09/02/52,"Rue d'Aigrefeuille","Aigrefeuille (Rue d')","RUE","D'AIGREFEUILLE","Publique","DOUBLE SENS","15,89999962","Piéton","00100",,"N",,,"15,8779970365"
,5066,"1958",09/02/52,"Rue Saint Pierre","Saint Pierre (Rue)","RUE","SAINT PIERRE","Publique","DOUBLE SENS","7,0999999","Piéton","05175",,"N",,,"7,1349928395"
,5067,"1958",09/02/52,"Rue Saint Pierre","Saint Pierre (Rue)","RUE","SAINT PIERRE","Publique","DOUBLE SENS","14,60000038","Piéton","05175",,"N",,,"14,6390589978"
,5068,"426",09/02/52,"Rue d'Aigrefeuille","Aigrefeuille (Rue d')","RUE","D'AIGREFEUILLE","Publique","DOUBLE SENS","16,39999962","Piéton","00100",,"N",,,"16,4411140611"
,5069,"426",09/02/52,"Rue d'Aigrefeuille","Aigrefeuille (Rue d')","RUE","D'AIGREFEUILLE","Publique","DOUBLE SENS","6,30000019","Piéton","00100",,"N",,,"6,3407217838"
,5070,"1348",,"Rue Lallemand","Lallemand (Rue)","RUE","LALLEMAND","Publique","DOUBLE SENS","59,20000076","Piéton","03150",,"N",,,"59,2296459575"
,5071,"1845",,"Rue Ranc","Ranc (Rue)","RUE","RANC","Publique","DOUBLE SENS","51,20000076","Piéton","04780",,"N",,,"51,2574131421"
,5072,"686",,"Rue du Cardinal de Cabrières","Cabrières (Rue du Cardinal de)","RUE","DU CARDINAL DE CABRIERES","Publique","DOUBLE SENS",73,"Piéton","01030",,"N",,,"73,0125688641"
,5073,"934",,"Rue de l'Ecole Mage","Ecole Mage (Rue de l')","RUE","DE L'ECOLE MAGE","Publique","DOUBLE SENS","124,5","Piéton","01890",,"N",,,"124,517945184"
,5074,"2086",,"Rue de l'Université","Université (Rue de l')","RUE","DE L'UNIVERSITE","Publique","DOUBLE SENS","57,70000076","Piéton","05650",,"N",,,"57,7661633177"
,5075,"1856",,"Rue du Refuge","Refuge (Rue du)","RUE","DU REFUGE","Publique","DOUBLE SENS","63,20000076","Piéton","04830",,"N",,,"63,1992347844"
,5076,"2086",,"Rue de l'Université","Université (Rue de l')","RUE","DE L'UNIVERSITE","Publique","DOUBLE SENS","74,69999695","Piéton","05650",,"N",,,"74,7714995686"
,5077,"1975",,"Rue Sainte Ursule","Sainte Ursule (Rue)","RUE","SAINTE URSULE","Publique","DOUBLE SENS","38,20000076","Piéton","05250",,"N",,,"38,2268121921"
,5078,"496",,"Rue de l'Arc des Mourgues","Arc des Mourgues (Rue de l')","RUE","DE L'ARC DES MOURGUES","Publique","DOUBLE SENS",121,"Piéton","00315",,"N",,,"121,028817409"
,5079,"2086",,"Rue de l'Université","Université (Rue de l')","RUE","DE L'UNIVERSITE","Publique","DOUBLE SENS","66,40000153","Piéton","05650",,"N",,,"66,405212922"
,5080,"1284",15/04/82,"Rue Jean-Jacques Rousseau","Rousseau (Rue Jean-Jacques)","RUE","JEAN-JACQUES ROUSSEAU","Publique","SENS UNIQUE","33,29999924",,"02975",,"N",,,"33,2680082784"
,5081,"1222",,"Boulevard Henri IV","Henri IV (Boulevard)","BD","HENRI IV","Publique","SENS UNIQUE","41,90000153",,"02805",,"N",,,"41,9537771111"
,5083,"1284",15/04/82,"Rue Jean-Jacques Rousseau","Rousseau (Rue Jean-Jacques)","RUE","JEAN-JACQUES ROUSSEAU","Publique","SENS UNIQUE","60,20000076","Piéton","02975",,"N",,,"60,2508635093"
,5084,"1284",15/04/82,"Rue Jean-Jacques Rousseau","Rousseau (Rue Jean-Jacques)","RUE","JEAN-JACQUES ROUSSEAU","Publique","SENS UNIQUE","10,10000038","Piéton","02975",,"N",,,"10,0765882842"
,5085,"1688",,"Rue de la Pelleterie","Pelleterie (Rue de la)","RUE","DE LA PELLETERIE","Publique","DOUBLE SENS","32,70000076","Piéton","04250",,"N",,,"32,7201843418"
,5086,"1757",,"Rue Placentin","Placentin (Rue)","RUE","PLACENTIN","Publique","SENS UNIQUE","27,10000038",,"04470",,"N",,,"27,1394864515"
,5087,"1831",,"Rue du Puits du Palais","Puits du Palais (Rue du)","RUE","DU PUITS DU PALAIS","Publique","SENS UNIQUE","74,80000305",,"04725",,"N",,,"74,7849952701"
,5088,"755",,"Place du Château","Château (Place du)","PL","DU CHATEAU","Publique","DOUBLE SENS","13,39999962",,"01270",,"N",,,"13,386959554"
,5089,"1831",,"Rue du Puits du Palais","Puits du Palais (Rue du)","RUE","DU PUITS DU PALAIS","Publique","SENS UNIQUE","18,10000038",,"04725",,"N",,,"18,082846626"
,5090,"1831",,"Rue du Puits du Palais","Puits du Palais (Rue du)","RUE","DU PUITS DU PALAIS","Publique","SENS UNIQUE","13,69999981",,"04725",,"N",,,"13,6856959505"
,5091,"1205",,"Rue Haute","Haute (Rue)","RUE","HAUTE","Publique","DOUBLE SENS","22,70000076","Piéton","02755",,"N",,,"22,6763385045"
,5092,"564",30/04/29,"Rue Béchamp","Béchamp (Rue)","RUE","BECHAMP","Publique","SENS UNIQUE","54,70000076",,"00595",,"N",,,"54,714500398"
,5093,"932",15/04/82,"Rue Ecole de Médecine","Ecole de Médecine (Rue)","RUE","ECOLE DE MEDECINE","Publique","SENS UNIQUE","124,59999847","Piéton","01880",,"N",,,"124,664827978"
,5094,"932",15/04/82,"Rue Ecole de Médecine","Ecole de Médecine (Rue)","RUE","ECOLE DE MEDECINE","Publique","SENS UNIQUE","35,29999924",,"01880",,"N",,,"35,3577832079"
,5095,"1284",15/04/82,"Rue Jean-Jacques Rousseau","Rousseau (Rue Jean-Jacques)","RUE","JEAN-JACQUES ROUSSEAU","Publique","DOUBLE SENS",31,"Piéton","02975",,"N",,,"31,0484262976"
,4654,"2024",,"Rue Subleyras","Subleyras (Rue)","RUE","SUBLEYRAS","Publique","SENS UNIQUE","60,20000076",,"05400",,"N",,,"60,2163397583"
,4655,"1951",,"Rue Saint Louis","Saint Louis (Rue)","RUE","SAINT LOUIS","Publique","SENS UNIQUE","156,8999939",,"05140",,"N",,,"156,917428431"
,4656,"520",15/04/82,"Rue Auguste Comte","Comte (Rue Auguste)","RUE","AUGUSTE COMTE","Publique","DOUBLE SENS","210,1000061",,"00415",,"N",,,"210,211260688"
,4657,"1374",,"Place Leroy-Beaulieu","Leroy-Beaulieu (Place)","PL","LEROY-BEAULIEU","Publique","DOUBLE SENS","34,5",,"03243",,"N",,,"34,5560281644"
,4658,"1390",,"Avenue de Lodève","Lodève (Avenue de)","AV","DE LODEVE","Publique","SENS UNIQUE","75,19999695",,"03290",,"N",,,"75,2569400219"
,4659,"520",15/04/82,"Rue Auguste Comte","Comte (Rue Auguste)","RUE","AUGUSTE COMTE","Publique","DOUBLE SENS","12,19999981",,"00415",,"N",,,"12,2127841117"
,4660,"1634",,"Rue Pagès","Pagès (Rue)","RUE","PAGES","Publique","SENS UNIQUE","71,69999695",,"04060",,"N",,,"71,7151457399"
,4662,"962",,"Rue Emile Zola","Zola (Rue Emile)","RUE","EMILE ZOLA","Publique","SENS UNIQUE","39,09999847",,"01980",,"N",,,"39,0668229323"
,4663,"962",,"Rue Emile Zola","Zola (Rue Emile)","RUE","EMILE ZOLA","Publique","DOUBLE SENS","96,09999847",,"01980",,"N",,,"96,1418637399"
,4664,"931",,"Rue de L'Ecole de Droit","Ecole de Droit (Rue de l')","RUE","DE L'ECOLE DE DROIT","Publique","SENS UNIQUE","185,69999695",,"01875",,"N",,,"185,764236656"
,4665,"1011",,"Rue du Faubourg du Courreau","Faubourg du Courreau (Rue du)","RUE","DU FAUBOURG DU COURREAU","Publique","SENS UNIQUE",51,,"02150",,"N",,,"51,0140779657"
,4666,"1011",,"Rue du Faubourg du Courreau","Faubourg du Courreau (Rue du)","RUE","DU FAUBOURG DU COURREAU","Publique","SENS UNIQUE","29,20000076",,"02150",,"N",,,"29,183383958"
,4667,"1124",,"Rue Général Chanzy","Chanzy (Rue Général)","RUE","GENERAL CHANZY","Publique","DOUBLE SENS","73,19999695",,"02520",,"N",,,"73,2058016021"
,4668,"1108",,"Cours Gambetta","Gambetta (Cours)","COUR","GAMBETTA","Publique","SENS UNIQUE","77,59999847",,"02460",,"N",,,"77,6774522116"
,4669,"962",,"Rue Emile Zola","Zola (Rue Emile)","RUE","EMILE ZOLA","Publique","SENS UNIQUE","65,09999847",,"01980",,"N",,,"65,0983968568"
,4670,"1108",,"Cours Gambetta","Gambetta (Cours)","COUR","GAMBETTA","Publique","SENS UNIQUE","72,40000153",,"02460",,"N",,,"72,3916615934"
,4674,"1108",,"Cours Gambetta","Gambetta (Cours)","COUR","GAMBETTA","Publique","SENS UNIQUE","80,09999847",,"02460",,"N",,,"80,081437382"
,4676,"1108",,"Cours Gambetta","Gambetta (Cours)","COUR","GAMBETTA","Publique","SENS UNIQUE","13,89999962",,"02460",,"N",,,"13,900616509"
,4677,"677",,"Impasse Cantié","Cantié (Impasse)","IMP","CANTIE","Publique","DOUBLE SENS","22,20000076",,"01000",,"N",,,"22,171093911"
,4678,"1004",,"Impasse Falot","Falot (Impasse)","IMP","FALOT","Publique","DOUBLE SENS","31,39999962",,"02125",,"N",,,"31,4082271275"
,4679,"1634",,"Rue Pagès","Pagès (Rue)","RUE","PAGES","Publique","SENS UNIQUE","85,69999695",,"04060",,"N",,,"85,7171562639"
,4680,"1202",,"Rue Haguenot","Haguenot (Rue)","RUE","HAGUENOT","Publique","SENS UNIQUE","55,20000076",,"02750",,"N",,,"55,2485002135"
,4681,"1696",,"Rue du Père Fabre","Fabre (Rue du Père)","RUE","DU PERE FABRE","Publique","SENS UNIQUE","18,29999924",,"04265",,"N",,,"18,2874274068"
,4682,"1943",,"Rue Saint Honoré","Saint Honoré (Rue)","RUE","SAINT HONORE","Publique","DOUBLE SENS","49,79999924",,"05120",,"N",,,"49,8643569144"
,4683,"1696",,"Rue du Père Fabre","Fabre (Rue du Père)","RUE","DU PERE FABRE","Publique","SENS UNIQUE","30,60000038",,"04265",,"N",,,"30,6263223148"
