"IDENT","NOM","VLEGALE","REF","DDEBUT","DFIN","SENS","PHJM","PHJS","TJM","COMMENTAIR","MOIS","ANNEE","TYPECOMPTA","IDENTSIG"
"1012TR694","Rue du Faubourg Figuerolles",50,"1169",39065,39071,"Laverune-Salengro",741,487,5603,"#N/A",12,2006,"Pneumatique",694
"1012TR689","Rue du Faubourg Figuerolles",50,"1172",39065,39071,"Salengro-Laverune",385,508,4966,"#N/A",12,2006,"Pneumatique",689
"1011TR4712","Rue du Faubourg du Courreau",50,"1109",38953,38959,"Cabanes-Paume",319,494,4059,"#N/A",8,2006,"Pneumatique",4712
"1010TR6474","Rue du Faubourg de Nîmes",50,"408",36818,36824,"Blanc-Novembre",90,92,979,"#N/A",10,2000,"Pneumatique",6474
"1009TR839","Rue du Faubourg de la Saunerie",50,"868",38609,38615,"Observatoire-Denis",513,480,5666,"#N/A",9,2005,"Pneumatique",839
"1009TR6289","Rue du Faubourg de la Saunerie",50,"320",36285,36291,"Observatoire-Denis",310,362,3714,"#N/A",5,1999,"Pneumatique",6289
"1007TR4255","Rue du Faubourg Boutonnet",30,"1264",39227,39233,"Tanneurs-Krasucki",82,97,861,"R.A.S",5,2007,"Pneumatique",4255
"1007TR4096","Rue du Faubourg Boutonnet",50,"1200",39112,39118,"Mende-Lakanal",520,506,4626,"#N/A",1,2007,"Pneumatique",4096
"1007TR4096","Rue du Faubourg Boutonnet",50,"771",38359,38365,"Marchand-Lakanal",707,644,6744,"#N/A",1,2005,"Pneumatique",4096
"1007TR4096","Rue du Faubourg Boutonnet",50,"727",38154,38160,"Mende-Lakanal",650,722,6893,"#N/A",6,2004,"Pneumatique",4096
"1007TR4086","Rue du Faubourg Boutonnet",50,"683",38044,38050,"Mende-Lakanal",335,375,3942,"#N/A",2,2004,"Pneumatique",4086
"1007TR4113","Rue du Faubourg Boutonnet",50,"533",37421,37427,"Tanneurs-Tandon",177,184,2085,"#N/A",6,2002,"Pneumatique",4113
"1007TR4086","Rue du Faubourg Boutonnet",50,"532",37421,37427,"Mende-Lakanal",790,842,8426,"#N/A",6,2002,"Pneumatique",4086
"1007TR4086","Rue du Faubourg Boutonnet",50,"531",37421,37427,"Mende-Lakanal",482,494,5592,"#N/A",6,2002,"Pneumatique",4086
"1007TR4086","Rue du Faubourg Boutonnet",50,"230",35860,35866,"Marchand-tanneurs",483,465,5381,"#N/A",3,1998,"Pneumatique",4086
"1012TR746","Rue du Faubourg  Figuerolles",9999,"CT52_2011-03-21.xls",40623,40629,"Metz-Salengro",139,109,1343,,3,2011,"Regulation",746
"870TR3235","Rue du Curat",50,"1820",39990,39996,"Justice-Boutonnet",73,109,692,"#N/A",6,2009,"Pneumatique",3235
"870TR3235","Rue du Curat",50,"1819",39990,39996,"Boutonnet-Justice",97,51,433,"#N/A",6,2009,"Pneumatique",3235
"819TR971","Rue du Comté de Melgueil",50,"75",35377,35383,"Dubout-Consuls",888,951,8126,"#N/A",11,1996,"Pneumatique",971
"819TR971","Rue du Comté de Melgueil",50,"76",35377,35383,"Consuls-Dubout",128,177,1540,"#N/A",11,1996,"Pneumatique",971
"819TR971","Rue du Comté de Melgueil",50,"32",35230,35236,"Consuls-Dubout",63,94,795,"#N/A",6,1996,"Pneumatique",971
"819TR971","Rue du Comté de Melgueil",50,"31",35230,35236,"Dubout-Consuls",781,848,7111,"#N/A",6,1996,"Pneumatique",971
"810TR4127","Rue du Colonel Marchand",50,"1236",39189,39195,"Grasset-Boutonnet",349,498,3629,"R.A.S",4,2007,"Pneumatique",4127
"810TR4127","Rue du Colonel Marchand",50,"1235",39189,39195,"Boutonnet-Grasset",318,234,2206,"R.A.S",4,2007,"Pneumatique",4127
"810TR4126","Rue du Colonel Marchand",50,"1046",38849,38855,"Grasset-Boutonnet",304,379,3244,"#N/A",5,2006,"Pneumatique",4126
"810TR4126","Rue du Colonel Marchand",50,"1045",38849,38855,"Boutonnet-Grasset",276,244,2005,"#N/A",5,2006,"Pneumatique",4126
"810TR4125","Rue du Colonel Marchand",50,"1043",38849,38855,"Boutonnet-Grasset",304,257,2084,"#N/A",5,2006,"Pneumatique",4125
"810TR4125","Rue du Colonel Marchand",50,"1044",38849,38855,"Grasset-Boutonnet",328,389,3298,"#N/A",5,2006,"Pneumatique",4125
"810TR4126","Rue du Colonel Marchand",50,"540",37272,37278,"Grasset-Boutonnet",87,81,461,"#N/A",1,2002,"Pneumatique",4126
"810TR4126","Rue du Colonel Marchand",50,"541",37272,37278,"Boutonnet-Grasset",247,192,1670,"Compteur défectueux",1,2002,"Pneumatique",4126
"798TR2931","Rue du Clos Saint Georges",50,"470",37141,37147,"Moulins-Aqueduc",12,13,101,"#N/A",9,2001,"Pneumatique",2931
"798TR2931","Rue du Clos Saint Georges",50,"471",37141,37147,"Aqueduc-Moulins",13,10,77,"#N/A",9,2001,"Pneumatique",2931
"771TR3889","Rue du Cimetière des Protestants",50,"1289",39323,39329,"Strasbourg-Orient",38,70,508,"R.A.S",8,2007,"Pneumatique",3889
"672TR5175","Rue du Cannau",50,"583",37692,37698,"Delpech-Pharmacie",44,40,287,"#N/A",3,2003,"Pneumatique",5175
"650TR2789","Rue du Caducée",50,"1463",39609,39615,"Valsiere-Apothicaire",197,314,2086,"#N/A",6,2008,"Pneumatique",2789
"650TR2789","Rue du Caducée",50,"1462",39609,39615,"Apothicaire-Valsiere",320,281,2262,"#N/A",6,2008,"Pneumatique",2789
"650TR2789","Rue du Caducée",50,"1093",38891,38897,"Apothicaires-Valsieres",274,256,2166,"#N/A",6,2006,"Pneumatique",2789
"650TR2789","Rue du Caducée",50,"1092",38891,38897,"Valsieres-Apothicaire",274,332,2628,"#N/A",6,2006,"Pneumatique",2789
"555TR6803","Rue du Bastion Ventadour",50,"1271",39241,39247,"Olympie-Antigone",201,192,1780,"R.A.S",6,2007,"Pneumatique",6803
"1633TR2514","Rue d'Oxford",50,"875",38637,38643,"Europe-Heidelberg",225,300,2501,"#N/A",10,2005,"Pneumatique",2514
"1633TR2513","Rue d'Oxford",50,"877",38637,38643,"Europe-Heidelberg",425,395,4589,"#N/A",10,2005,"Pneumatique",2513
"1633TR2513","Rue d'Oxford",50,"878",38637,38643,"Hedelberg-Europe",366,376,3803,"#N/A",10,2005,"Pneumatique",2513
"1633TR2514","Rue d'Oxford",50,"876",38637,38643,"Heidelberg-Europe",238,261,2597,"#N/A",10,2005,"Pneumatique",2514
"1633TR2514","Rue d'Oxford",50,"457",37041,37047,"Barcelone-Europe",207,213,2783,"#N/A",5,2001,"Pneumatique",2514
"1633TR2514","Rue d'Oxford",50,"458",37041,37047,"Europe-Barcelone",194,192,2529,"#N/A",5,2001,"Pneumatique",2514
"1633TR2545","Rue d'Oxford",50,"59",35336,35342,"Blayac-Barcelone",212,213,2393,"#N/A",9,1996,"Pneumatique",2545
"1633TR2545","Rue d'Oxford",50,"60",35336,35342,"Barcelone-Blayac",329,330,3494,"#N/A",9,1996,"Pneumatique",2545
"1633TR2545","Rue d'Oxford",50,"6",35135,35141,"Europe-Barcelone",278,256,2521,"#N/A",3,1996,"Pneumatique",2545
"903TR2343","Rue Docteur Lachapelle",50,"2061",40339,40345,"Lodève-Condamine",129,102,1046,"#N/A",6,2010,"Pneumatique",2343
"903TR2343","Rue Docteur Lachapelle",50,"503",37238,37244,"Condamine-Lodeve",183,128,1316,"#N/A",12,2001,"Pneumatique",2343
"901TR848","Rue Diderot",50,"1954",40217,40223,"Moulin-Hugo",4,10,35,"#N/A",2,2010,"Pneumatique",848
"901TR848","Rue Diderot",50,"1953",40217,40223,"Hugo-Moulin",5,8,38,"#N/A",2,2010,"Pneumatique",848
"2068TR3186","Rue des Tourterelles",50,"1973",38779,38785,"Martinets-Justice",48,52,277,"#N/A",3,2010,"Pneumatique",3186
"2068TR3186","Rue des Tourterelles",50,"1974",38779,38785,"Justice-Martinets",33,32,221,"#N/A",3,2010,"Pneumatique",3186
"2044TR4350","Rue des Terrets-Bourrets",50,"1677",39841,39847,"Grappe-Sers",4,6,14,"#N/A",1,2009,"Pneumatique",4350
"2044TR4350","Rue des Terrets-Bourrets",50,"1678",39841,39847,"Sers-Grappe",6,10,36,"#N/A",1,2009,"Pneumatique",4350
"2014TR815","Rue des Soldats",10,"1514",39711,39717,"Courreau-Gambetta",30,36,246,"Rapport Lissé",9,2008,"Pneumatique",815
"2014TR815","Rue des Soldats",50,"194",35706,35712,"Courreau-Gambetta",23,47,256,"#N/A",10,1997,"Pneumatique",815
"1864TR647","Rue des Renoncules",50,"1892",40149,40155,"Figuerolles-Figairasse",169,241,1362,"#N/A",12,2009,"Pneumatique",647
"1864TR647","Rue des Renoncules",50,"544",37589,37595,"Figuerolles-Figairasse",168,155,1311,"#N/A",11,2002,"Pneumatique",647
"1864TR647","Rue des Renoncules",50,"485",37202,37208,"Figuerolles-Figuairasse",166,155,1263,"#N/A",11,2001,"Pneumatique",647
"1834TR2889","Rue des Quatre Vents",30,"1230",39190,39196,"Baumel-Auriol",50,134,622,"R.A.S",4,2007,"Pneumatique",2889
"1834TR2889","Rue des Quatre Vents",30,"1229",39190,39196,"Auriol-Baumel",117,42,327,"R.A.S",4,2007,"Pneumatique",2889
"1834TR2889","Rue des Quatre Vents",30,"1228",39190,39196,"Baumel-Auriol",82,157,743,"R.A.S",4,2007,"Pneumatique",2889
"1834TR2889","Rue des Quatre Vents",30,"1227",39190,39196,"Auriol-Baumel",130,59,466,"R.A.S",4,2007,"Pneumatique",2889
"1834TR2889","Rue des Quatre Vents",50,"1156",39042,39048,"Baumel-Auriol",59,176,641,"#N/A",11,2006,"Pneumatique",2889
"1834TR2889","Rue des Quatre Vents",50,"1155",39042,39048,"Auriol-Baumel",125,41,334,"#N/A",11,2006,"Pneumatique",2889
"1834TR2889","Rue des Quatre Vents",50,"768",38359,38365,"Auriol-Baumel",161,48,382,"#N/A",1,2005,"Pneumatique",2889
"1834TR2889","Rue des Quatre Vents",50,"767",38359,38365,"Baumel-Auriol",83,169,891,"#N/A",1,2005,"Pneumatique",2889
"1833TR2885","Rue des Quatre Seigneurs",30,"1231",39190,39196,"Auriol-Baumel",47,26,223,"R.A.S",4,2007,"Pneumatique",2885
"1833TR2885","Rue des Quatre Seigneurs",30,"1232",39190,39196,"Baumel-Auriol",35,68,362,"R.A.S",4,2007,"Pneumatique",2885
"1833TR2885","Rue des Quatre Seigneurs",50,"1157",39042,39048,"Baumel-Auriol",50,94,494,"#N/A",11,2006,"Pneumatique",2885
"1833TR2885","Rue des Quatre Seigneurs",50,"1158",39042,39048,"Auriol-Baumel",65,42,360,"#N/A",11,2006,"Pneumatique",2885
"2184TR3034","Rue des Pommettes",50,"450",36939,36945,"Roqueturiere-Ferran",74,133,1037,"#N/A",2,2001,"Pneumatique",3034
"2184TR3034","Rue des Pommettes",50,"451",36939,36945,"Ferran-Roqueturiere",165,137,1284,"#N/A",2,2001,"Pneumatique",3034
"1766TR3590","Rue des Platanes",50,"658",37965,37971,"Acacias-Anglade",36,54,238,"#N/A",12,2003,"Pneumatique",3590
"1726TR4479","Rue des Piboules",50,"1556",39731,39737,"Amouriers-Cerisiers",8,7,36,"#N/A",10,2008,"Pneumatique",4479
"1726TR4479","Rue des Piboules",50,"1555",39731,39737,"Cerisiers-Amouriers",3,7,25,"#N/A",10,2008,"Pneumatique",4479
"1718TR618","Rue des Pétunias",50,"2009",40268,40274,"Figuerolles-Lavérune",100,110,703,"#N/A",3,2010,"Magnétique",618
"1718TR618","Rue des Pétunias",50,"2008",40268,40274,"Lavérune-Figuerolles",137,107,679,"#N/A",3,2010,"Magnétique",618
"1702TR6116","Rue des Pertuisanes",50,"1270",39241,39247,"Frenay-Antigone",192,159,1178,"R.A.S",6,2007,"Pneumatique",6116
"1702TR6116","Rue des Pertuisanes",50,"121",35509,35515,"Olympie-Antigone",384,409,3606,"#N/A",3,1997,"Pneumatique",6116
"2370TR1500","Rue des Passerines",30,"1372",39456,39462,"Marquerose-Maurin",175,165,748,"#N/A",1,2008,"Pneumatique",1500
"2370TR1500","Rue des Passerines",30,"1371",39456,39462,"Maurin-Marquerose",361,439,2456,"#N/A",1,2008,"Pneumatique",1500
"2370TR1514","Rue des Passerines",50,"1334",39409,39415,"Marquerose-Maurin",380,291,2555,"R.A.S",11,2007,"Pneumatique",1514
"2370TR1514","Rue des Passerines",50,"1333",39409,39415,"Maurin-Marquerose",165,401,1965,"R.A.S",11,2007,"Pneumatique",1514
"1658TR3742","Rue des Passereaux",50,"1664",39830,39836,"Paradisiers-Sports",13,19,95,"#N/A",1,2009,"Pneumatique",3742
"1658TR3742","Rue des Passereaux",50,"1663",39830,39836,"Sports-Paradisiers",14,16,87,"#N/A",1,2009,"Pneumatique",3742
"1647TR3783","Rue des Paradisiers",50,"1665",39830,39836,"St Maur-Val Marie",14,22,130,"#N/A",1,2009,"Pneumatique",3783
"1647TR3783","Rue des Paradisiers",50,"1666",39830,39836,"Val Marie-St Maur",117,78,691,"#N/A",1,2009,"Pneumatique",3783
"1647TR3783","Rue des Paradisiers",50,"1191",39072,39078,"Mounie-Maur",119,86,668,"#N/A",12,2006,"Pneumatique",3783
"1647TR3783","Rue des Paradisiers",50,"1190",39072,39078,"Maur-Mounie",18,25,143,"#N/A",12,2006,"Pneumatique",3783
"1647TR3783","Rue des Paradisiers",50,"1072",38860,38866,"Mounie-Maur",94,81,635,"#N/A",5,2006,"Pneumatique",3783
"1647TR3783","Rue des Paradisiers",50,"1073",38860,38866,"Maur-Mounie",12,38,110,"#N/A",5,2006,"Pneumatique",3783
"1645TR6414","Rue des Papyrus",50,"1623",39792,39798,"Ravaz-Eucalyptus",216,224,1681,"#N/A",12,2008,"Pneumatique",6414
"1645TR6414","Rue des Papyrus",50,"1624",39792,39798,"Eucalyptus-Ravaz",170,301,1807,"#N/A",12,2008,"Pneumatique",6414
"1645TR6418","Rue des Papyrus",50,"1215",39161,39167,"Ravaz-Eucalyptus",184,204,1435,"R.A.S",3,2007,"Pneumatique",6418
"1645TR6418","Rue des Papyrus",50,"1214",39161,39167,"Eucalyptus-Ravaz",227,356,1390,"R.A.S",3,2007,"Pneumatique",6418
"1645TR4388","Rue des Papyrus",50,"682",38042,38048,"Ravaz-Eucalyptus",135,292,1699,"#N/A",2,2004,"Pneumatique",4388
"1645TR4388","Rue des Papyrus",50,"681",38042,38048,"Eucalyptus-Ravaz",187,165,1593,"#N/A",2,2004,"Pneumatique",4388
"1645TR4388","Rue des Papyrus",50,"474",37155,37161,"Ravaz-Eucalyptus",133,235,1533,"#N/A",9,2001,"Pneumatique",4388
"1645TR4388","Rue des Papyrus",50,"475",37155,37161,"Eucalyptus-Ravaz",178,162,1467,"#N/A",9,2001,"Pneumatique",4388
"1645TR4388","Rue des Papyrus",50,"384",36661,36667,"Ravaz-Eucalyptus",139,176,1763,"#N/A",5,2000,"Pneumatique",4388
"1645TR4388","Rue des Papyrus",50,"383",36661,36667,"Eucalyptus-Ravaz",162,239,1817,"#N/A",5,2000,"Pneumatique",4388
"1581TR3649","Rue des Muriers",50,"282",36137,36143,"Soulas-Muscadet",152,62,455,"#N/A",12,1998,"Pneumatique",3649
"1581TR3649","Rue des Muriers",50,"283",36137,36143,"Muscadet-Soulas",19,49,211,"#N/A",12,1998,"Pneumatique",3649
"1581TR3649","Rue des Muriers",50,"251",36063,36069,"Soulas-Muscadet",21,39,134,"#N/A",9,1998,"Pneumatique",3649
"1581TR3649","Rue des Muriers",50,"250",36063,36069,"Muscadet-Soulas",86,34,234,"#N/A",9,1998,"Pneumatique",3649
"1517TR2309","Rue des Mélèzes",50,"200",35720,35726,"Ecrin-Pilory",3,7,36,"#N/A",10,1997,"Pneumatique",2309
"1517TR2309","Rue des Mélèzes",50,"201",35720,35726,"Pilory-Ecrin",1,5,35,"#N/A",10,1997,"Pneumatique",2309
"1448TR216","Rue des Marels",30,"1570",39766,39769,"Becquerel-Doscares",18,70,244,"#N/A",11,2008,"Pneumatique",216
"1448TR216","Rue des Marels",30,"1569",39766,39769,"Doscares-Becquerel",162,28,303,"#N/A",11,2008,"Pneumatique",216
"1448TR6582","Rue des Marels",50,"833",38517,38523,"Doscares-Becquerel",623,182,921,"Tube coupé",6,2005,"Pneumatique",6582
"1448TR6582","Rue des Marels",50,"834",38517,38523,"Becquerel-Doscares",70,289,703,"Tube coupé",6,2005,"Pneumatique",6582
"1434TR13154","Rue des Manguiers",30,"1741",39893,39899,"Manguiers-Loup",30,34,294,"#N/A",3,2009,"Pneumatique",13154
"1434TR13154","Rue des Manguiers",30,"1740",39893,39899,"Loup-Manguiers",27,42,293,"#N/A",3,2009,"Pneumatique",13154
"1434TR13154","Rue des Manguiers",30,"1742",39893,39899,"Loup-Manguiers",1,2,3,"#N/A",3,2009,"Pneumatique",13154
"1413TR3242","Rue des Loutres",50,"293",36172,36178,"Castors-Boutonnet",6,9,40,"#N/A",1,1999,"Pneumatique",3242
"1413TR3242","Rue des Loutres",50,"292",36172,36178,"Boutonnet-Castors",11,13,102,"#N/A",1,1999,"Pneumatique",3242
"1314TR4911","Rue des Jonquilles",50,"1863",40093,40099,"Alpes-Figuerolles",178,236,1574,"#N/A",10,2009,"Pneumatique",4911
"1314TR613","Rue des Jonquilles",50,"182",35677,35683,"Alpes-Figuerolles",194,221,2001,"#N/A",9,1997,"Pneumatique",613
"2888TR3300","Rue des Impressionnistes",50,"1361",39430,39436,"Impressionniste-Justice",30,19,151,"R.A.S",12,2007,"Pneumatique",3300
"2888TR3300","Rue des Impressionnistes",50,"1362",39430,39436,"Justice-Impressionniste",14,45,259,"R.A.S",12,2007,"Pneumatique",3300
"2888TR3300","Rue des Impressionnistes",50,"1261",39221,39227,"Mende-Baumel",391,415,3508,"R.A.S",5,2007,"Pneumatique",3300
"2888TR3300","Rue des Impressionnistes",50,"1262",39221,39227,"Baumel-Mende",318,305,2723,"R.A.S",5,2007,"Pneumatique",3300
"1239TR4174","Rue des Hospices",50,"1344",39421,39427,"Hospices-Triolet",29,34,247,"R.A.S",12,2007,"Pneumatique",4174
"1239TR4174","Rue des Hospices",50,"1345",39421,39427,"Martin-Flahault",278,233,2478,"R.A.S",12,2007,"Pneumatique",4174
"1239TR4171","Rue des Hospices",50,"1346",39421,39427,"Martin-Flahault",291,252,2648,"R.A.S",12,2007,"Pneumatique",4171
"1239TR4174","Rue des Hospices",50,"1202",39112,39118,"Martin-Flahault",290,308,2958,"#N/A",1,2007,"Pneumatique",4174
"1182TR2093","Rue des Grèzes",50,"1009",38804,38810,"Hilaire-Liberte",163,143,1148,"#N/A",3,2006,"Pneumatique",2093
"1182TR2176","Rue des Grèzes",50,"1008",38804,38810,"Laverune-Salinier",26,20,135,"#N/A",3,2006,"Pneumatique",2176
"1182TR2176","Rue des Grèzes",50,"1007",38804,38810,"Salinier-Laverune",18,41,166,"#N/A",3,2006,"Pneumatique",2176
"1182TR2093","Rue des Grèzes",50,"1010",38804,38810,"Liberte-Hilaire",123,164,1315,"#N/A",3,2006,"Pneumatique",2093
"1182TR2096","Rue des Grèzes",50,"490",37202,37208,"Liberte-Laverune",133,176,1179,"#N/A",11,2001,"Pneumatique",2096
"1182TR2096","Rue des Grèzes",50,"491",37202,37208,"Laverune-Liberte",101,70,626,"#N/A",11,2001,"Pneumatique",2096
"1167TR1951","Rue des Gours",50,"685",38066,38072,"Bouisses-Teste",86,115,874,"#N/A",3,2004,"Pneumatique",1951
"1167TR1951","Rue des Gours",50,"684",38066,38072,"Teste-Bouisses",51,67,452,"#N/A",3,2004,"Pneumatique",1951
"1167TR1952","Rue des Gours",50,"222",35823,35829,"Teste-Bouisses",40,56,399,"#N/A",1,1998,"Pneumatique",1952
"1167TR1952","Rue des Gours",50,"223",35823,35829,"Bouisses-Teste",75,93,830,"#N/A",1,1998,"Pneumatique",1952
"1096TR3823","Rue des Frères Platter",50,"468",37063,37069,"Sorbes-Louvain",33,26,221,"#N/A",6,2001,"Pneumatique",3823
"1096TR3823","Rue des Frères Platter",50,"469",37063,37069,"Louvain-Sorbes",11,19,148,"#N/A",6,2001,"Pneumatique",3823
"1025TR5939","Rue des Fenouils",50,"1755",39932,39938,"Tulipes-Leclerc",73,72,290,"#N/A",4,2009,"Pneumatique",5939
"1025TR5939","Rue des Fenouils",50,"1754",39932,39938,"Leclerc-Tulipes",20,39,176,"#N/A",4,2009,"Pneumatique",5939
"1025TR5939","Rue des Fenouils",50,"438",36972,36978,"Tulipes-Leclerc",44,61,366,"#N/A",3,2001,"Pneumatique",5939
"1025TR5939","Rue des Fenouils",50,"439",36972,36978,"Leclerc-Tulipes",27,37,233,"#N/A",3,2001,"Pneumatique",5939
"2472TR2202","Rue des Faïenciers",50,"2053",40340,40346,"Teste-Bouisses",34,68,291,"#N/A",6,2010,"Pneumatique",2202
"2472TR2202","Rue des Faïenciers",50,"2054",40340,40346,"Bouisses-Teste",73,60,406,"#N/A",6,2010,"Pneumatique",2202
"996TR4385","Rue des Eucalyptus",50,"1626",39792,39798,"Casseyrols-Soulas",147,103,927,"#N/A",12,2008,"Pneumatique",4385
"996TR4385","Rue des Eucalyptus",50,"1625",39792,39798,"Soulas-Casseyrols",54,172,863,"#N/A",12,2008,"Pneumatique",4385
"996TR4385","Rue des Eucalyptus",50,"476",37155,37161,"Soulas-Casseyrols",55,168,993,"#N/A",9,2001,"Pneumatique",4385
"996TR4385","Rue des Eucalyptus",50,"477",37155,37161,"Casseyrols-Soulas",178,130,1149,"#N/A",9,2001,"Pneumatique",4385
"979TR2270","Rue des Escarceliers",50,"729",38154,38160,"Lodeve-Piscine",70,57,547,"Tube coupé",6,2004,"Pneumatique",2270
"979TR2270","Rue des Escarceliers",50,"728",38154,38160,"Piscine-Lodeve",52,63,387,"Tube coupé",6,2004,"Pneumatique",2270
"938TR4997","Rue des Ecoles Laïques",50,"637",37904,37910,"Neuve-Blanc",205,254,2254,"#N/A",10,2003,"Pneumatique",4997
"938TR4998","Rue des Ecoles Laïques",50,"613",37786,37792,"Neuve-Blanc",127,132,1145,"#N/A",6,2003,"Pneumatique",4998
"838TR4818","Rue des Coronilles",50,"1840",40067,40073,"Genevriers-Clementville",37,31,233,"#N/A",9,2009,"Pneumatique",4818
"838TR4818","Rue des Coronilles",50,"1841",40067,40073,"Clementville-Genevriers",45,55,340,"#N/A",9,2009,"Pneumatique",4818
"838TR4818","Rue des Coronilles",30,"941",38730,38736,"Clementville-Genevriers",31,32,214,"#N/A",1,2006,"Pneumatique",4818
"838TR4818","Rue des Coronilles",30,"942",38730,38736,"Genevriers-Clementville",40,21,165,"#N/A",1,2006,"Pneumatique",4818
"838TR4818","Rue des Coronilles",50,"18",35216,35222,"Genevriers-Clémentville",77,73,609,"#N/A",5,1996,"Pneumatique",4818
"832TR5562","Rue des Coquelicots",50,"308",36222,36228,"Fabreges-Leclerc",37,28,197,"#N/A",3,1999,"Pneumatique",5562
"753TR6735","Rue des Chasseurs",50,"1610",39787,39793,"Toulouse-Lavérune",341,456,3438,"Rapport Lissé",12,2008,"Pneumatique",6735
"753TR6735","Rue des Chasseurs",50,"1611",39787,39793,"Lavérune-Toulouse",541,421,3628,"Rapport Lissé",12,2008,"Pneumatique",6735
"753TR6735","Rue des Chasseurs",50,"738",38167,38173,"Toulouse-Lavérune",296,464,3720,"#N/A",6,2004,"Pneumatique",6735
"720TR2322","Rue des Cerisiers",50,"1560",39731,39737,"Piboules-Grenade",4,5,18,"#N/A",10,2008,"Pneumatique",2322
"720TR2322","Rue des Cerisiers",50,"1559",39731,39737,"Grenade-Piboules",8,6,25,"#N/A",10,2008,"Pneumatique",2322
"681TR1860","Rue des Capriers",50,"2010",40268,40274,"Lavérune-Figuerolles",69,59,388,"#N/A",3,2010,"Magnétique",1860
"681TR1860","Rue des Capriers",50,"2011",40268,40274,"Figuerolles-Lavérune",29,21,96,"#N/A",3,2010,"Magnétique",1860
"641TR2988","Rue des Brusses",50,"1832",40068,40074,"Parguel-Loup",373,610,3928,"#N/A",9,2009,"Pneumatique",2988
"641TR2988","Rue des Brusses",50,"1831",40068,40074,"Loup-Parguel",474,369,3895,"#N/A",9,2009,"Pneumatique",2988
"641TR2983","Rue des Brusses",50,"634",37894,37900,"Parguel-Loup",464,682,5182,"#N/A",9,2003,"Pneumatique",2983
"641TR2983","Rue des Brusses",50,"86",35402,35408,"Parguel-Pic",362,493,3989,"#N/A",12,1996,"Pneumatique",2983
"641TR2983","Rue des Brusses",50,"87",35402,35408,"Pic-Parguel",319,356,3431,"#N/A",12,1996,"Pneumatique",2983
"617TR1980","Rue des Bouisses",50,"1692",39871,39877,"Fajon-Yersin",254,243,1971,"#N/A",2,2009,"Pneumatique",1980
"617TR2034","Rue des Bouisses",50,"1691",39871,39877,"Yersin-Fajon",324,337,2380,"#N/A",2,2009,"Pneumatique",2034
"617TR1980","Rue des Bouisses",50,"1693",39871,39877,"Yersin-Fajon",148,223,1493,"#N/A",2,2009,"Pneumatique",1980
"617TR2034","Rue des Bouisses",50,"1690",39871,39877,"Fajon-Yersin",337,462,3405,"#N/A",2,2009,"Pneumatique",2034
"617TR2141","Rue des Bouisses",50,"1294",39337,39343,"Yersin-Fajon",189,309,1800,"R.A.S",9,2007,"Pneumatique",2141
"617TR2141","Rue des Bouisses",50,"1293",39337,39343,"Fajon-Yersin",336,288,2224,"R.A.S",9,2007,"Pneumatique",2141
"617TR2022","Rue des Bouisses",50,"1019",38811,38817,"Yersin-Fajon",396,431,3633,"#N/A",4,2006,"Pneumatique",2022
"617TR2022","Rue des Bouisses",50,"1018",38811,38817,"Fajon-Yersin",502,572,4764,"#N/A",4,2006,"Pneumatique",2022
"617TR2034","Rue des Bouisses",50,"1020",38811,38817,"Fajon-Yersin",475,452,3839,"#N/A",4,2006,"Pneumatique",2034
