"IDENT","NOM","VLEGALE","REF","DDEBUT","DFIN","SENS","PHJM","PHJS","TJM","COMMENTAIR","MOIS","ANNEE","TYPECOMPTA","IDENTSIG"
"1817TR3538","Avenue du Professeur Louis Ravaz",50,"782",38412,38418,"Perouse-Rimbaud",599,577,5488,"#N/A",3,2005,"Pneumatique",3538
"1817TR4406","Avenue du Professeur Louis Ravaz",50,"657",37946,37952,"Viala-Perouse",842,679,7550,"#N/A",11,2003,"Pneumatique",4406
"1817TR4406","Avenue du Professeur Louis Ravaz",50,"656",37946,37952,"Perouse-Viala",492,575,6228,"#N/A",11,2003,"Pneumatique",4406
"1817TR3521","Avenue du Professeur Louis Ravaz",50,"2",35108,35114,"Moulins-Rimbaud",522,549,3869,"#N/A",2,1996,"Pneumatique",3521
"1817TR3521","Avenue du Professeur Louis Ravaz",50,"3",35108,35114,"Rimbaud-Moulins",707,544,4914,"#N/A",2,1996,"Pneumatique",3521
"1815TR12833","Avenue du Professeur Léon Vallois",9999,"CT44_2011-03-21.xls",40623,40629,"Mermoz-Saint maur",487,486,5305,,3,2011,"Regulation",12833
"2300TR5869","Avenue du Professeur Etienne Antonelli",50,"62",35377,35383,"Zuccarelly-Moulares",788,686,7145,"#N/A",11,1996,"Pneumatique",5869
"2300TR5867","Avenue du Professeur Etienne Antonelli",50,"37",35231,35237,"Dubout-Moularès",696,880,8452,"#N/A",6,1996,"Pneumatique",5867
"1811TR3408","Avenue du Professeur Emile Jeanbrau",50,"1299",39351,39357,"Parguel-Mende",482,543,4803,"R.A.S",9,2007,"Pneumatique",3408
"1811TR3408","Avenue du Professeur Emile Jeanbrau",50,"1300",39351,39357,"Mende-Parguel",558,385,3830,"R.A.S",9,2007,"Pneumatique",3408
"1811TR3408","Avenue du Professeur Emile Jeanbrau",50,"1194",39106,39112,"Mende-Parguel",433,381,3563,"#N/A",1,2007,"Pneumatique",3408
"1811TR3408","Avenue du Professeur Emile Jeanbrau",50,"1195",39106,39112,"Parguel-Mende",416,440,4296,"#N/A",1,2007,"Pneumatique",3408
"1811TR3409","Avenue du Professeur Emile Jeanbrau",50,"853",38527,38533,"Baumel-Mende",469,454,4197,"#N/A",6,2005,"Pneumatique",3409
"1811TR3408","Avenue du Professeur Emile Jeanbrau",50,"852",38527,38533,"Mende-Baumel",435,414,2944,"#N/A",6,2005,"Pneumatique",3408
"1811TR3408","Avenue du Professeur Emile Jeanbrau",50,"851",38527,38533,"Baumel-Mende",482,410,3409,"#N/A",6,2005,"Pneumatique",3408
"1811TR3408","Avenue du Professeur Emile Jeanbrau",50,"850",38527,38533,"Mende-Baumel",489,360,3451,"#N/A",6,2005,"Pneumatique",3408
"1811TR3409","Avenue du Professeur Emile Jeanbrau",50,"854",38527,38533,"Mende-Baumel",431,377,3128,"#N/A",6,2005,"Pneumatique",3409
"1784TR5898","Avenue du Pont Trinquat",50,"1608",37958,37964,"Palavas-Moularès",241,213,2045,"#N/A",12,2008,"Pneumatique",5898
"1784TR5898","Avenue du Pont Trinquat",50,"1609",37958,37964,"Moularès-Palavas",110,191,1389,"#N/A",12,2008,"Pneumatique",5898
"1784TR5904","Avenue du Pont Trinquat",50,"1457",39605,39611,"Palavas-Fourcade",109,214,1510,"#N/A",6,2008,"Pneumatique",5904
"1784TR5904","Avenue du Pont Trinquat",50,"1456",39605,39611,"Palavas-Fourcade",108,210,945,"#N/A",6,2008,"Pneumatique",5904
"1784TR5897","Avenue du Pont Trinquat",50,"1197",39106,39112,"Moulares-Palavas",110,179,1358,"#N/A",1,2007,"Pneumatique",5897
"1784TR5897","Avenue du Pont Trinquat",50,"1196",39106,39112,"Palavas-Moulares",263,245,2098,"#N/A",1,2007,"Pneumatique",5897
"1784TR1257","Avenue du Pont Trinquat",50,"1079",38870,38876,"Fourcade-Moulares",130,79,781,"#N/A",6,2006,"Pneumatique",1257
"1784TR1229","Avenue du Pont Trinquat",50,"1088",38884,38890,"Moulares-Fourcade",67,88,640,"#N/A",6,2006,"Pneumatique",1229
"1784TR1229","Avenue du Pont Trinquat",50,"1087",38884,38890,"Fourcade-Moulares",59,89,612,"#N/A",6,2006,"Pneumatique",1229
"1784TR1257","Avenue du Pont Trinquat",50,"1078",38870,38876,"Moulares-Fourcade",63,127,809,"#N/A",6,2006,"Pneumatique",1257
"1784TR5899","Avenue du Pont Trinquat",30,"981",38784,38790,"Moulares-Palavas",135,197,1668,"#N/A",3,2006,"Pneumatique",5899
"1784TR5899","Avenue du Pont Trinquat",30,"980",38784,38790,"Moulares-Palavas",261,242,2405,"#N/A",3,2006,"Pneumatique",5899
"1784TR5781","Avenue du Pont Trinquat",50,"204",35739,35745,"Palavas-Moulares",168,218,1963,"#N/A",11,1997,"Pneumatique",5781
"1784TR5781","Avenue du Pont Trinquat",50,"205",35739,35745,"Moulares-Palavas",129,142,1219,"#N/A",11,1997,"Pneumatique",5781
"1783TR3897","Avenue du Pont Juvénal",9999,"CT69_2011-03-21.xls",40623,40629,"Cartier-Pirée",197,199,2176,,3,2011,"Regulation",3897
"1783TR65","Avenue du Pont Juvénal",9999,"CT68_2011-03-21.xls",40623,40629,"Cartier-Pirée",191,179,2039,,3,2011,"Regulation",65
"1783TR949","Avenue du Pont Juvénal",50,"1811",39981,39987,"Boussairolles-Laffite",109,143,1028,"#N/A",6,2009,"Pneumatique",949
"1783TR949","Avenue du Pont Juvénal",50,"1810",39981,39987,"Laffite-Boussairolles",220,235,2213,"#N/A",6,2009,"Pneumatique",949
"1783TR975","Avenue du Pont Juvénal",50,"199",35720,35726,"Faulquier-Languedoc",420,348,3747,"#N/A",10,1997,"Pneumatique",975
"2379TR1023","Avenue du Pirée",50,"1852",40072,40078,"Moulares-Mermoz",491,451,5225,"#N/A",9,2009,"Pneumatique",1023
"2379TR1023","Avenue du Pirée",50,"1853",40072,40078,"Mermoz-Moulares",129,199,1715,"#N/A",9,2009,"Pneumatique",1023
"2379TR1009","Avenue du Pirée",50,"70",35377,35383,"Aphrodite-Bene",86,124,1019,"#N/A",11,1996,"Pneumatique",1009
"2379TR6055","Avenue du Pirée",50,"72",35377,35383,"Chauliac-Aeroport",38,51,384,"#N/A",11,1996,"Pneumatique",6055
"2379TR6055","Avenue du Pirée",50,"71",35377,35383,"Aeroport-Chauliac",706,692,7517,"#N/A",11,1996,"Pneumatique",6055
"2379TR1009","Avenue du Pirée",50,"69",35377,35383,"Bene-Aphrodite",649,614,6925,"#N/A",11,1996,"Pneumatique",1009
"2379TR1023","Avenue du Pirée",50,"26",35230,35236,"Aéroport-Moularès",46,84,714,"#N/A",6,1996,"Pneumatique",1023
"2379TR6074","Avenue du Pirée",50,"27",35230,35236,"Moularès-Aéroport",671,637,7263,"#N/A",6,1996,"Pneumatique",6074
"2379TR6074","Avenue du Pirée",50,"28",35230,35236,"Aéroport-Moularès",31,38,273,"#N/A",6,1996,"Pneumatique",6074
"2379TR1023","Avenue du Pirée",50,"25",35230,35236,"Moularès-Aéroport",672,552,6452,"Tube coupé",6,1996,"Pneumatique",1023
"1727TR2954","Avenue du Pic Saint Loup",50,"1995",40259,40265,"Baumel-Dubedout",0,0,5618,"#N/A",3,2010,"Magnétique",2954
"1727TR2954","Avenue du Pic Saint Loup",50,"1996",40259,40265,"Dubedout- Baumel",0,0,5215,"#N/A",3,2010,"Magnétique",2954
"1727TR2882","Avenue du Pic Saint Loup",50,"1868",40102,40108,"Hortus-Mende",4,10,46,"#N/A",10,2009,"Pneumatique",2882
"1727TR2882","Avenue du Pic Saint Loup",50,"1867",40102,40108,"Mende-Hortus",20,23,74,"#N/A",10,2009,"Pneumatique",2882
"1727TR2954","Avenue du Pic Saint Loup",50,"1830",40060,40066,"Baumel-Dubedout",580,1050,6715,"#N/A",9,2009,"Pneumatique",2954
"1727TR2954","Avenue du Pic Saint Loup",50,"1829",40060,40066,"Dubedout-Baumel",701,572,5965,"#N/A",9,2009,"Pneumatique",2954
"1727TR2882","Avenue du Pic Saint Loup",50,"1403",39487,39493,"Mende-Hortus",6,10,60,"#N/A",2,2008,"Pneumatique",2882
"1727TR2882","Avenue du Pic Saint Loup",50,"1404",39487,39493,"Hortus-Mende",7,11,65,"#N/A",2,2008,"Pneumatique",2882
"1727TR2882","Avenue du Pic Saint Loup",50,"1405",39487,39493,"Mende-Hortus",33,15,86,"#N/A",2,2008,"Pneumatique",2882
"1727TR2882","Avenue du Pic Saint Loup",50,"1402",39487,39493,"Hortus-Mende",30,13,90,"#N/A",2,2008,"Pneumatique",2882
"1727TR2891","Avenue du Pic Saint Loup",50,"1305",39367,39373,"Baumel-Dubedout",332,414,3221,"R.A.S",10,2007,"Pneumatique",2891
"1727TR2891","Avenue du Pic Saint Loup",50,"1306",39367,39373,"Dubedout-Baumel",316,313,2779,"R.A.S",10,2007,"Pneumatique",2891
"1727TR2954","Avenue du Pic Saint Loup",50,"1304",39367,39373,"Dubedout-Baumel",913,720,6962,"R.A.S",10,2007,"Pneumatique",2954
"1727TR2954","Avenue du Pic Saint Loup",50,"1303",39367,39373,"Baumel-Dubedout",760,1085,7128,"R.A.S",10,2007,"Pneumatique",2954
"1727TR","Avenue du Pic Saint Loup",50,"1017",38807,38813,"Loup-Lyre",820,1022,6421,"#N/A",3,2006,"Pneumatique",0
"1727TR2943","Avenue du Pic Saint Loup",50,"1013",38807,38813,"Moulins-Dubedout",584,552,5016,"#N/A",3,2006,"Pneumatique",2943
"1727TR2950","Avenue du Pic Saint Loup",50,"1016",38807,38813,"Loup-Dubedout",233,254,1623,"#N/A",3,2006,"Pneumatique",2950
"1727TR2950","Avenue du Pic Saint Loup",50,"781",38412,38418,"Loup-Lyre",579,826,5464,"#N/A",3,2005,"Pneumatique",2950
"1727TR2943","Avenue du Pic Saint Loup",50,"778",38387,38393,"Moulins-Dubedout",588,443,3288,"#N/A",2,2005,"Pneumatique",2943
"1727TR2950","Avenue du Pic Saint Loup",50,"776",38387,38393,"Loup-Dubedout",240,230,1843,"#N/A",2,2005,"Pneumatique",2950
"1699TR4183","Avenue du Père Soulas",9999,"CT34_2011-03-21.xls",40623,40629,"Ventre-Rimet",84,78,850,,3,2011,"Regulation",4183
"1699TR","Avenue du Père Soulas",50,"1083",38877,38883,"Moulins-Soulas",148,142,1331,"#N/A",6,2006,"Pneumatique",0
"1699TR4384","Avenue du Père Soulas",50,"795",38426,38432,"Bollardiere-Chateau",787,856,7828,"#N/A",3,2005,"Pneumatique",4384
"1699TR4384","Avenue du Père Soulas",50,"796",38426,38432,"Chateau-Bollardiere",719,713,6994,"#N/A",3,2005,"Pneumatique",4384
"1699TR4359","Avenue du Père Soulas",50,"211",35752,35758,"Ventre-Moulins",472,629,4656,"#N/A",11,1997,"Pneumatique",4359
"1699TR4365","Avenue du Père Soulas",50,"210",35763,35769,"Moulins-Ventre",720,758,8152,"#N/A",11,1997,"Pneumatique",4365
"2984TR1286","Avenue du Mondial 98",9999,"CT81_2011-03-21.xls",40623,40629,"Manuguerra-Granier",222,286,2609,,3,2011,"Regulation",1286
"2984TR1286","Avenue du Mondial 98",50,"650",37930,37936,"Granier-Odysseum",966,1030,7162,"#N/A",11,2003,"Pneumatique",1286
"2984TR1286","Avenue du Mondial 98",50,"651",37930,37936,"Odysseum-Granier",368,674,5015,"#N/A",11,2003,"Pneumatique",1286
"2984TR238","Avenue du Mondial 98",50,"562",37635,37641,"Odysseum-Galois",842,710,6779,"#N/A",1,2003,"Pneumatique",238
"2984TR238","Avenue du Mondial 98",50,"566",37635,37641,"Manuguerra-Odysseum",787,601,5903,"#N/A",1,2003,"Pneumatique",238
"2984TR238","Avenue du Mondial 98",50,"561",37637,37643,"Galois-Odysseum",548,797,6643,"#N/A",1,2003,"Pneumatique",238
"2984TR238","Avenue du Mondial 98",50,"567",37635,37641,"Odysseum-Manuguerra",423,670,5300,"#N/A",1,2003,"Pneumatique",238
"1473TR1393","Avenue du Mas Argelliers",50,"96",35468,35474,"Saporta-Montels",627,766,7317,"#N/A",2,1997,"Pneumatique",1393
"1446TR6272","Avenue du Maréchal Leclerc",50,"1598",39781,39787,"Razeteur-Palavas",78,127,928,"#N/A",11,2008,"Pneumatique",6272
"1446TR5925","Avenue du Maréchal Leclerc",50,"1597",39781,39787,"Dubout-Palavas",225,261,2324,"#N/A",11,2008,"Pneumatique",5925
"1446TR6185","Avenue du Maréchal Leclerc",50,"1596",39781,39787,"Pavalas-Dubout",341,470,3443,"#N/A",11,2008,"Pneumatique",6185
"1446TR5907","Avenue du Maréchal Leclerc",50,"1292",39337,39343,"Palavas-Dubout",446,358,2485,"R.A.S",9,2007,"Pneumatique",5907
"1446TR6185","Avenue du Maréchal Leclerc",50,"705",38116,38122,"Palavas-Dubout",504,574,3764,"#N/A",5,2004,"Pneumatique",6185
"1446TR6272","Avenue du Maréchal Leclerc",50,"703",38116,38122,"Palavas-Dubout",394,495,3236,"#N/A",5,2004,"Pneumatique",6272
"1446TR6272","Avenue du Maréchal Leclerc",50,"702",38116,38122,"Dubout-Palavas",229,279,2164,"#N/A",5,2004,"Pneumatique",6272
"1446TR6185","Avenue du Maréchal Leclerc",50,"704",38116,38122,"Dubout-Palavas",117,155,1172,"#N/A",5,2004,"Pneumatique",6185
"1445TR1401","Avenue du Marché Gare",50,"2040",40324,40330,"Pierre-Argelier",426,428,4259,"#N/A",5,2010,"Magnétique",1401
"1445TR1401","Avenue du Marché Gare",50,"2041",40324,40330,"Argelier-Pierre",568,797,6158,"#N/A",5,2010,"Magnétique",1401
"1445TR1414","Avenue du Marché Gare",50,"95",35468,35474,"Industrie-Argelliers",291,376,2381,"#N/A",2,1997,"Pneumatique",1414
"1445TR1414","Avenue du Marché Gare",50,"94",35468,35474,"Industrie-Montels",104,120,879,"#N/A",2,1997,"Pneumatique",1414
"1445TR1401","Avenue du Marché Gare",50,"47",35329,35335,"Bringaud-Montels",461,539,4230,"#N/A",9,1996,"Pneumatique",1401
"1445TR1401","Avenue du Marché Gare",50,"48",35329,35335,"Montels-Bringaud",538,660,5019,"#N/A",9,1996,"Pneumatique",1401
"1429TR3161","Avenue du Major Flandre",50,"1510",39703,39709,"Domitienne-Justice",114,167,1305,"#N/A",9,2008,"Pneumatique",3161
"1429TR3161","Avenue du Major Flandre",50,"1509",39703,39709,"Justice-Domitienne",130,117,1142,"#N/A",9,2008,"Pneumatique",3161
"1429TR3160","Avenue du Major Flandre",50,"1508",39703,39709,"Domitienne-Justice",152,186,1459,"#N/A",9,2008,"Pneumatique",3160
"1429TR3160","Avenue du Major Flandre",50,"1507",39703,39709,"Justice-Domitienne",119,136,1275,"#N/A",9,2008,"Pneumatique",3160
"1429TR3166","Avenue du Major Flandre",50,"791",38426,38432,"Domitienne-Justice",125,140,1284,"#N/A",3,2005,"Pneumatique",3166
"1429TR3166","Avenue du Major Flandre",50,"790",38426,38432,"Justice-Domitienne",124,139,1277,"#N/A",3,2005,"Pneumatique",3166
"1354TR2626","Avenue du Lauragais",50,"1767",39946,39952,"Poitiers-Biterrois",331,496,3096,"#N/A",5,2009,"Pneumatique",2626
"1354TR2614","Avenue du Lauragais",50,"559",37596,37602,"Poitier-Badie",240,217,2187,"#N/A",12,2002,"Pneumatique",2614
"1354TR2614","Avenue du Lauragais",50,"560",37596,37602,"Badie-Poitier",412,550,4000,"#N/A",12,2002,"Pneumatique",2614
"1354TR2626","Avenue du Lauragais",50,"558",37596,37602,"Poitier-Badie",267,404,1796,"#N/A",12,2002,"Pneumatique",2626
"917TR2938","Avenue du Doyen Turchini",50,"1014",38807,38813,"Lyre-Ganges",1479,1388,16128,"#N/A",3,2006,"Pneumatique",2938
"917TR2938","Avenue du Doyen Turchini",50,"780",38387,38393,"Lyre-Turchini",412,332,3465,"#N/A",2,2005,"Pneumatique",2938
"917TR2938","Avenue du Doyen Turchini",50,"779",38387,38393,"Lyre-Turchini",1582,1121,10469,"#N/A",2,2005,"Pneumatique",2938
"905TR3272","Avenue du Docteur Pezet",9999,"CT23_2011-03-21.xls",40623,40629,"Dunant-Mende",135,105,1193,,3,2011,"Regulation",3272
"905TR3254","Avenue du Docteur Pezet",50,"394",36697,36703,"Martin-Domitienne",327,345,3755,"#N/A",6,2000,"Pneumatique",3254
"821TR2701","Avenue du Comté de Nice",50,"2052",40338,40344,"Italie-Naples",98,139,1250,"#N/A",6,2010,"Pneumatique",2701
"821TR2701","Avenue du Comté de Nice",50,"2051",40338,40344,"Naples-Italie",142,131,1166,"#N/A",6,2010,"Pneumatique",2701
"821TR6437","Avenue du Comté de Nice",50,"1724",39885,39891,"Italie-Naples",80,143,1118,"#N/A",3,2009,"Pneumatique",6437
"821TR6437","Avenue du Comté de Nice",50,"1723",39885,39891,"Naples-Italie",97,78,868,"#N/A",3,2009,"Pneumatique",6437
"821TR2770","Avenue du Comté de Nice",50,"1726",39885,39891,"Naples-Italie",37,27,280,"#N/A",3,2009,"Pneumatique",2770
"821TR2770","Avenue du Comté de Nice",50,"1725",39885,39891,"Italie-Naples",44,55,432,"#N/A",3,2009,"Pneumatique",2770
"821TR2701","Avenue du Comté de Nice",50,"1654",39826,39832,"Naples-Italie",105,93,917,"#N/A",1,2009,"Pneumatique",2701
"821TR2701","Avenue du Comté de Nice",50,"1653",39826,39832,"Italie-Naples",85,151,1121,"#N/A",1,2009,"Pneumatique",2701
"821TR2701","Avenue du Comté de Nice",50,"1412",39518,39524,"Naples-Italie",89,90,863,"#N/A",3,2008,"Pneumatique",2701
"821TR2701","Avenue du Comté de Nice",50,"1411",39518,39524,"Italie-Naples",85,146,1012,"#N/A",3,2008,"Pneumatique",2701
"821TR2701","Avenue du Comté de Nice",50,"680",38042,38048,"Corse-Italie",120,223,1155,"#N/A",2,2004,"Pneumatique",2701
"821TR2701","Avenue du Comté de Nice",50,"679",38042,38048,"Italie-Corse",102,383,1387,"#N/A",2,2004,"Pneumatique",2701
"821TR2701","Avenue du Comté de Nice",50,"459",37041,37047,"Italie-Baleares",68,128,695,"Compteur défectueux",5,2001,"Pneumatique",2701
"821TR2701","Avenue du Comté de Nice",50,"460",37041,37047,"Baleares-Italie",81,61,384,"Tube coupé",5,2001,"Pneumatique",2701
"821TR2770","Avenue du Comté de Nice",50,"40",35297,35303,"Vaccares-Italie",30,34,334,"#N/A",8,1996,"Pneumatique",2770
"821TR2770","Avenue du Comté de Nice",50,"39",35297,35303,"Italie-Vaccares",52,51,539,"#N/A",8,1996,"Pneumatique",2770
"809TR6004","Avenue du Colonnel Pavelet",9999,"CT83_2011-03-21.xls",40623,40629,"Valéry-Cholet",1029,797,7749,,3,2011,"Regulation",6004
"809TR6004","Avenue du Colonel Pavelet",50,"1577",39772,39778,"Flandres-Angoulème",28,22,188,"#N/A",11,2008,"Pneumatique",6004
"809TR1489","Avenue du Colonel Pavelet",50,"1586",39772,39778,"Flandres-Alamein",1079,991,9754,"#N/A",11,2008,"Pneumatique",1489
"809TR1489","Avenue du Colonel Pavelet",50,"1587",39772,39778,"Alamein-flandres",852,952,9768,"#N/A",11,2008,"Pneumatique",1489
"809TR1441","Avenue du Colonel Pavelet",50,"1582",39772,39778,"Flandres-Alamein",1155,1055,12302,"#N/A",11,2008,"Pneumatique",1441
"809TR6004","Avenue du Colonel Pavelet",50,"1576",39772,39778,"Flandres-Alamein",886,690,7313,"#N/A",11,2008,"Pneumatique",6004
"809TR1459","Avenue du Colonel Pavelet",50,"1580",39772,39778,"Alamien-Flandres",502,601,6372,"#N/A",11,2008,"Pneumatique",1459
"809TR1459","Avenue du Colonel Pavelet",50,"1579",39772,39778,"Alamien-Nouguier",30,97,134,"#N/A",11,2008,"Pneumatique",1459
"809TR1488","Avenue du Colonel Pavelet",50,"1584",39772,39778,"Alamein-flandres",735,739,2712,"#N/A",11,2008,"Pneumatique",1488
"809TR6004","Avenue du Colonel Pavelet",50,"891",38644,38650,"Alamen-Dunquerque",999,1176,9176,"Tube coupé",10,2005,"Pneumatique",6004
"809TR6004","Avenue du Colonel Pavelet",50,"890",38644,38650,"Alamen-Dunquerque",1010,1278,11592,"#N/A",10,2005,"Pneumatique",6004
"809TR6004","Avenue du Colonel Pavelet",50,"889",38637,38643,"Alamen-Dunquerque",936,1053,12214,"#N/A",10,2005,"Pneumatique",6004
"809TR6004","Avenue du Colonel Pavelet",50,"887",38637,38643,"Alamen-Dunquerque",937,1077,12331,"#N/A",10,2005,"Pneumatique",6004
"809TR6004","Avenue du Colonel Pavelet",50,"886",38637,38643,"Dunquerque-Alamen",1104,1059,13694,"#N/A",10,2005,"Pneumatique",6004
"809TR6004","Avenue du Colonel Pavelet",50,"888",38637,38643,"Dunquerque-Alamen",1104,1059,13696,"#N/A",10,2005,"Pneumatique",6004
"809TR1488","Avenue du Colonel Pavelet",50,"236",35907,35913,"Dunkerque-Castelle",1172,1197,15118,"#N/A",4,1998,"Pneumatique",1488
"809TR1488","Avenue du Colonel Pavelet",50,"235",35907,35913,"Castelle-Dunkerque",1122,1220,14217,"#N/A",4,1998,"Pneumatique",1488
"809TR1488","Avenue du Colonel Pavelet",50,"217",35808,35814,"Dunkerque-Castelle",1145,1162,13205,"#N/A",1,1998,"Pneumatique",1488
"809TR1488","Avenue du Colonel Pavelet",50,"216",35808,35814,"Castelle-Dunkerque",970,1030,11382,"#N/A",1,1998,"Pneumatique",1488
"757TR3461","Avenue du Château d'O",50,"1621",39792,39798,"Soulas-Château",27,43,315,"#N/A",12,2008,"Pneumatique",3461
"757TR3461","Avenue du Château d'O",50,"1622",39792,39798,"Château-Soulas",454,319,1485,"#N/A",12,2008,"Pneumatique",3461
"757TR3467","Avenue du Château d'O",50,"554",37589,37595,"Berard-Soulas",36,45,304,"#N/A",11,2002,"Pneumatique",3467
"757TR3467","Avenue du Château d'O",50,"555",37589,37595,"Soulas-Berard",275,298,1163,"#N/A",11,2002,"Pneumatique",3467
"594TR2612","Avenue du Biterrois",30,"1765",39946,39952,"Poitiers-Lauragais",248,262,1956,"#N/A",5,2009,"Pneumatique",2612
"594TR2612","Avenue du Biterrois",30,"1766",39946,39952,"Lauragais-Poitiers",316,281,2887,"#N/A",5,2009,"Pneumatique",2612
"594TR2625","Avenue du Biterrois",50,"1036",38821,38827,"Poitier-Lauragais",50,20,146,"#N/A",4,2006,"Pneumatique",2625
"594TR2625","Avenue du Biterrois",50,"1037",38821,38827,"Lauragais-Poitier",166,146,1318,"#N/A",4,2006,"Pneumatique",2625
"1616TR3418","Avenue d'Occitanie",50,"988",38793,38799,"Espinouse-Ganges",200,112,668,"#N/A",3,2006,"Pneumatique",3418
"1616TR3418","Avenue d'Occitanie",50,"989",38793,38799,"Ganges-Espinouse",107,130,656,"#N/A",3,2006,"Pneumatique",3418
"1616TR3418","Avenue d'Occitanie",50,"175",35598,35604,"Esperou-Ganges",133,182,1016,"#N/A",6,1997,"Pneumatique",3418
"1801TR5983","Avenue des Prés d'Arènes",50,"465",37056,37062,"Abrivado-Liberte",1167,1194,13873,"#N/A",6,2001,"Pneumatique",5983
"1801TR5983","Avenue des Prés d'Arènes",50,"145",35567,35573,"Abrivados-Liberte",768,1020,9121,"#N/A",5,1997,"Pneumatique",5983
"1801TR5971","Avenue des Prés d'Arènes",50,"130",35546,35552,"Abrivados-Liberte",570,1020,9121,"#N/A",4,1997,"Pneumatique",5971
"1568TR6387","Avenue des Moulins",9999,"CT13_2011-03-21.xls",40623,40629,"Hemingway-Saint-Prie",376,363,4313,,3,2011,"Regulation",6387
"1568TR3429","Avenue des Moulins",9999,"CT14_2011-03-21.xls",40623,40629,"Saint-Priest-Cardoni",479,449,5139,,3,2011,"Regulation",3429
"1568TR2440","Avenue des Moulins",50,"2059",40338,40344,"Guernica-Lodève",166,266,1976,"#N/A",6,2010,"Pneumatique",2440
"1568TR2440","Avenue des Moulins",50,"2060",40338,40344,"Lodève-Guernica",153,126,1123,"#N/A",6,2010,"Pneumatique",2440
"1568TR3423","Avenue des Moulins",50,"998",38798,38804,"Château-Lavit",214,167,1404,"#N/A",3,2006,"Pneumatique",3423
"1568TR2930","Avenue des Moulins",50,"1001",38798,38804,"Lyre-Château",1479,1388,16128,"#N/A",3,2006,"Pneumatique",2930
"1568TR2930","Avenue des Moulins",50,"1002",38798,38804,"Impasse-Moulins",2,4,3,"#N/A",3,2006,"Pneumatique",2930
"1568TR3424","Avenue des Moulins",50,"992",38798,38804,"Château-Lyre",1228,1457,15892,"#N/A",3,2006,"Pneumatique",3424
"1568TR3424","Avenue des Moulins",50,"993",38798,38804,"Navacelles-Château",328,524,1999,"#N/A",3,2006,"Pneumatique",3424
"1568TR3423","Avenue des Moulins",50,"994",38798,38804,"Lyre-Château",1624,1531,17127,"#N/A",3,2006,"Pneumatique",3423
"1568TR3423","Avenue des Moulins",50,"997",38798,38804,"Château-Lyre",1145,1603,14453,"#N/A",3,2006,"Pneumatique",3423
"1568TR6525","Avenue des Moulins",50,"376",36626,36632,"Alco-Lodeve",1541,809,11179,"#N/A",4,2000,"Pneumatique",6525
"1568TR6525","Avenue des Moulins",50,"377",36626,36632,"Lodeve-Alco",1348,886,8826,"#N/A",4,2000,"Pneumatique",6525
"1116TR2247","Avenue des Garrats",50,"1428",39536,39542,"Garrats-Recambale",1573,1550,19437,"#N/A",3,2008,"Pneumatique",2247
"990TR6096","Avenue des Etats du Languedoc",50,"775",38370,38376,"Juvenal-Michelet",318,240,2150,"#N/A",1,2005,"Pneumatique",6096
"990TR6096","Avenue des Etats du Languedoc",50,"773",38370,38376,"Juvenal-Olympie",366,338,3138,"#N/A",1,2005,"Pneumatique",6096
"990TR6127","Avenue des Etats du Languedoc",50,"365",36601,36607,"Comedie-Olympie",420,510,5503,"#N/A",3,2000,"Pneumatique",6127
"990TR6096","Avenue des Etats du Languedoc",50,"123",35509,35515,"Olympie-Juvenal",396,700,6404,"#N/A",3,1997,"Pneumatique",6096
"990TR6096","Avenue des Etats du Languedoc",50,"122",35509,35515,"Juvenal-Olympie",338,253,2993,"#N/A",3,1997,"Pneumatique",6096
"490TR2792","Avenue des Apothicaires",50,"1670",39834,39840,"Croix Verte-Puech Villa",999,952,7801,"#N/A",1,2009,"Pneumatique",2792
"490TR2792","Avenue des Apothicaires",50,"1669",39834,39840,"Puech Villa-Croix Verte",948,1023,8117,"#N/A",1,2009,"Pneumatique",2792
"490TR2814","Avenue des Apothicaires",50,"1097",38891,38897,"Ganges-Puech",829,729,6966,"#N/A",6,2006,"Pneumatique",2814
"490TR2788","Avenue des Apothicaires",50,"1090",38891,38897,"Puech-Ganges",811,690,6395,"#N/A",6,2006,"Pneumatique",2788
"490TR2788","Avenue des Apothicaires",50,"1091",38891,38897,"Ganges-Puech",603,758,2673,"Tube coupé",6,2006,"Pneumatique",2788
"490TR2792","Avenue des Apothicaires",50,"1094",38891,38897,"Ganges-Puech",1047,1092,8811,"#N/A",6,2006,"Pneumatique",2792
"490TR2814","Avenue des Apothicaires",50,"1098",38891,38897,"Puech-Ganges",833,967,7732,"#N/A",6,2006,"Pneumatique",2814
"3001TR1415","Avenue d'El Alamein",50,"1589",39772,39778,"Bret-Pavelet",915,951,2810,"#N/A",11,2008,"Pneumatique",1415
"3001TR1415","Avenue d'El Alamein",50,"1588",39772,39778,"Pavelet-Bret",877,935,2799,"#N/A",11,2008,"Pneumatique",1415
"2139TR1474","Avenue de Villeneuve-Angoulème",50,"1581",39772,39778,"Angoulème-Nouguier",94,154,1053,"#N/A",11,2008,"Pneumatique",1474
"2139TR1625","Avenue de Villeneuve-Angoulème",50,"1168",39057,39063,"Verdier-Pavelet",187,268,1964,"#N/A",12,2006,"Pneumatique",1625
"2139TR5701","Avenue de Villeneuve-Angoulème",50,"730",38154,38160,"Verdier-Liberté",813,526,5408,"#N/A",6,2004,"Pneumatique",5701
