Identifiant Observation,Ordre Observation,Nom Sélectionné,Numéro Nomenclatural Nom Selectionné,Nom Retenu,Numéro Nomenclatural Nom Retenu,Numéro Taxonomique,Famille,Référentiel Taxonomique,Code Insee,Commune,Lieu-Dit,Station,Milieu,Latitude,Longitude,Référentiel Géographique,Date Observation,Mots Clés,Commentaires,Date Création,Date Modification,Date Transmission
745159,1810,Magnolia grandiflora L.,40664,Magnolia grandiflora L.,40664,3798,Magnoliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-05-02 00:00:00,plantnet,,2012-05-03 13:45:15,2012-05-03 13:50:41,2012-05-03 13:50:41
745161,1811,Pistacia lentiscus L.,49751,Pistacia lentiscus L.,49751,55,Anacardiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-04-29 00:00:00,plantnet,,2012-05-03 13:45:36,2012-05-03 13:50:41,2012-05-03 13:50:41
745164,1812,Pittosporum tobira (Thunb.) W.T.Aiton,49807,Pittosporum tobira (Thunb.) W.T.Aiton,49807,4074,Pittosporaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-05-02 00:00:00,plantnet,,2012-05-03 13:46:00,2012-05-03 13:50:41,2012-05-03 13:50:41
745165,1813,Platanus x hispanica Mill. ex Münchh.,50147,Platanus x hispanica Mill. ex Münchh.,50147,4109,Platanaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-05-02 00:00:00,plantnet,,2012-05-03 13:46:18,2012-05-03 13:50:41,2012-05-03 13:50:41
745166,1814,Rhus typhina L.,56081,Rhus typhina L.,56081,13798,Anacardiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-05-02 00:00:00,plantnet,,2012-05-03 13:46:30,2012-05-03 13:50:41,2012-05-03 13:50:41
745167,1815,Robinia pseudoacacia L.,56245,Robinia pseudoacacia L.,56245,3124,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-05-02 00:00:00,plantnet,,2012-05-03 13:46:46,2012-05-03 13:50:41,2012-05-03 13:50:41
745168,1816,Ulmus minor Mill.,70296,Ulmus minor Mill.,70296,14872,Ulmaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-04-29 00:00:00,plantnet,,2012-05-03 13:47:05,2012-05-03 13:50:41,2012-05-03 13:50:41
745169,1817,Viburnum tinus L.,71463,Viburnum tinus L.,71463,1973,Adoxaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-04-29 00:00:00,plantnet,,2012-05-03 13:47:28,2012-05-03 13:50:41,2012-05-03 13:50:41
745170,1818,Viburnum tinus L.,71463,Viburnum tinus L.,71463,1973,Adoxaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-04-29 00:00:00,plantnet,,2012-05-03 13:47:46,2012-05-03 13:50:41,2012-05-03 13:50:41
745172,1819,Vitex agnus-castus L.,72745,Vitex agnus-castus L.,72745,5714,Lamiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-05-02 00:00:00,plantnet,,2012-05-03 13:48:15,2012-05-03 13:50:41,2012-05-03 13:50:41
748506,91,Tordylium apulum L.,68535,Tordylium apulum L.,68535,305,Apiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Bd Jacques Fabre de Morlhon,,,,,,2012-05-09 00:00:00,sensible,plusieurs pieds en fleur ( moins de 10 ),2012-05-14 01:12:22,2012-05-14 01:12:57,2012-05-14 01:12:57
750525,529,Campanula erinus L.,12444,Campanula erinus L.,12444,1875,Campanulaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Hôpital St Eloi,Proximité de la station de tramway,Dallage,"43,62912","3,86706",WGS84,2012-05-15 00:00:00,,,2012-05-19 23:29:14,2012-05-19 23:29:18,2012-05-19 23:29:18
751594,5,Nymphaea L.,86876,Nymphaea L.,86876,35831,Nymphaeaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Jardin des plantes,,,"43,61439","3,87113",WGS84,2012-05-15 00:00:00,"WidgetSaisie,Projets coopératifs",Dans la mare des l'observatoire du jardin des plantes de Montpellier,2012-05-24 09:45:55,2012-05-24 09:45:55,2012-05-24 09:45:55
751595,6,Nymphaea L.,86876,Nymphaea L.,86876,35831,Nymphaeaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Jardin des plantes,,,"43,61439","3,87113",WGS84,2012-05-15 00:00:00,"WidgetSaisie,Projets coopératifs",Dans la mare des l'observatoire du jardin des plantes de Montpellier,2012-05-24 09:45:55,2012-05-24 09:45:55,2012-05-24 09:45:55
751596,7,Nymphaea L.,86876,Nymphaea L.,86876,35831,Nymphaeaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Jardin des plantes,,,"43,61439","3,87113",WGS84,2012-05-15 00:00:00,"WidgetSaisie,Projets coopératifs",Dans la mare des l'observatoire du jardin des plantes de Montpellier,2012-05-24 09:45:55,2012-05-24 09:45:55,2012-05-24 09:45:55
751755,1820,Celtis australis L.,14954,Celtis australis L.,14954,5634,Cannabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-05-05 00:00:00,,,2012-05-24 18:49:09,2012-05-24 18:49:34,2012-05-24 18:49:34
751756,1821,Diospyros kaki L.f.,22549,Diospyros kaki L.f.,22549,2631,Ebenaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,,,,,,2012-05-24 00:00:00,,,2012-05-24 18:49:27,2012-05-24 18:49:34,2012-05-24 18:49:34
752006,1,Erigeron annuus (L.) Desf.,24864,Erigeron annuus (L.) Desf.,24864,9945,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Pelouse,"43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752007,2,Oxalis corniculata L.,47119,Oxalis corniculata L.,47119,4010,Oxalidaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Fissures,Mur","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752008,3,Veronica persica Poir.,71290,Veronica persica Poir.,71290,5522,Plantaginaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Fissures,Mur","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752009,4,Hedera helix L.,30892,Hedera helix L.,30892,329,Araliaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Mur,"43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752010,5,Sagina apetala Ard.,59056,Sagina apetala Ard.,59056,2161,Caryophyllaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Fissures,"43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752011,6,Asparagus acutifolius L.,7214,Asparagus acutifolius L.,7214,6269,Asparagaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Haie,"43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752012,7,Fumaria capreolata L.,75465,Fumaria capreolata L.,75465,30457,Papaveraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Pelouse,"43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752013,8,Fumaria officinalis L.,28525,Fumaria officinalis L.,28525,3314,Papaveraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Pelouse,Plate bande","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752014,9,Piptatherum miliaceum (L.) Coss.,49724,Piptatherum miliaceum (L.) Coss.,49724,7069,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Haie,Pelouse","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752015,10,Convolvulus arvensis L.,75060,Convolvulus arvensis L.,75060,30052,Convolvulaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Haie,Pelouse","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752016,11,Bromus hordeaceus L.,10780,Bromus hordeaceus L.,10780,6698,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Pelouse,Plate bande","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752017,12,Torilis japonica (Houtt.) DC.,68580,Torilis japonica (Houtt.) DC.,68580,312,Apiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Pelouse,Plate bande","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752018,13,Plantago lanceolata L.,49948,Plantago lanceolata L.,49948,4094,Plantaginaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Fissures,Haie,Mur,Pelouse,Pied d'arbre,Plate bande","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752019,14,Euphorbia peplus L.,25996,Euphorbia peplus L.,25996,7570,Euphorbiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Fissures,Haie,Plate bande","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752020,15,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,70381,Urospermum dalechampii (L.) Scop. ex F.W.Schmidt,70381,1286,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Haie,Pelouse,Pied d'arbre","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752021,16,Geranium robertianum subsp. robertianum,30049,Geranium robertianum subsp. robertianum,30049,10265,Geraniaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Fissures,Mur,Pied d'arbre","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752022,17,Malva sylvestris L.,40893,Malva sylvestris L.,40893,3831,Malvaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Haie,Pelouse,Pied d'arbre,Plate bande","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752023,18,Foeniculum vulgare Mill.,27986,Foeniculum vulgare Mill.,27986,180,Apiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Haie,Plate bande","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752024,19,Lolium perenne L.,39692,Lolium perenne L.,39692,6983,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes","Haie,Pelouse,Pied d'arbre,Plate bande","43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752025,20,Sonchus oleraceus L.,65205,Sonchus oleraceus L.,65205,1232,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Val de Montferrand,"43.63437,3.87319;43.63734,3.87367;2cotes",Pied d'arbre,"43,63834","3,8736",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-25 17:47:27,2012-05-25 17:47:27,2012-05-25 17:47:27
752419,21,Oxalis corniculata L.,47119,Oxalis corniculata L.,47119,4010,Oxalidaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Fissures,Mur","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752420,22,Fumaria capreolata L.,75465,Fumaria capreolata L.,75465,30457,Papaveraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes",Haie,"43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752421,23,Setaria verticillata (L.) P.Beauv.,63668,Setaria verticillata (L.) P.Beauv.,63668,7137,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Pied d'arbre,Plate bande","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752422,24,Mercurialis annua L.,42320,Mercurialis annua L.,42320,2751,Euphorbiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Fissures,Pelouse","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752423,25,Erodium cicutarium (L.) L'Hér.,25064,Erodium cicutarium (L.) L'Hér.,25064,9954,Geraniaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Fissures,Pelouse,Pied d'arbre","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752424,26,Bromus hordeaceus L.,10780,Bromus hordeaceus L.,10780,6698,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes",Haie,"43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752425,27,Sanguisorba minor Scop.,60289,Sanguisorba minor Scop.,60289,4976,Rosaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Fissures,Haie","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752426,28,Lolium perenne L.,39692,Lolium perenne L.,39692,6983,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Haie,Pelouse","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752427,29,Campanula div. sp.,85754,Campanula,85754,34714,Campanulacea,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes",Haie,"43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752428,30,Verbena officinalis L.,71022,Verbena officinalis L.,71022,5710,Verbenaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes",Haie,"43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752429,31,Amaranthus retroflexus L.,4009,Amaranthus retroflexus L.,4009,49,Amaranthaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes",Haie,"43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752430,32,Diplotaxis erucoides (L.) DC.,75095,Diplotaxis erucoides (L.) DC.,75095,30087,Brassicaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Haie,Pied d'arbre","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752431,33,Plantago lanceolata L.,49948,Plantago lanceolata L.,49948,4094,Plantaginaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Haie,Pied d'arbre","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752432,34,Sherardia arvensis L.,63722,Sherardia arvensis L.,63722,14514,Rubiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes",Haie,"43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752433,35,Cirsium vulgare (Savi) Ten.,17870,Cirsium vulgare (Savi) Ten.,17870,691,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Haie,Pelouse","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752434,36,Achillea millefolium L.,365,Achillea millefolium L.,365,8527,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Haie,Pelouse,Pied d'arbre","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752435,37,Artemisia annua L.,6765,Artemisia annua L.,6765,430,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Haie,Pelouse","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Projets coopératifs,Sauvages",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752436,38,Malva sylvestris L.,40893,Malva sylvestris L.,40893,3831,Malvaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes",Pied d'arbre,"43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752437,39,Silene vulgaris (Moench) Garcke,64419,Silene vulgaris (Moench) Garcke,64419,14537,Caryophyllaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes",Haie,"43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752438,40,Vicia sepium L.,71787,Vicia sepium L.,71787,3266,Fabaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Haie,Pelouse","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
752439,41,Rumex crispus L.,58698,Rumex crispus L.,58698,4262,Polygonaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.63737,3.87459;2cotes","Haie,Pelouse","43,63733","3,87412",WGS84,2012-05-24 00:00:00,"Sauvages,Projets coopératifs",,2012-05-28 11:14:39,2012-05-28 11:14:39,2012-05-28 11:14:39
754453,25,Duchesnea indica (Andrews) Focke,23328,Duchesnea indica (Andrews) Focke,23328,4738,Rosaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,,Jardin des plantes,Zone boisée et broussailleuse,,,,2012-05-31 00:00:00,null,En fruit,2012-05-31 21:48:57,2012-05-31 21:51:27,2012-05-31 21:49:07
756013,1,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",75081,"Cymbalaria muralis P.Gaertn., B.Mey. & Scherb.",75081,30073,Plantaginaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.62009,3.85361;2cotes",Mur,"43,62009","3,85261",WGS84,2012-05-14 00:00:00,"Projets coopératifs,Sauvages","observation sur tout le mur qui longe l'Inra, pas de n°",2012-06-04 22:16:47,2012-06-04 22:16:47,2012-06-04 22:16:47
756014,2,Fumaria capreolata L.,75465,Fumaria capreolata L.,75465,30457,Papaveraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.62199,3.86031;2cotes",Fissures,"43,62199","3,85931",WGS84,2012-05-14 00:00:00,"Projets coopératifs,Sauvages","observation le long de faculté de pharmacie, un seul coté, pas de n° sur la rue",2012-06-04 22:22:27,2012-06-04 22:22:27,2012-06-04 22:22:27
758855,64,Bromus catharticus Vahl,10623,Bromus catharticus Vahl,10623,6687,Poaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,bord Verdanson,,ripisylve,"43,624","3,85524",WGS84,2012-05-18 00:00:00,"WidgetSaisie,Projets coopératifs",,2012-06-14 09:19:13,2012-06-14 09:19:13,2012-06-14 09:19:13
762678,1,Parietaria judaica L.,47921,Parietaria judaica L.,47921,5641,Urticaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Emile Bertin Sans,"43.62834,3.86406;43.62744,3.86636;impair",Mur,"43,62744","3,86536",WGS84,2012-06-14 00:00:00,"Projets coopératifs,Sauvages","Le long du mur de l'hôpital St Eloi, il n'y a pas de n°",2012-06-19 22:06:38,2012-06-19 22:06:38,2012-06-19 22:06:38
762679,2,Cichorium intybus L.,17314,Cichorium intybus L.,17314,661,Asteraceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Rue Henri Mares,"43.62016,3.85433;43.62016,3.85533;impair",Pied d'arbre,"43,62016","3,85433",WGS84,2012-06-04 00:00:00,"Projets coopératifs,Sauvages","Le long du mur de l'Inra, il n'y a pas de n°",2012-06-19 22:18:14,2012-06-19 22:18:14,2012-06-19 22:18:14
763597,1,Asparagus acutifolius L.,7214,Asparagus acutifolius L.,7214,6269,Asparagaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Professeur Louis Ravas,"43.62179,3.84718;43.61850,3.85394;impair",Haie,"43,6185","3,85294",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs",,2012-06-21 22:55:23,2012-06-21 22:55:23,2012-06-21 22:55:23
763598,2,Galium aparine L.,28896,Galium aparine L.,28896,5037,Rubiaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue du Professeur Louis Ravas,"43.62179,3.84718;43.61851,3.85385;impair",Haie,"43,61851","3,85285",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs",,2012-06-21 22:59:26,2012-06-21 22:59:26,2012-06-21 22:59:26
763599,3,Rubus  div. sp.,77191,Rubus,77191,31181,Rosaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Domitienne,"43.62211,3.85950;43.62358,3.86188;impair",Haie,"43,62348","3,8616",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs",haie le long de fac de pharmacie,2012-06-21 23:04:00,2012-06-21 23:04:00,2012-06-21 23:04:00
763600,4,Plantago lanceolata L.,49948,Plantago lanceolata L.,49948,4094,Plantaginaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Rue Henri Mares,"43.62016,3.85433;43.62016,3.85533;impair",Pied d'arbre,"43,62016","3,85433",WGS84,2012-06-20 00:00:00,"Sauvages,Projets coopératifs",haie le long de l'Inra,2012-06-21 23:09:47,2012-06-21 23:09:47,2012-06-21 23:09:47
766012,1,Verbascum sinuatum L.,70972,Verbascum sinuatum L.,70972,5485,Scrophulariaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,non renseigné(e),"43.61077,3.87672;43.62012,3.85429;impair",Pied d'arbre,"43,62012","3,85329",WGS84,2012-06-20 00:00:00,"Projets coopératifs,Sauvages","Ce n'est pas une silène enflée (j'ai été obligée de répondre à cette question alors que ma plante n'est pas dans la liste) mais une MOLENE SINUEE (pied d""arbre du coté du mur del'Inra)",2012-06-28 19:42:42,2012-07-02 11:54:34,2012-06-28 19:42:42
766013,2,Allium roseum L.,3167,Allium roseum L.,3167,6240,Amaryllidaceae,bdtfx:v1.01,INSEE-C:34172,Montpellier,Avenue Domitienne,"43.62211,3.85950;43.62257,3.86139;impair",Pied d'arbre,"43,62257","3,86039",WGS84,2012-06-20 00:00:00,"Projets coopératifs,Sauvages","Ce n'est pas une viperine (j'ai été obligée de répondre à cette question alors que ma plante n'est pas dans la liste) mais un AIL (pied d""arbre du coté du mur de la faculté de pharmacie)",2012-06-28 19:50:55,2012-07-02 09:50:13,2012-06-28 19:50:55
