"REG","uu","dc","nomc","iris","nom","note","A","BCatABC","BCatA","BCatB","BCatC","BCatD","BCatE","AH","AF","AHLt25","AFLt25","AH2549","AF2549","AHGe50","AFGe50","BE","BEH","BEF","BFor6","BFor5","BFor4","BFor3","BFor12","BDur1","BDur2","BDur3","BDur4","BIns1","BIns2","BIns3","BRecu","BQal1","BQal2","BQal3","BQal4","BQal5","Bind","Brmi"
"Code région","Code unité urbaine (agglomération)","Code département / commune","Nom de la commune","Code IRIS","Nom de la zone","Disponibilité (voir documentation)","DEFM toutes catégories","Catégorie A, B ou C","Catégorie A","Catégorie B","Catégorie C","Catégorie D","Catégorie E","Hommes","Femmes","Hommes de moins de 25 ans","Femmes de moins de 25 ans","Hommes de 25 à moins de 50 ans","Femmes de 25 à moins de 50 ans","Hommes de 50 ans et +","Femmes de 50 ans et +","Etrangers","Hommes étrangers","Femmes étrangères","Niveau de formation : Sortie avant troisième","Niveau de formation : CEP SES","Niveau de formation : BEPC BEP CAP","Niveau de formation : Bac, BTn, BT, BP","Niveau de formation : Bac+2 et plus","Durée du chômage : Moins de 6 mois","Durée du chômage : 6 mois à moins d'un an","Durée du chômage : un an à moins de deux ans","Durée du chômage : plus de deux ans","Motif d'inscription : 1ère entrée sur le marché du travail","Motif d'inscription : Licenciement","Motif d'inscription : Fin de CDD","Réinscription depuis moins de 7 mois d’intervalle","Niveau de qualification : Manoeuvres ou ouvriers spécialisés","Niveau de qualification : Ouvriers qualifiés","Niveau de qualification : Employés non qualifiés","Niveau de qualification : Employés qualifiés","Niveau de qualification : Cadres, techniciens, agents de maitrise","Indemnisés","Titulaires du Revenu Minimum d'Insertion ou du revenu de Solidarité active"
"91","34701","34172","Montpellier","2003","SAINT-FRANCOIS",0,514,472,352,63,57,19,23,264,208,34,37,197,150,33,21,75,38,37,46,30,124,109,160,249,72,85,66,12,69,109,168,29,37,91,226,86,267,137
"91","34701","34172","Montpellier","2101","SALAISON",0,213,197,150,22,25,8,8,104,93,23,15,64,65,17,13,26,12,14,18,18,86,26,48,92,29,38,38,10,42,55,73,9,24,39,105,19,128,43
"91","34701","34172","Montpellier","2102","POMPIGNANE",0,160,146,102,20,24,5,9,77,69,11,11,54,45,12,13,16,11,5,8,6,34,37,60,69,31,27,19,7,30,41,45,4,18,14,55,54,94,21
"91","34701","34172","Montpellier","2201","LES AUBES",0,183,160,107,29,24,12,11,81,79,11,13,60,44,10,22,19,9,10,14,6,42,33,65,80,22,29,29,6,26,41,48,10,11,22,74,43,97,36
"91","34701","34172","Montpellier","2202","RIMBAUD",0,235,209,144,29,36,12,14,112,97,15,12,79,69,18,16,26,16,10,13,14,71,36,73,88,29,51,41,6,41,59,61,11,22,41,90,42,117,43
"91","34701","34172","Montpellier","2301","FAC DE PHARMACIE",0,216,194,134,39,21,7,15,105,89,12,14,77,64,16,11,40,29,11,22,6,42,40,83,93,38,36,27,9,40,40,71,14,19,27,90,42,112,47
"91","34701","34172","Montpellier","2302","ECOLE NORMALE",0,210,182,128,31,23,14,14,95,87,10,20,77,58,8,9,20,11,9,8,7,35,37,94,102,34,26,20,13,31,46,46,7,6,27,84,57,110,36
"91","34701","34172","Montpellier","2303","BOUTONNET",0,121,106,84,11,11,7,8,47,59,8,5,28,47,11,7,19,9,10,11,6,16,26,46,50,16,22,18,8,20,26,32,6,8,18,48,25,53,28
"91","34701","34172","Montpellier","2304","SAINTE-ODILE",0,210,185,124,29,32,13,12,82,103,9,13,65,74,8,16,15,8,7,9,5,23,36,111,88,38,31,28,14,32,61,45,8,4,27,82,62,111,28
"91","34701","34172","Montpellier","2305","ARCHIVES DEPARTEMENTAL",0,273,242,174,36,32,9,22,129,113,24,11,96,86,9,16,32,17,15,12,10,42,50,127,112,40,45,45,13,32,57,78,16,14,45,95,69,133,58
"91","34701","34172","Montpellier","2401","NAZARETH",0,302,256,185,28,43,18,28,140,116,18,14,109,85,13,17,34,21,13,10,12,52,54,128,132,50,49,25,12,45,68,67,6,14,31,109,96,150,49
"91","34701","34172","Montpellier","2402","BEAUX ARTS",0,278,247,185,34,28,13,18,131,116,19,14,93,88,19,14,27,12,15,8,13,58,57,110,110,50,40,47,11,36,52,71,8,26,41,100,71,152,56
"91","34701","34172","Montpellier","2403","VERDANSON",0,415,370,261,62,47,19,26,222,148,36,29,167,107,19,12,29,18,11,14,15,83,87,171,208,55,52,55,18,48,117,111,15,28,55,175,97,212,84
"91","34701","34172","Montpellier","2501","PEYROU",0,252,226,164,28,34,13,13,135,91,18,18,103,65,14,8,33,22,11,10,5,55,48,107,120,35,37,34,8,33,56,75,14,21,36,98,56,114,63
"91","34701","34172","Montpellier","2502","URSULINES",0,342,308,233,46,29,13,21,180,128,28,27,141,91,11,10,38,26,12,14,19,65,82,128,155,64,55,34,18,36,96,98,15,23,52,150,68,175,96
"91","34701","34172","Montpellier","2503","PREFECTURE",0,325,292,214,48,30,19,14,154,138,21,18,119,111,14,9,30,22,8,8,12,51,61,158,157,46,45,44,15,42,103,72,5,15,40,132,98,169,73
"91","34701","34172","Montpellier","2504","SAINT-ROCH",0,350,312,227,46,39,20,18,172,140,30,27,124,96,18,17,33,21,12,10,12,74,77,138,163,49,46,54,22,45,90,95,8,32,46,151,72,176,90
"91","34701","34172","Montpellier","2601","GAMBETTA",0,902,815,611,113,91,36,51,540,275,55,54,431,192,54,29,189,143,46,97,63,242,153,256,440,130,132,113,43,91,166,288,98,114,135,319,143,419,259
"91","34701","34172","Montpellier","2602","SAINT-DENIS",0,538,468,326,67,75,36,34,260,208,46,31,186,151,28,26,63,37,26,26,20,107,97,218,235,72,79,82,15,67,123,150,19,46,70,212,121,286,100
"91","34701","34172","Montpellier","2701","NOMBRE D'OR",0,224,202,148,32,22,14,8,91,111,16,23,62,71,13,17,28,11,17,9,10,47,45,89,110,34,32,26,10,43,62,57,5,13,43,92,47,130,32
