"ID_ARC,N,10,0","VOI_NOM,C,80","ACC_OIMP,C,10","ACV_ILAR,N,19,8","ACC_OPAI,C,10","ACV_PLAR,N,19,8","ACC_1I2P,C,21","Shape_LEN,N,19,11","SHAPE_FID,N,9,0"
1190,"Rue Edouard Branly","Non","1,7","Oui",4,"Non_Oui","120,838504219",2937
686,"Rue Leconte de Lisle","Non","1,1","Non","4,7","Non_Non","62,4505114074",2688
4138,"Rue Emmanuel Hédon","Non","1,5","Oui","1,3","Non_Oui","164,835876992",5001
11752,"Rue Chateaubriand","Non",0,"Non",0,"Non_Non","43,90531557",7371
2369,"Rue Icard","Non",0,"Non",0,"Non_Non","97,1341767676",3569
1096,"Rue du Mas de L'Entarayre","Non",1,"Non",0,"Non_Non","324,216785829",3109
4806,"Rue de Clémentville","Oui","2,2","Non","4,2","Oui_Non","32,596981101",4975
5692,"Rue Etienne Antoine","Non","1,3","Non","1,25","Non_Non","114,980969357",5650
9913,"Rue d'Ajaccio","Non",0,"Non",0,"Non_Non","39,8153475162",6993
2682,"Avenue de l'Europe","Oui","6,9","Non","3,05","Oui_Non","155,362761974",3755
1648,"Avenue de Toulouse","Non","1,4","Oui","2,45","Non_Oui","112,597129191",3307
5094,"Rue Ecole de Médecine","Non","1,3","Non","3,6","Non_Non","35,3577832079",5388
2026,"Rue du Mas de Perrette","Non","1,4","Non","1,5","Non_Non","19,182464894",3746
4070,"Rue de la Fontaine du Pila Saint Gély","Non","1,2","Oui","2,3","Non_Oui","25,9803890541",4886
2826,"Voie non dénommée","Non",0,"Non",0,"Non_Non","121,990995876",4271
5082,"Boulevard Professeur Louis Vialleton","Oui","9,6","Oui","5,8","Oui_Oui","23,4475838798",5381
2512,"Rue du Professeur Blayac","Non",0,"Oui","9,05","Non_Oui","86,4781617361",3867
5678,"Rue Rondelet","Non","7,5","Non","1,1","Non_Non","25,8993410196",5637
4572,"Rue Saint Louis","Non","1,6","Non","1,2","Non_Non","32,516555322",7236
3559,"Avenue du Doyen Gaston Giraud","Oui","13,85","Non","1,7","Oui_Non","700,941409179",4320
420,"Rue Simone Signoret","Non","3,8","Non","3,8","Non_Non","23,9026171241",2288
2992,"Rue du Caroux","Oui","2,2","Oui","2,6","Oui_Oui","47,4974934566",4083
5569,"Avenue du Maréchal Leclerc","Non","0,9","Non","0,9","Non_Non","42,1977003602",5488
4406,"Avenue du Professeur Louis Ravaz","Oui","3,05","Non","2,65","Oui_Non","68,9904466236",5114
6735,"Rue des Chasseurs","Non",1,"Non","1,7","Non_Non","233,276912716",6113
621,"Rue de l'Aubépine","Non","1,65","Non","1,8","Non_Non","68,919155227",2407
6347,"Rue Mareschal","Non","1,7","Non","1,2","Non_Non","37,3197535476",6039
2605,"Rue de Bologne","Non",2,"Oui","1,55","Non_Oui","180,29010754",3250
5988,"Rue Topaze","Oui","2,6","Non",1,"Oui_Non","337,882018634",5954
2120,"Rue des Grèzes","Non","0,85","Non","1,45","Non_Non","23,3912129493",3524
4194,"Rue des Carmélites","Non","0,5","Non","1,2","Non_Non","119,322329467",5053
2827,"Rue de la Croix Verte","Non","1,25","Non","1,5","Non_Non","329,875181871",4272
1026,"Place Christophe Colomb","Non",10,"Non","3,3","Non_Non","25,3335698965",6475
3551,"Avenue du Professeur Louis Ravaz","Oui","2,4","Oui","3,6","Oui_Oui","76,0801103009",4312
6537,"Rue de Chambert","Non","1,4","Non",0,"Non_Non","159,547800275",6148
5945,"Rue Mion Saint Michel","Non",2,"Non","5,1","Non_Non","119,950132118",5923
4684,"Rue du Père Fabre","Non","0,75","Non","1,2","Non_Non","34,7894378387",5254
4791,"Avenue de Lodève","Non","3,3","Non","1,4","Non_Non","17,8416272856",4960
655,"Rue de la Croix de Figuerolles","Non","1,3","Non","1,1","Non_Non","51,0708952026",2668
4060,"Boulevard Ernest Renan","Non","0,8","Non",1,"Non_Non","55,24471542",4878
1232,"Rue Edmond Halley","Non",1,"Oui","2,35","Non_Oui","37,2746214077",3008
4586,"Rue de L'Ecole de Droit","Non","0,9","Non",1,"Non_Non","46,126508639",7247
6652,"Rond-point Antonin Artaud","Non",8,"Non",3,"Non_Non","34,7674589693",6208
3018,"Rue de la Combe Caude","Non","1,05","Non","1,25","Non_Non","19,5290260446",7057
1208,"Rue de la Première Ecluse","Non","0,55","Non","0,8","Non_Non","433,437029527",2950
6047,"Rue de la Vieille Poste","Non","2,6","Non",5,"Non_Non","117,209627864",5972
4249,"Rue de Moissac","Non","0,6","Non","0,6","Non_Non","47,3414681425",5089
14456,"Rond-point Benjamin Franklin","Non",4,"Oui","6,5","Non_Oui","70,3740473083",6814
1091,"Chemin de la Perdigayère",,0,,0,"_","548,224355421",3104
5634,"Boulevard Berthelot","Non","1,6","Non","3,8","Non_Non","88,8519037398",5532
3395,"Route de Mende","Non","2,5","Non","1,85","Non_Non","522,029814395",4476
809,"Rue Saint Barthélemy","Oui",2,"Non","1,5","Oui_Non","49,4328762498",2829
6087,"Boulevard de l'Aéroport International","Non","7,6","Non","3,1","Non_Non","76,0103300562",5873
17895,"Rond-point Saint Exupéry","Non","1,85","Oui","6,5","Non_Oui","37,6804097566",6531
3754,"Rue des Roitelets","Non","1,45","Non",1,"Non_Non","92,2856092428",4543
14832,"Voie non dénommée","Non","0,8","Non",2,"Non_Non","62,255362172",6917
4334,"Avenue d'Assas","Non","4,6","Non","4,7","Non_Non","107,108055223",4932
1241,"Impasse du Cers","Non","1,4","Non","3,25","Non_Non","47,469642166",3015
16658,"Place Antonio Machado","Non","1,85","Non","4,05","Non_Non","16,3178130977",7417
5529,"Rue Maury","Non","1,2","Non","1,3","Non_Non","51,9815299463",5449
3133,"Rue du Mas de Calenda","Non","3,5","Oui","5,75","Non_Oui","16,163869304",7083
4084,"Rue Saint Vincent de Paul","Oui","6,3","Non","2,9","Oui_Non","198,164717753",4897
2569,"Avenue de Heidelberg","Oui","4,8","Oui","4,9","Oui_Oui","38,633832682",3888
6352,"Place Francis Ponge","Non",0,"Oui","6,5","Non_Oui","91,4138484743",6042
4344,"Rue de Las Sorbes","Non","1,95","Oui","2,7","Non_Oui","191,442969106",4990
4649,"Rue Hippolyte","Non","0,8","Non","0,85","Non_Non","41,201844435",5212
6115,"Avenue des Etats du Languedoc","Non",0,"Oui","10,4","Non_Oui","30,2486924785",5998
6136,"Place Odysseum","Oui",10,"Non",12,"Oui_Non","75,9714487587",5728
4889,"Rue du Roc de Pézenas","Non","3,45","Non","1,1","Non_Non","100,665940306",5330
725,"Rue Tour Gayraud","Non","1,1","Non","1,25","Non_Non","102,819228245",2724
1356,"Chemin de Moularès","Non","2,3","Non","2,2","Non_Non","48,4507165397",2540
2154,"Rue Bertrand Flornoy","Non",0,"Non","1,9","Non_Non","24,5989867241",3595
1521,"Rue de l'Arnel","Oui","3,1","Non","1,5","Oui_Non","15,9970160126",3211
5871,"Chemin de Moularès","Oui","8,1","Non","4,7","Oui_Non","120,918195248",4288
3253,"Rue Cité Bousquet","Non","1,2","Non","1,2","Non_Non","72,7544147753",4376
3518,"Rue de la Felouque","Non","3,95","Non","1,05","Non_Non","38,5138969789",3670
5410,"Rue Baudin","Non","1,2","Non",1,"Non_Non","37,7058246357",5428
17,"Rue des Tourmalines","Non","0,65","Non","0,7","Non_Non","84,6151871265",2184
2166,"Rue des Bouisses","Non","0,3","Non","1,2","Non_Non","117,449286799",3605
18115,"Rue du Mas de Brousse","Non",0,"Non",0,"Non_Non","37,9018098486",6383
1176,"Rue Paul Langevin","Non","1,6","Oui",3,"Non_Oui","48,8373711598",2927
4964,"Rue Pierre Causse","Non",0,"Non","4,3","Non_Non","408,17579198",4523
2046,"Place André Leroi-Gourhan","Non","5,7","Non",0,"Non_Non","37,1517891431",3417
538,"Rue Raimon de Trencavel","Oui",5,"Oui","2,15","Oui_Oui","157,571428079",2520
5953,"Rue du Grau","Non",6,"Oui","2,75","Non_Oui","162,190126443",5929
999,"Avenue des Droits de l'Homme","Oui","1,85","Non","8,5","Oui_Non","38,4597624435",6834
3890,"Passerelle Aphrodite","Non",0,"Non","6,2","Non_Non","75,255379479",1146
5609,"Rue Meyrueis","Non","1,5","Non","2,7","Non_Non","66,5317835255",5507
4613,"Boulevard des Arceaux","Non","2,05","Oui",10,"Non_Oui","49,2801106259",5178
4158,"Avenue du Professeur Grasset","Non",0,"Non","0,6","Non_Non","78,585721991",5021
1865,"Rue des Hortensias","Non","1,2","Non","1,2","Non_Non","40,114149063",6442
5745,"Rue des Mégissiers","Non",0,"Non",0,"Non_Non","20,3030240105",5687
4071,"Rue du Faubourg de Nîmes","Non","5,15","Non","2,2","Non_Non","48,1981315382",4887
6266,"Rue de Ciry-Salsogne","Non","1,15","Non","1,25","Non_Non","86,7995820025",5827
4277,"Rue Francèze de Cézelli","Non","0,8","Non","1,1","Non_Non","24,0370953547",4799
5655,"Place du Huit Mai 1945","Non",5,"Oui","9,5","Non_Oui","28,9587006732",5616
10574,"Allée André Pilleboue","Non",0,"Non","1,1","Non_Non","84,4120959755",7115
1347,"Rue des Vignerons","Non",0,"Non","0,9","Non_Non","127,98491876",3064
5440,"Avenue du Pont Juvénal","Non","1,5","Non",0,"Non_Non","26,257336089",5795
3358,"Rue Françoise","Non",1,"Non","1,2","Non_Non","140,843122872",4452
6770,"Rue de la Cardonille","Non","0,9","Oui","4,55","Non_Oui","71,7173672343",6550
15432,"Rue des Azalées","Non","4,6","Non","7,75","Non_Non","52,5442138181",7016
6042,"Allée Platon","Oui",6,"Non","1,6","Oui_Non","21,1379021582",5968
3975,"Rue Lunaret","Non","1,2","Non","1,3","Non_Non","129,664996298",4724
17333,"Avenue de l'Europe","Non","1,75","Non",0,"Non_Non","139,038567615",7054
2728,"Avenue de Naples","Oui",4,"Oui","2,05","Oui_Oui","335,756894961",3797
1474,"Avenue de Villeneuve-Angoulème","Oui","12,7","Non","2,3","Oui_Non","168,950331291",2962
1501,"Rue de la Castelle","Non",0,"Non",0,"Non_Non","422,766746557",2981
16054,"Avenue Albert Dubout","Non","1,4","Non",0,"Non_Non","154,778454917",7292
1913,"Quai Flora Tristan","Non",0,"Oui","1,7","Non_Oui","206,326116077",2550
670,"Rue Joachim Du Bellay","Non","2,1","Non",1,"Non_Non","87,4480248879",2678
4685,"Rue Saint Antoine","Non","0,2","Non","0,3","Non_Non","41,9853367076",5255
3349,"Rue Antoine Vitez","Non","4,8","Non","4,9","Non_Non","129,736406654",4444
12575,"Place Alexandre Laissac","Oui","6,5","Non",5,"Oui_Non","19,1781557424",7519
4458,"Rue Rigoberta Menchu","Non",2,"Oui","1,8","Non_Oui","19,3793460852",5349
3502,"Rue Paul Giera",,0,,0,"_","45,409195792",3654
10,"Avenue d'Assas","Non","5,6","Non","4,6","Non_Non","69,8270845295",2181
4709,"Rue du Faubourg du Courreau","Non","1,45","Oui","2,4","Non_Oui","19,1445257243",7451
293,"Place de la Célette","Non",0,"Non",0,"Non_Non","44,7673090315",2143
817,"Rue Général Campredon","Non","1,3","Non","1,35","Non_Non","108,249062544",2837
4268,"Rue Auguste Broussonnet","Non","1,6","Oui","3,6","Non_Oui","198,54816496",4369
3213,"Avenue de la Justice de Castelnau","Oui","2,5","Oui","2,3","Oui_Oui","146,561424363",4028
16254,"Avenue Aglaé Adanson","Non","17,6","Oui",9,"Non_Oui","197,523590616",7313
3706,"Allée René Descartes","Non","2,8","Non","2,1","Non_Non","17,4822535244",4217
4592,"Avenue de la Gaillarde","Non","1,1","Non","2,5","Non_Non","126,508684574",4281
4861,"Avenue de la Croix du Capitaine","Non","1,7","Non","1,7","Non_Non","55,7901983449",5305
15816,"Rue de Corinthe","Non","1,5","Oui","1,65","Non_Oui","54,2041750659",7141
1664,"Avenue de Toulouse","Non","2,05","Oui",2,"Non_Oui","86,5683091557",3323
1571,"Boulevard Pedro de Luna","Non","12,1","Oui","2,7","Non_Oui","30,7107655934",5695
5981,"Rue des Tulipes","Non","1,05","Non","1,15","Non_Non","20,1475773702",5947
5452,"Chemin de Moularès","Oui","3,45","Non","4,3","Oui_Non","109,679416806",6302
3239,"Rue Emile Littré","Non","4,3","Oui","1,9","Non_Oui","55,6768081918",4047
4786,"Rue Jean","Non","1,15","Non",1,"Non_Non","67,4148245131",4955
8069,"Rue Louis Roussel","Oui",4,"Oui","3,9","Oui_Oui","194,436324577",6760
4063,"Boulevard Ernest Renan","Non","0,9","Non",1,"Non_Non","31,8412446103",4881
1873,"Rue Martin Luther King","Non","5,05","Non","1,7","Non_Non","282,41994758",6449
9435,"Rue Hippolyte Fizeau","Oui","2,95","Non","3,1","Oui_Non","40,1382007992",6982
5929,"Rue Georges Bizet","Non",0,"Oui","8,6","Non_Oui","105,034497286",5908
6159,"Rue Michel de l'Hospital","Non",0,"Non","1,35","Non_Non","158,639519565",5860
3316,"Rue du Pont de Castelnau","Non",0,"Non",0,"Non_Non","182,670000059",4415
2514,"Rue d'Oxford","Non","4,75","Oui","4,85","Non_Oui","167,366920304",3869
3504,"Rue Joseph Roumanille","Non","1,2","Non","1,1","Non_Non","56,9190891875",3656
4897,"Rue de la Métairie de l'Oiseau","Non","1,3","Non","2,85","Non_Non","191,658860555",5337
1540,"Rue Laurent Mourguet","Non","0,5","Non","3,45","Non_Non","68,3080256375",3225
4058,"Rue Guy et Robert Bourrier","Non","1,65","Non","1,5","Non_Non","101,597672588",4876
19072,"Rue Marius Petipa","Non",0,"Non","0,9","Non_Non","263,411365639",7603
6328,"Allée Pierre Carabasse","Non",0,"Non",5,"Non_Non","18,2104824848",6032
2212,"Rue des Bouissettes","Non","1,2","Non","1,5","Non_Non","139,564851579",3617
1967,"Avenue de Monsieur Teste","Non",0,"Non","5,65","Non_Non","112,431641014",3201
60,"Avenue Jean Mermoz","Non","0,7","Non","3,5","Non_Non","78,7729639341",2202
8192,"Rue Pierre Bon","Non","1,7","Non","1,3","Non_Non","32,3487254075",6769
2343,"Rue Docteur Lachapelle","Non",0,"Non","1,25","Non_Non","122,890489683",3546
3685,"Rue du Petit Verger","Non","1,4","Oui","1,6","Non_Oui","82,6158846011",4207
3221,"Rue de Montasinos","Oui","1,7","Non","4,4","Oui_Non","115,449143068",4032
5794,"Rue des Iris","Oui","2,9","Oui",3,"Oui_Oui","42,4485861593",5772
1702,"Rue de la Croix Bonhomme","Non","1,2","Non","1,35","Non_Non","33,3609320483",5709
841,"Rue Paul Brousse","Non","0,9","Non","1,2","Non_Non","53,3939710489",2431
6304,"Rue François d'Orbay","Non","1,15","Non","7,05","Non_Non","80,5457718496",5852
8047,"Rue de l'Industrie","Non","1,35","Non","1,6","Non_Non","35,8784693333",6718
2443,"Rue des Communautés","Non",0,"Non",5,"Non_Non","84,7116026623",3642
5496,"Rue Adolphe Mion","Non",1,"Non","1,05","Non_Non","125,423986102",6269
6785,"Rue Cavelier de la Salle","Oui",0,"Oui","17,2","Oui_Oui","48,7439688283",6558
237,"Place Odysseum","Non",4,"Non",12,"Non_Non","95,5663128626",2367
4040,"Rue de Substantion","Non","1,9","Non",0,"Non_Non","53,3330764057",4585
1645,"Avenue de Toulouse","Non","3,7","Non","2,5","Non_Non","221,867507279",3304
15020,"Voie non dénommée","Non",0,"Oui","1,95","Non_Oui","21,9277340298",6935
3806,"Avenue de Nîmes","Oui","9,4","Non",2,"Oui_Non","55,490233407",4630
2188,"Rue Eugène Fraissinet",,0,,0,"_","58,1860559097",7532
2636,"Avenue Raimbaud d'Orange","Oui","2,75","Oui","10,5","Oui_Oui","128,078703087",3930
1728,"Avenue de Toulouse","Non","4,2","Oui","3,9","Non_Oui","128,122914839",5725
6103,"Rue du Jeu de Ballon","Non",0,"Non","0,6","Non_Non","225,977943079",5989
5830,"Rue du Moulin des Sept Cans","Oui","1,9","Non","1,65","Oui_Non","94,4730534557",5584
4410,"Impasse Auguste Mourgues","Non","0,9","Non","1,05","Non_Non","98,3112963886",5117
4083,"Rue du Pioch de Boutonnet","Non","1,4","Non",0,"Non_Non","184,35770532",4896
3586,"Rue des Platanes","Non","0,75","Non","1,15","Non_Non","62,6024095493",4757
6248,"Rue Arthur Young","Non","0,75","Oui","7,3","Non_Oui","623,904486045",5729
4660,"Rue Pagès","Non","1,2","Non",1,"Non_Non","71,7151457399",5230
952,"Rue de l'Aire","Non","1,2","Non","1,2","Non_Non","28,6690813123",2586
4026,"Rue de la Cavalerie","Oui","2,1","Non","1,3","Oui_Non","23,9351680523",4571
5771,"Rue Alexis Alquié","Non","1,05","Non","1,3","Non_Non","54,8620803179",5754
2943,"Avenue du Pic Saint Loup","Non",0,"Non",0,"Non_Non","169,759197695",4068
5450,"Chemin de Moularès","Oui","3,45","Non","4,4","Oui_Non","23,5003364599",6301
888,"Rue Pagézy","Non","1,2","Non","1,4","Non_Non","84,2263455414",2866
4639,"Avenue de Lodève","Non","1,7","Non","1,95","Non_Non","62,7165832776",5203
4005,"Rue Beau Séjour","Oui","3,05","Oui","3,4","Oui_Oui","236,192743666",4550
786,"Rue Toiras","Non","1,1","Non","1,5","Non_Non","43,8306383346",2759
6793,"Rue d'Athènes","Non","3,5","Oui","3,2","Non_Oui","79,2298767442",6566
6190,"Rue de Malbosc","Oui","6,5","Oui",4,"Oui_Oui","72,7151676555",5871
15333,"Avenue du Comté de Nice","Oui",7,"Oui",7,"Oui_Oui","17,7455884785",7010
738,"Rue Bouschet de Bernard","Non","1,1","Non",1,"Non_Non","89,1243614797",2530
3301,"Rue des Impressionnistes","Non","1,85","Non","1,95","Non_Non","170,551534088",4405
3079,"Rue Floréal","Non",0,"Non",0,"Non_Non","141,817846297",4126
15552,"Place Faulquier","Oui","9,4","Oui","7,2","Oui_Oui","38,7552881575",7022
10118,"Rue du Moulin des Sept Cans","Non",0,"Non",0,"Non_Non","15,7199979472",7002
4534,"Rue François Villeneuve","Non","0,75","Non","1,2","Non_Non","203,83682777",5142
16297,"Carrefour des Alizés","Non","1,55","Non",0,"Non_Non","18,3010333055",7320
1855,"Rue Germaine de Stael","Non","1,35","Non","1,4","Non_Non","232,16166647",6867
6267,"Rue de Vermelles","Non",1,"Non","1,2","Non_Non","97,626216267",5828
4069,"Avenue de Saint Maur","Oui","4,7","Non",0,"Oui_Non","66,4348840338",4885
583,"Place Hersilie","Non","0,9","Non",0,"Non_Non","90,2771091643",2387
2876,"Route de Mende","Oui","2,7","Non","4,55","Oui_Non","43,5517471903",3983
2898,"Rue de l'Agathois","Non",0,"Non",0,"Non_Non","25,6114839418",4000
5752,"Rue du Mas de Merle","Non",1,"Non","1,2","Non_Non","35,4750936271",5691
2623,"Avenue du Biterrois","Non","2,5","Non","2,35","Non_Non","60,0964600185",3922
2595,"Pont Vincent Badie","Non","1,2","Non","1,65","Non_Non","47,1579510371",3908
4790,"Avenue d'Assas","Oui","3,95","Oui",7,"Oui_Oui","54,842754004",4959
10832,"Rue du Jardin Durand","Non","2,1","Non","2,05","Non_Non","32,9081550604",7260
4625,"Rue Raoul","Non","2,5","Non",0,"Non_Non","6,0150189759",5190
3989,"Rue Ferdinand Fabre","Non","1,05","Non","2,2","Non_Non","107,411676037",4738
3211,"Avenue de la Justice de Castelnau","Non","4,25","Oui","2,3","Non_Oui","19,0413667629",4026
4295,"Rue Louis-Frédéric Rouquette","Non",1,"Non",1,"Non_Non","52,1397625344",4815
14012,"Rue Colin","Non","1,3","Non",0,"Non_Non","50,6605783682",6741
3267,"Avenue du Professeur Grasset","Non","0,7","Non","0,6","Non_Non","126,457029043",4387
966,"Rue de Barcelone","Oui",3,"Oui","2,8","Oui_Oui","44,57070964",2596
1159,"Rue Louis Lépine","Non","1,7","Non","2,2","Non_Non","147,014385542",2915
1583,"Boulevard Pedro de Luna","Oui","1,9","Non","1,3","Oui_Non","47,5958076744",3264
13872,"Rue Michel Colucci dit Coluche","Non",4,"Oui","4,7","Non_Oui","33,5843709561",6736
5979,"Rue du Lantissargues","Non",1,"Non","1,4","Non_Non","289,026364212",5945
2841,"Rue Georges Denizot","Non","1,4","Oui","2,8","Non_Oui","54,9439785368",3963
6020,"Rue des Cormorans","Non","1,6","Non","1,2","Non_Non","109,738806023",6591
5598,"Avenue de Maurin","Oui","10,6","Non","1,45","Oui_Non","62,0120959576",4299
15795,"Avenue Albert Dubout",,0,"Non",2,"_Non","30,8065117808",7135
744,"Rue du Père Bonnet","Non","0,7","Non","0,65","Non_Non","124,59127483",2536
2710,"Avenue du Puech de Massane","Oui","5,5","Oui",2,"Oui_Oui","110,650576965",3779
896,"Rue d'Obilion","Non","0,5","Non","0,5","Non_Non","66,1245325643",2871
13533,"Rue du Pas du Loup","Oui","4,6","Oui","2,9","Oui_Oui","47,7124669924",6649
3235,"Rue du Curat","Non",0,"Non","1,15","Non_Non","170,035735249",4043
1118,"Route de Vauguières","Non","1,5","Oui","3,2","Non_Oui","154,633996669",6481
5476,"Rue Henri René","Non","1,4","Non","0,8","Non_Non","67,0162091385",6252
4730,"Rue Baumès","Non","1,15","Non","1,4","Non_Non","118,55428882",5270
1284,"Place Ernest Granier","Non",13,"Non",5,"Non_Non","33,1712971208",3043
971,"Rue du Comté de Melgueil","Non","2,2","Non","3,9","Non_Non","212,902414642",2601
4819,"Avenue de Lodève","Non",2,"Non","1,85","Non_Non","89,6282204699",7181
2093,"Rue des Grèzes","Non","0,3","Non","0,4","Non_Non","444,4502865",3457
3250,"Place de la Brigade Légère du Languedoc","Non",0,"Oui","3,4","Non_Oui","26,8744355788",4373
2823,"Voie non dénommée","Non",0,"Non","1,6","Non_Non","23,8656292088",6850
4702,"Impasse Angelvin","Non",0,"Non",1,"Non_Non","12,6255308966",7428
3118,"Rue de Font Ségugne","Non","0,9","Non","0,5","Non_Non","27,4205175103",7069
4439,"Avenue Saint Clément","Non",2,"Non","1,35","Non_Non","56,7759677444",4864
4313,"Avenue Charles Flahault","Non","1,5","Oui","1,8","Non_Oui","252,290519135",4915
14934,"Rue Arnaud de Lart","Non","1,65","Non",0,"Non_Non","7,2706806346",6926
4856,"Place des Sonnets",,0,"Non","1,2","_Non","26,2289976495",5304
2409,"Rue André Le Nôtre","Oui","3,65","Non","4,15","Oui_Non","129,387208398",3517
4368,"Rue Esculape","Non","1,1","Non","1,3","Non_Non","22,5289869763",4839
17452,"Rue Pierre Causse","Non",0,"Non","0,95","Non_Non","21,8369531939",7527
16695,"Avenue du Professeur Etienne Antonelli","Non",1,"Oui",2,"Non_Oui","51,4300839408",7420
6333,"Allée de Paris","Non","1,15","Non",1,"Non_Non","179,112779992",6003
4587,"Rue de la Tour Sainte Eulalie","Non",0,"Non","0,65","Non_Non","53,2620322258",4276
308,"Rue de l'Aiguelongue","Non",0,"Non","1,3","Non_Non","19,6321337131",6661
5532,"Rue Denise","Non","1,15","Non","1,05","Non_Non","71,5152618705",5452
341,"Rue Antoine-Laurent Jussieu","Non","0,65","Non","2,15","Non_Non","209,33056555",6676
1891,"Rue du Mas de Jaumes","Non",0,"Non",0,"Non_Non","430,345940535",3162
