"ID_ARC,N,10,0","VOI_NOM,C,80","ACC_OIMP,C,10","ACV_ILAR,N,19,8","ACC_OPAI,C,10","ACV_PLAR,N,19,8","ACC_1I2P,C,21","Shape_LEN,N,19,11","SHAPE_FID,N,9,0"
3484,"Place Chanoine Kir",,0,,0,"_","9,2517549687",1407
3533,"Allée Surcouf",,0,,0,"_","58,2796837789",1408
4968,"Impasse Lionnet",,0,,0,"_","20,4957865026",1409
3687,"Rue du Petit Clos",,0,,0,"_","274,940817925",1410
3693,"Place Emmanuel Kant",,0,,0,"_","27,4094291967",1411
3756,"Impasse Caravelle",,0,,0,"_","90,2744817566",1412
3784,"Rue des Cailles",,0,,0,"_","34,727181403",1413
3833,"Rue Saint Firmin",,0,,0,"_","31,2081620889",1414
3837,"Rue de l'Hôtel de Ville",,0,,0,"_","38,8446547036",1415
4444,"Rue Greuze",,0,,0,"_","10,9148595213",1416
4075,"Rue de Villefranche",,0,,0,"_","41,1839122311",1417
4123,"Impasse des Papillons",,0,,0,"_","34,8539758107",1418
4341,"Impasse des Artémises",,0,,0,"_","27,148684411",1419
4351,"Rue de la Belle Grappe",,0,,0,"_","42,2296566319",1420
4219,"Rue du Cardinal de Cabrières",,0,,0,"_","19,3575951068",1421
4429,"Allée Fragonard",,0,,0,"_","39,1397469413",1422
4927,"Rue Murat",,0,,0,"_","87,3931427668",1423
4928,"Rue Augereau",,0,,0,"_","22,4888652293",1424
4936,"Rue Murat",,0,,0,"_","36,3703920387",1425
4987,"Rue des Ecoles Laïques",,0,,0,"_","25,7879433356",1426
4988,"Rue des Ecoles Laïques",,0,,0,"_","15,87639964",1427
4991,"Rue du Pila Saint Gély",,0,,0,"_","42,4479554806",1428
4994,"Rue du Chapeau Rouge",,0,,0,"_","26,1322431928",1429
4771,"Rue Saint Pierre",,0,,0,"_","14,4186665989",1430
4783,"Rue de la Teinturerie",,0,,0,"_","66,8260430065",1431
4485,"Place Utrillo",,0,,0,"_","110,376170251",1432
4493,"Rue des Térébinthes",,0,,0,"_","75,8749791397",1433
4495,"Impasse de l'Espérance",,0,,0,"_","73,6079829279",1434
4496,"Rue Notre Dame d'Espérance",,0,,0,"_","66,2568740102",1435
5290,"Rue du Plan d'Agde",,0,,0,"_","67,8935097464",1436
5294,"Rue Four des Flammes",,0,,0,"_","39,5600640816",1437
5303,"Rue En Gondeau",,0,,0,"_","22,4411856073",1438
5309,"Rue de l'Argenterie",,0,,0,"_","50,4206062379",1439
5311,"Grand-Rue Jean Moulin",,0,,0,"_","108,577618227",1440
5313,"Rue des Etuves",,0,,0,"_","37,617542855",1441
5335,"Rue Rey",,0,,0,"_","20,1461589203",1442
5343,"Rue du Bayle",,0,,0,"_","43,326401371",1443
5356,"Rue Vien",,0,,0,"_","62,7843076485",1444
5359,"Rue de la Valfère",,0,,0,"_","20,9111931773",1445
5367,"Place Castellane",,0,,0,"_","25,953402356",1446
5382,"Rue Stanislas Digeon",,0,,0,"_","14,8471351695",1447
5032,"Rue de la Confrérie",,0,,0,"_","49,1129034036",1448
5037,"Rue de l'Université",,0,,0,"_","8,8258766092",1449
5039,"Rue Balainvilliers",,0,,0,"_","22,988672931",1450
4672,"Rue Guillaume Pellicier","Non","0,85","Non","1,3","Non_Non","69,0393004582",5242
5285,"Rue de Vallat","Oui",0,"Oui",0,"Oui_Oui","97,9327173354",1732
5022,"Impasse Coustou","Oui",0,"Oui",0,"Oui_Oui","26,6980390879",982
6232,"Avenue des Frères Buhler",,0,,0,"_","84,9942649533",728
5457,"Rue de la Nuit du 4 Août 1789",,0,,0,"_","39,2511794944",729
12648,"Rue Emmanuel Hère",,0,,0,"_","35,0251828592",730
12696,"Avenue Roger Couderc",,0,,0,"_","125,295257891",731
12717,"Rue des Wallabies",,0,,0,"_","91,7663961307",732
5018,"Rue du Four Saint Eloi",,0,,0,"_","28,3690909394",733
5021,"Rue de Candolle",,0,,0,"_","18,171608015",734
5175,"Rue du Cannau",,0,,0,"_","121,00302238",735
5180,"Impasse Chaptal",,0,,0,"_","48,672116246",736
5181,"Rue Urbain V",,0,,0,"_","74,5947859086",737
5188,"Rue Montpellieret",,0,,0,"_","25,2362448516",738
12741,"Rue du Grand Chelem",,0,,0,"_","37,6274032333",739
12744,"Rue du Grand Chelem",,0,,0,"_","75,4176734545",740
12894,"Rue de l'Escoutadou",,0,,0,"_","164,575168651",741
12935,"Rue Saint Guilhem",,0,,0,"_","34,512213604",742
13073,"Rue des Bouissettes",,0,,0,"_","32,4575850057",743
16434,"Carrefour de Madrid",,0,,0,"_","35,7937343087",744
611,"Rue Le Tintoret",,0,,0,"_","349,581081434",745
273,"Boulevard Télémaque",,0,,0,"_","323,743180629",746
17492,"Allée de la Sainte Baume",,0,,0,"_","33,0701349727",747
17263,"Avenue des Bergamotes",,0,,0,"_","139,047281567",748
6772,"Rue Serge Reggiani",,0,,0,"_","113,839865877",749
6910,"Impasse des Artémises",,0,,0,"_","11,1494202692",750
13173,"Allée Ventose",,0,,0,"_","68,4829812267",751
13372,"Rue Ramel",,0,,0,"_","95,465765919",752
304,"Impasse du Clos Vézy",,0,,0,"_","123,465046086",753
344,"Rue Lacaze-Duthiers",,0,,0,"_","129,056926527",754
8027,"Allée Jean de Lattre de Tassigny",,0,,0,"_","111,489297682",756
13833,"Allée des Amaryllis",,0,,0,"_","91,331412799",757
1859,"Impasse du Petit Houx",,0,,0,"_","63,5316570759",758
2179,"Rue Eurydice",,0,,0,"_","14,2055777165",759
2180,"Rue Eurydice",,0,,0,"_","127,199197063",760
8593,"Rue Marc Rigal",,0,,0,"_","166,961613192",762
15074,"Rue Raoul Dufy",,0,,0,"_","81,4163043471",763
15092,"Avenue Joan Miro",,0,,0,"_","346,396958213",764
3015,"Impasse Auguste Baussan",,0,,0,"_","61,0869339344",765
10155,"Plan Lamennais",,0,,0,"_","22,8366346987",766
10212,"Allée des Passerines",,0,,0,"_","53,7128095122",767
15253,"Rue Lazare Ponticelli",,0,,0,"_","249,12555281",768
15292,"Rue des Mégissiers",,0,,0,"_","51,0009168385",769
3453,"Rue de la Frégate",,0,,0,"_","42,742413136",770
3454,"Rue Auguste Berard",,0,,0,"_","129,940473962",771
10433,"Rue du Clos de la Cerisaie",,0,,0,"_","22,2598062534",772
10533,"Allée des Jardins de Phyllis",,0,,0,"_","26,877867434",773
5045,"Rue de la Verrerie",,0,,0,"_","3,184452135",1451
5057,"Rue de Candolle",,0,,0,"_","26,3112573614",1452
5061,"Rue d'Aigrefeuille",,0,,0,"_","22,8230593341",1453
5067,"Rue Saint Pierre",,0,,0,"_","14,6390589978",1454
5070,"Rue Lallemand",,0,,0,"_","59,2296459575",1455
5074,"Rue de l'Université",,0,,0,"_","57,7661633177",1456
5085,"Rue de la Pelleterie",,0,,0,"_","32,7201843418",1457
5097,"Rue Coste Frège",,0,,0,"_","120,584381366",1458
5106,"Impasse Saint Martial",,0,,0,"_","15,1494817631",1459
5107,"Rue du Plan du Palais",,0,,0,"_","23,1641821546",1460
5116,"Rue du Palais des Guilhem",,0,,0,"_","38,9511393261",1461
5128,"Rue du Pistolet",,0,,0,"_","44,0569183917",1462
5152,"Rue de la Carbonnerie",,0,,0,"_","31,571878301",1463
5160,"Rue Vieille Aiguillerie",,0,,0,"_","97,0561068781",1464
5234,"Impasse Barnabé",,0,,0,"_","18,4694140408",1465
5239,"Rue de la Croix d'Or",,0,,0,"_","92,3776528451",1466
5391,"Place Jacques Mirouze",,0,,0,"_","95,3157895362",1467
5817,"Rue d'Oran",,0,,0,"_","51,3019822171",1468
5258,"Rue des Soeurs Noires",,0,,0,"_","20,7720877723",1469
5267,"Rue des Teissiers",,0,,0,"_","50,4877825105",1470
5272,"Rue de l'Argenterie",,0,,0,"_","13,6201437621",1471
5278,"Place Saint Côme",,0,,0,"_","37,940219893",1472
5587,"Rue des Blanquiers",,0,,0,"_","76,7155557181",1473
5889,"Rue Marcel Pagnol",,0,,0,"_","86,3861114296",1474
5705,"Rue Sainte Véronique",,0,,0,"_","80,0706870905",1475
5706,"Rue Lavoisier",,0,,0,"_","43,6496433829",1476
5707,"Rue Sainte Véronique",,0,,0,"_","37,1193642921",1477
5726,"Rue des Pébriers",,0,,0,"_","89,7394761166",1478
5754,"Place Jean Moréas",,0,,0,"_","29,6220764514",1479
5384,"Rue d'Espeisses",,0,,0,"_","46,0487504201",1480
6144,"Rue Le Titien",,0,,0,"_","40,8851085033",1481
6278,"Rue du Clos de la Cerisaie",,0,,0,"_","49,0501488614",1482
6155,"Allée Jean de Lattre de Tassigny",,0,,0,"_","91,3183844663",1483
6162,"Allée du Deuxième Génie",,0,,0,"_","24,6269600698",1484
6173,"Place du Midi",,0,,0,"_","60,7436879898",1485
6312,"Rue des Walkyries",,0,,0,"_","75,1460149108",1486
5959,"Mail Alain Bashung",,0,,0,"_","179,194213165",1487
6638,"Avenue du Mondial de Rugby 2007",,0,,0,"_","155,994820077",1489
6435,"Rue du Clos Jolival",,0,,0,"_","73,6296197945",1491
6718,"Rue de la Salle-l'Evêque",,0,,0,"_","48,6330443383",1492
6489,"Impasse Francis Poulenc",,0,,0,"_","127,274305975",1493
6498,"Avenue de Fès",,0,,0,"_","61,9974329509",1494
6501,"Rue des Jardins Omeyades",,0,,0,"_","55,9441403875",1495
6512,"Rue Tomaso Francini",,0,,0,"_","83,4979001365",1496
10552,"Allée du Mont Cassin",,0,,0,"_","39,9609911561",774
10652,"Impasse Louis Faidherbe",,0,,0,"_","20,3573519816",775
10672,"Allée de l'Oisans",,0,,0,"_","21,2861384977",776
11092,"Rue de l'Agdal",,0,,0,"_","82,8598951577",777
11232,"Le Grand Mail",,0,,0,"_","305,341509448",778
11372,"Place Edouard Adam",,0,,0,"_","24,5110339759",779
3601,"Allée Philippe de Commynes",,0,,0,"_","41,3352396749",780
3603,"Impasse Philippe de Champaigne",,0,,0,"_","179,236189396",781
3615,"Impasse Joinville",,0,,0,"_","52,6191104716",782
11519,"Place de Thessalie",,0,,0,"_","79,6392421184",783
6372,"Rue Henri Moissan",,0,,0,"_","44,8298024507",784
6382,"Rue de la Grotte des Demoiselles",,0,,0,"_","104,563023298",785
12061,"Rue de la Constituante",,0,,0,"_","77,1022606128",786
6431,"Rue Ulysse Vergnes",,0,,0,"_","117,212485458",787
4838,"Rue Saint Antoine",,0,,0,"_","58,2574417905",788
5000,"Rue du Pila Saint Gély",,0,,0,"_","32,4429240883",789
5001,"Impasse Chapeau Rouge",,0,,0,"_","42,5820736591",790
12441,"Route de Vauguières",,0,,0,"_","68,1068943051",791
12460,"Rue Aung San Suu Kyi",,0,,0,"_","81,190806592",792
12633,"Rue François Monville",,0,,0,"_","32,0845692334",793
677,"Rue Rémy Belleau",,0,,0,"_","91,9415550676",794
2226,"Rue Viollet Le Duc",,0,,0,"_","255,201031335",795
18832,"Cour Jean Zay",,0,,0,"_","145,137843367",796
19332,"Rambla des Calissons",,0,,0,"_","69,2625613146",797
19417,"Rue Serge Gainsbourg",,0,,0,"_","62,6003885286",798
19533,"Allée de la Méditerranée",,0,,0,"_","503,203207301",799
19594,"Rue Raoul Dufy",,0,,0,"_","38,662950371",800
19691,"Rue Ray Charles",,0,,0,"_","200,522498824",801
19733,"Avenue des Bergamotes",,0,,0,"_","43,7491319393",802
19734,"Avenue de la Réglisse",,0,,0,"_","505,640868616",803
19780,"Allée de Sidon",,0,,0,"_","13,6963091977",804
19853,"Rue de Galata",,0,,0,"_","13,639782084",805
264,"Impasse du Trianon",,0,,0,"_","50,5570209775",806
52,"Boulevard Pasteur",,0,,0,"_","74,3147147871",807
53,"Rue de l'Ancien Courrier",,0,,0,"_","13,154977878",808
149,"Rue Terral",,0,,0,"_","32,1337659495",809
1941,"Rue du Tourtourel",,0,,0,"_","75,4876448582",810
607,"Rue Sandro Botticelli",,0,,0,"_","36,9678218381",811
868,"Impasse Tandon",,0,,0,"_","23,5237815185",812
460,"Rue Georges Méliès",,0,,0,"_","210,557122635",813
495,"Rue Félix Eboué",,0,,0,"_","127,806899532",814
505,"Rue Victor Baltard",,0,,0,"_","52,8226741854",815
517,"Rue des Ecuyers",,0,,0,"_","116,624374808",816
269,"Rue Georges Méliès",,0,,0,"_","188,964784988",817
6513,"Rue Jean-Baptiste Laquintinie",,0,,0,"_","37,4139883386",1497
6522,"Square Alexandre Brongniard",,0,,0,"_","32,2075516358",1498
6540,"Rue Jean Giroux",,0,,0,"_","183,259334284",1499
6589,"Rue de Thor",,0,,0,"_","102,350210252",1500
6647,"Rue Joé Dassin",,0,,0,"_","247,95790069",1501
6648,"Rue Yves Montand",,0,,0,"_","76,2891148363",1502
6199,"Avenue Achille Duchène",,0,,0,"_","74,2938928168",1503
6207,"Avenue Professeur Jean-Louis Viala",,0,,0,"_","34,6724016895",1504
6224,"Rue François Henry d'Harcourt",,0,,0,"_","68,4440979961",1505
6225,"Rue François Henry d'Harcourt",,0,,0,"_","59,8184280868",1506
6227,"Rue Louis Martin Berthoud",,0,,0,"_","54,3805305573",1507
6233,"Avenue des Frères Buhler",,0,,0,"_","101,087581782",1508
6237,"Avenue Adolphe Alphand",,0,,0,"_","50,926473434",1509
12656,"Rue François Truffaut",,0,,0,"_","55,671518067",1510
12702,"Avenue du Mondial de Rugby 2007",,0,,0,"_","92,9810303993",1511
12705,"Avenue du Mondial de Rugby 2007",,0,,0,"_","136,985356768",1512
12710,"Rue du Tournoi des Six Nations",,0,,0,"_","183,418618402",1513
12737,"Rue Jean Coll De Carrera",,0,,0,"_","92,2799341554",1514
5011,"Rue Chrestien",,0,,0,"_","21,9173501548",1515
5190,"Rue Montpellieret",,0,,0,"_","42,9042740587",1516
12742,"Rue Pierre Bouyeron",,0,,0,"_","86,6937025958",1517
12752,"Rue des Wallabies",,0,,0,"_","36,2441646707",1518
2975,"Place du Monte Renoso",,0,,0,"_","13,7786859282",1519
6775,"Impasse Franck Herbert",,0,,0,"_","53,1145886636",1520
309,"Impasse Charles Dejean",,0,,0,"_","120,630702312",1521
314,"Rue Alfred de Musset",,0,,0,"_","36,5112813269",1522
7648,"Esplanade Charles de Gaulle",,0,,0,"_","206,085867134",1523
13655,"Rue Rosa Luxemburg",,0,,0,"_","343,456441911",1525
13656,"Rue Rosa Luxemburg",,0,,0,"_","62,1406597489",1526
13694,"Rue d'Oran",,0,,0,"_","8,1505373786",1527
13892,"Rue Professeur Henri Roseau",,0,,0,"_","30,2639403862",1528
8051,"Rue Le Greco",,0,,0,"_","41,0617094425",1529
14293,"Rue Le Perugin",,0,,0,"_","169,917387399",1530
1556,"Allée des Passerines",,0,,0,"_","64,6717089659",1531
8794,"Rue Armand Lunel",,0,,0,"_","128,485608559",1532
8952,"Rue Mère Vacquier",,0,,0,"_","51,7673736431",1533
2542,"Allée d'Irlande",,0,,0,"_","165,078407054",1534
2550,"Cour de Birmingham",,0,,0,"_","47,7520152941",1535
2553,"Allée de Coventry",,0,,0,"_","63,0593428518",1536
3000,"Allée de la Cabrelota",,0,,0,"_","101,557163324",1537
3004,"Rue Sonja Hénie",,0,,0,"_","22,3580283498",1538
9995,"Rue Frédéric Fabrèges",,0,,0,"_","64,1104913341",1539
10053,"Rue des Jardins Omeyades",,0,,0,"_","50,5754262603",1540
322,"Rue Alfred de Musset",,0,,0,"_","96,2484422759",818
326,"Rue Alfred de Musset",,0,,0,"_","177,884970317",819
959,"Rue de Thèbes",,0,,0,"_","86,1115588925",820
1030,"Rue Thetis",,0,,0,"_","51,534611253",821
1036,"Place du Parnasse",,0,,0,"_","33,7582605904",822
1046,"Rue Fra Angelico",,0,,0,"_","210,505270369",823
1059,"Route de Vauguières",,0,,0,"_","93,441018808",824
722,"Impasse Jean Bruller dit Vercors",,0,,0,"_","168,752096784",825
778,"Impasse Joseph Vidal",,0,,0,"_","63,0849510223",826
905,"Rue Loys",,0,,0,"_","51,2731447144",827
933,"Impasse de Verdun",,0,,0,"_","68,1758535289",828
1141,"Place Euler",,0,,0,"_","76,7435540719",829
1473,"Allée Jacques Barrandon",,0,,0,"_","99,4296315821",831
1492,"Rue Rosa Luxemburg",,0,,0,"_","66,3948525234",832
1516,"Impasse des Oiseleurs",,0,,0,"_","37,6298167416",833
1429,"Impasse Louis-Ferdinand Herold",,0,,0,"_","125,055659237",834
1433,"Rue Ignace Pleyel",,0,,0,"_","89,8120727324",835
1829,"Place Hoche",,0,,0,"_","44,4686831368",836
1523,"Impasse Charles de Foucauld",,0,,0,"_","60,3624054135",837
1529,"Rue Maréchal Lyautey",,0,,0,"_","102,867094154",838
1588,"Rue Lavoisier",,0,,0,"_","148,00037615",839
1624,"Rue Professeur Henri Roseau",,0,,0,"_","157,912799928",840
1633,"Rue Savorgnan de Brazza",,0,,0,"_","87,4877752606",841
1671,"Rue Pierre Galen",,0,,0,"_","57,2818095993",842
1757,"Impasse du Beaupré",,0,,0,"_","106,299274822",843
1795,"Rue Jean Grémillon",,0,,0,"_","214,089982538",844
1797,"Rue Abel Gance",,0,,0,"_","60,5154435956",845
1802,"Rue Frères Allegret",,0,,0,"_","49,1266467098",846
2052,"Rue Sutra de Germa",,0,,0,"_","69,5343432442",847
2155,"Place Django Reinhardt",,0,,0,"_","54,7320069117",848
3431,"Rue Professeurs Truc",,0,,0,"_","68,5176300712",849
2285,"Avenue du Petit Bard",,0,,0,"_","59,7720451577",850
2287,"Square Guillaume Apollinaire",,0,,0,"_","49,9954548655",851
2292,"Rue du Saxifrage",,0,,0,"_","64,1347585536",852
2016,"Rue Père Pierre Blanc",,0,,0,"_","49,7235560379",853
2766,"Rue Pierre Beghin",,0,,0,"_","22,2933148482",854
2381,"Allée Antoine Coysevox",,0,,0,"_","45,3001494793",855
2434,"Allée Marie Reynes-Montlaur",,0,,0,"_","77,150400847",856
2474,"Allée George Balanchine",,0,,0,"_","72,7027087519",857
2528,"Allée de Coventry",,0,,0,"_","102,542717547",858
2929,"Impasse du Verdet",,0,,0,"_","110,603139807",859
2931,"Rue du Clos Saint Georges",,0,,0,"_","127,568523559",860
3209,"Allée de Sidon",,0,,0,"_","84,0923552561",861
3425,"Place Alphonse Laveran",,0,,0,"_","72,9313091203",862
10054,"Rue Louis Girardin",,0,,0,"_","66,034607828",1541
10073,"Rue Maurice Chauvet",,0,,0,"_","36,0049111299",1542
15714,"Rue Alexandre Langlade",,0,,0,"_","23,4167423262",1543
3022,"Rue Louis Daubenton",,0,,0,"_","193,390434236",1544
3463,"Impasse des Pères Pèlerins",,0,,0,"_","23,6081012621",1545
10255,"Impasse Jacques-Ange Gabriel",,0,,0,"_","16,5293549617",1546
10473,"Rue des Roitelets",,0,,0,"_","129,565617818",1547
10553,"Impasse d'Arcole",,0,,0,"_","31,7884989243",1548
4103,"Impasse Grégoire",,0,,0,"_","19,4616907287",1549
4116,"Rue Nozeran",,0,,0,"_","57,8220512694",1550
10794,"Rue Maurice Ravel",,0,,0,"_","161,874489917",1551
11013,"Plan Marguerite Yourcenar",,0,,0,"_","42,3831552211",1552
11233,"Le Grand Mail",,0,,0,"_","69,3527221345",1553
11352,"Rue Ambroise Paré",,0,,0,"_","23,1502688062",1554
16152,"Avenue Adolphe Alphand",,0,,0,"_","20,9736198366",1555
3473,"Rue Edouard Orliac",,0,,0,"_","63,7787708744",1556
3477,"Rue François Daumas",,0,,0,"_","234,504501888",1557
3600,"Allée Chrétien de Troyes",,0,,0,"_","46,4596828204",1558
3602,"Allée Chrétien de Troyes",,0,,0,"_","45,7005140663",1559
3613,"Rue Adrien Proby",,0,,0,"_","34,2360396812",1560
11592,"Allée de la Sainte Baume",,0,,0,"_","16,6833608587",1561
11676,"Rue de l'Espinouse",,0,,0,"_","16,2574657378",1562
11677,"Rue de l'Espinouse",,0,,0,"_","54,5280397605",1563
11872,"Rue Charles Perrault",,0,,0,"_","38,8604042151",1564
16792,"Allée Pierre Blanchet",,0,,0,"_","101,21819981",1565
6370,"Rue Henri Moissan",,0,,0,"_","39,6673607412",1566
12053,"Rue Michel Trocmé",,0,,0,"_","57,8030082485",1567
12212,"Rue Achille",,0,,0,"_","194,92543684",1568
12274,"Rue Gilles Martinet",,0,,0,"_","202,074234825",1569
12275,"Allée Laurent Duviols",,0,,0,"_","55,6005774193",1570
5002,"Rue Gui de Chauliac",,0,,0,"_","20,64738624",1571
12612,"Rue François Monville",,0,,0,"_","33,908056999",1572
12614,"Rue François Monville",,0,,0,"_","44,299492264",1573
18852,"Rue Fabri de Peiresc",,0,,0,"_","66,1610730037",1574
19213,"Rue de la Treille Muscate",,0,,0,"_","113,876027343",1576
19232,"Impasse Brun",,0,,0,"_","13,8406769097",1577
19298,"Rue Pierre Masse",,0,,0,"_","32,8537919614",1578
19416,"Avenue Nina Simone",,0,,0,"_","140,14843888",1579
19599,"Allée de l'abbé Pierre",,0,,0,"_","105,594516614",1580
19602,"Allée de l'abbé Pierre",,0,,0,"_","126,6970444",1581
19606,"Allée de l'abbé Pierre",,0,,0,"_","48,6921744806",1582
162,"Rue Saint Pierre",,0,,0,"_","17,6906621091",1583
194,"Rue Nicolas Poussin",,0,,0,"_","79,6471752934",1584
213,"Place de Compostelle",,0,,0,"_","12,2103981659",1585
2957,"Allée de la Clape",,0,,0,"_","13,7967144531",863
2961,"Rue de l'Espinouse",,0,,0,"_","28,6245414517",864
2977,"Place du Monte Renoso",,0,,0,"_","11,4671852981",865
2978,"Allée du Mont Chauve",,0,,0,"_","38,7151772043",866
2982,"Rue Maurice et Katia Krafft",,0,,0,"_","376,129819697",867
3048,"Rue Comte Bernard",,0,,0,"_","89,3656296034",868
3108,"Rue Senegonde",,0,,0,"_","263,798539327",869
3154,"Rue de Chantecler",,0,,0,"_","241,252255842",870
3155,"Rue de l'Aiglon",,0,,0,"_","22,106012299",871
3157,"Rue de l'Aiglon",,0,,0,"_","109,577406672",872
3168,"Allée Jean Eutique",,0,,0,"_","94,0240857532",873
3169,"Place Albert Delranc",,0,,0,"_","69,9160607626",874
5204,"Rue de l'Aiguillerie",,0,,0,"_","69,3401059006",875
3549,"Rue de la Frégate",,0,,0,"_","41,578887101",876
3287,"Impasse des Deux Ruisseaux",,0,,0,"_","200,182850476",877
3329,"Rue des Bouquetins",,0,,0,"_","170,558189057",878
3398,"Rue de la Paquière",,0,,0,"_","81,3097632723",879
3481,"Rue de l'Aramon",,0,,0,"_","52,0941285262",880
3482,"Rue du Carignan",,0,,0,"_","105,017364016",881
4387,"Allée du Chardonnay",,0,,0,"_","117,145779266",882
4966,"Rue du Cardinal de Cabrières",,0,,0,"_","14,4076361174",883
3769,"Passage des Ombrettes",,0,,0,"_","32,0807091733",884
3792,"Rue Claude Brousson",,0,,0,"_","38,3969759604",885
3834,"Rue du Puits des Esquilles",,0,,0,"_","42,5052818135",886
4438,"Place Saint Clément",,0,,0,"_","38,0855760166",887
4443,"Rue Greuze",,0,,0,"_","74,2434491713",888
4236,"Boulevard Louis Blanc",,0,,0,"_","119,780981193",889
4413,"Cour des Camisards",,0,,0,"_","60,9137145472",890
4415,"Cour des Camisards",,0,,0,"_","65,8984799003",891
4419,"Allée François de Chatillon",,0,,0,"_","216,860445017",892
4926,"Place Lannes",,0,,0,"_","35,5402785709",893
4930,"Rue Augereau",,0,,0,"_","65,2852948425",894
4982,"Place de la Chapelle Neuve",,0,,0,"_","19,3438590586",895
4986,"Rue Sainte Ursule",,0,,0,"_","11,5100623964",896
4990,"Rue du Collège Duvergier",,0,,0,"_","55,4987857757",897
5025,"Rue de l'Université",,0,,0,"_","47,537344514",898
5029,"Rue Fontanon",,0,,0,"_","38,760032675",899
5030,"Rue Fontanon",,0,,0,"_","34,9696061859",900
4472,"Cour Belle Vue",,0,,0,"_","78,8473423491",901
4477,"Allée de l'Oasis",,0,,0,"_","63,72696811",902
5287,"Rue Voltaire",,0,,0,"_","23,1577320964",903
5304,"Impasse Cope Cambes",,0,,0,"_","23,4508034511",904
5305,"Rue Cope Cambes",,0,,0,"_","30,1986110786",905
5307,"Rue En Gondeau",,0,,0,"_","32,7035365349",906
5308,"Rue En Gondeau",,0,,0,"_","16,9110567112",907
229,"Allée Paul Boulet",,0,,0,"_","185,958799998",1586
133,"Rue de la Flore Juvénale",,0,,0,"_","61,0658699276",1587
3,"Place de la Comédie",,0,,0,"_","23,9631549526",1588
8,"Rue Pablo Casals",,0,,0,"_","33,7961250631",1589
38,"Rue Saint Guilhem",,0,,0,"_","33,9954751938",1590
40,"Rue Saint Guilhem",,0,,0,"_","15,453810985",1591
41,"Rue Saint Guilhem",,0,,0,"_","30,6142758387",1592
45,"Rue de La Rochelle",,0,,0,"_","37,684607566",1593
51,"Rue de la Valfère",,0,,0,"_","16,175200872",1594
849,"Rue Diderot",,0,,0,"_","52,0954803918",1595
499,"Impasse Stéfan Zweig",,0,,0,"_","108,207558599",1596
507,"Rue Victor Baltard",,0,,0,"_","33,4684478662",1597
513,"Rue François Bélanger",,0,,0,"_","40,0207095302",1598
1920,"Rue Robert Desnos",,0,,0,"_","143,095488151",1599
321,"Place Frédéric Chopin",,0,,0,"_","73,7474093333",1600
331,"Allée Jean-Baptiste Lamarck",,0,,0,"_","157,045529519",1601
984,"Avenue Henri Frenay",,0,,0,"_","146,675348898",1602
629,"Place de l'Armoise",,0,,0,"_","115,79488331",1603
892,"Impasse du Temple",,0,,0,"_","61,717460059",1604
895,"Rue de Maguelone",,0,,0,"_","58,7469462268",1605
910,"Rue du Cheval Blanc",,0,,0,"_","52,0512165895",1606
923,"Boulevard Victor Hugo",,0,,0,"_","22,1866248402",1607
1184,"Rue Edouard Villalonga",,0,,0,"_","109,932466697",1608
1245,"Impasse du Couchant",,0,,0,"_","20,3679764542",1609
1253,"Rue Joseph Roucairol",,0,,0,"_","86,6384793392",1610
1274,"Rue de Chio",,0,,0,"_","37,006499933",1611
1437,"Rue François-André Philidor",,0,,0,"_","49,7852487599",1612
1447,"Impasse Louis-Ferdinand Herold",,0,,0,"_","279,33954355",1613
1081,"Rue lou Tarido",,0,,0,"_","97,4592753134",1614
1887,"Rue du Sichuan",,0,,0,"_","171,503770817",1615
1547,"Impasse Général Bugeaud",,0,,0,"_","105,918143123",1616
1549,"Impasse Louis Faidherbe",,0,,0,"_","56,9130563865",1617
1635,"Allée Rene Caillie",,0,,0,"_","51,9117104697",1618
1784,"Rue Jacques Tati",,0,,0,"_","97,0568127748",1619
1801,"Impasse Thomas More",,0,,0,"_","68,1932066001",1620
2167,"Plan André Lurçat",,0,,0,"_","74,8222367866",1621
2246,"Rue Maurice Ravel",,0,,0,"_","123,870230968",1622
2263,"Allée du Pigeonnier",,0,,0,"_","105,260778966",1623
2279,"Avenue du Petit Bard",,0,,0,"_","28,1576599216",1624
1983,"Impasse Jeanne Dieulafoy",,0,,0,"_","39,8454653878",1625
2015,"Rue Père Jourdan",,0,,0,"_","45,1828833371",1626
2759,"Place Calvi",,0,,0,"_","49,652249169",1627
2768,"Rue Pierre Beghin",,0,,0,"_","40,7245263815",1628
2397,"Cour des Capucins",,0,,0,"_","35,9874328145",1629
2414,"Rue Hubert Beuve-Mery",,0,,0,"_","120,527434378",1630
5322,"Rue Rebuffy",,0,,0,"_","25,4776416307",908
5324,"Rue d'Albisson",,0,,0,"_","30,5132026408",909
5330,"Rue de l'Amandier",,0,,0,"_","37,1024178255",910
5345,"Rue Rebuffy",,0,,0,"_","12,9482231406",911
5355,"Rue de la Valfère",,0,,0,"_","22,014498935",912
5357,"Rue de la Valfère",,0,,0,"_","14,8730050958",913
5365,"Rue Saint Guilhem",,0,,0,"_","56,9009299658",914
5379,"Rue de l'Amandier",,0,,0,"_","32,0078265612",915
5380,"Rue Eugène Lisbonne",,0,,0,"_","7,7815668821",916
5041,"Rue Chrestien",,0,,0,"_","18,6433728032",917
5046,"Rue du Calvaire",,0,,0,"_","55,642441022",918
