"AREA_,N,19,8","PERIMETER,N,19,8","BATIMENTS_,N,10,0","PATRLIB,C,36","CLEFPATR,C,8","CDCOL,C,1","CDPAT,C,5","CDELEM,C,2","CLASS,C,5","SYMBOLE,N,5,0","ID,N,10,0","AREA,N,19,11","LEN,N,19,11"
"367,82363765","91,22914844",899,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"368,10645","91,264272"
"949,84224381","172,8151903",900,Ecole élémentaire Emile Combes,00025500,0,00255,00,BC,109,0,"950,57521","172,88184"
"3327,08490634","629,93106483",802,Caserne Tastavin,99999999,0,00000,0,BT,104,0,"3329,66375","630,174582"
"1829,08428117","341,87448664",804,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"1830,50077","342,006838"
"753,97116263","191,24332669",809,Ecole élémentaire Jean Moulin,00032701,0,00327,01,BC,109,0,"754,55576","191,317287"
"607,86326292","172,63973112",810,Institut de Recherches Agronomiques,70012600,7,00126,00,BT,104,0,"608,3338","172,706641"
"215,35907502","86,2895804",813,Clinique Saint Jean,70015700,7,00157,00,BT,104,0,"215,52634","86,323093"
"1516,66803734","212,20841231",815,Ecole élémentaire Jean Zay,00035401,0,00354,01,BC,109,0,"1517,84096","212,290134"
"148,31216876","79,66469921",822,Clinique Saint Jean,70015700,7,00157,00,CI,0,0,"148,42694","79,695767"
"2627,86778139","443,4239974",825,Clinique Saint Jean,70015700,7,00157,00,BT,104,0,"2629,90102","443,596368"
"278,66372553","67,46473975",832,Maison de quartier Pierre Azéma,,,,,BC,109,0,"278,87938","67,490842"
"880,1152468","194,6844882",835,D.D.A.S.S,70006500,7,00065,00,BT,104,0,"880,79589","194,759458"
"132,30101245","51,58639932",1005,Ecole maternelle Luis de Camoens,00025001,0,00250,01,BC,109,0,"132,40288","51,606113"
"139,76630943","59,44315576",1007,Lycée Professionnel Léonard de Vinci,70009200,7,00092,00,BT,104,0,"139,87389","59,465978"
"7348,69519112","458,25630709",1008,Collège d'Alco,,,,,BT,104,0,"7354,32704","458,432016"
"224,09216873","72,93525157",1010,Lycée Professionnel Léonard de Vinci,70009200,7,00092,00,BT,104,0,"224,26469","72,963005"
"1659,01679385","248,28412134",1011,Clinique du Mas de Rochet,99999999,0,00000,0,BT,104,0,"1660,28012","248,378482"
"384,0042188","113,95143395",1012,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"384,29814","113,99487"
"1039,32907183","154,86775632",1015,Ecole élémentaire Jean Sibélius,00033602,0,00336,02,BC,109,0,"1040,12187","154,926524"
"356,78275011","90,26201028",1016,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"357,05403","90,296158"
"674,10872801","116,21811665",1017,Ecole maternelle Luis de Camoens,00024902,0,00249,02,BC,109,0,"674,62317","116,262659"
"405,8227187","106,60571448",1018,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"406,13442","106,646273"
"342,21556869","89,52173841",1020,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"342,47789","89,555716"
"820,46851265","144,7403204",1021,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"821,09542","144,796011"
"746,45572823","109,39091234",1022,Lycée Professionnel Léonard de Vinci,70009200,7,00092,00,CI,0,0,"747,02612","109,432767"
"268,87371256","82,75868158",1023,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"269,07869","82,790053"
"183,76837809","61,56266949",1024,M.P.T. Albert Dubout,00052200,0,00522,00,BC,109,0,"183,90858","61,586027"
"530,46732519","111,16300533",1026,Lycée Professionnel Léonard de Vinci,70009200,7,00092,00,BT,104,0,"530,87386","111,205649"
"601,67816289","142,71257241",1027,Ecole élémentaire Sigmund Freud,00025101,0,00251,01,BC,109,0,"602,13679","142,76657"
"655,15410613","161,08370747",1028,Ecole maternelle Luis de Camoens,00025001,0,00250,01,BC,109,0,"655,65684","161,145871"
"150,02569998","55,19876662",1030,Ecole élémentaire Sigmund Freud,00025001,0,00250,01,BC,109,0,"150,13961","55,219636"
"533,3806438","96,39280261",1031,Ecole maternelle Vincent Van Gogh,00039001,0,00390,01,BC,109,0,"533,78906","96,429727"
"917,20455917","128,9554637",1032,Ecole élémentaire Eugène Pottier,00033502,0,00335,02,BC,109,0,"917,90564","129,004638"
"459,39677174","127,95575024",1034,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"459,74775","128,00438"
"6387,28923114","539,11731822",1036,Lycée Professionnel Léonard de Vinci,70009200,7,00092,00,BT,104,0,"6392,17177","539,323411"
"815,09040614","130,11862754",1037,Ecole élémentaire Roosevelt,00039201,0,00392,01,BC,109,0,"815,71082","130,1683"
"814,40597202","130,0853759",1038,Ecole élémentaire L. Sédar Senghor,00027701,0,00277,01,BC,109,0,"815,02657","130,13512"
"331,72070312","76,76762859",1039,C.E.M.H  T.A.M Les Hirondelles,70020400,7,00204,00,BT,104,0,"331,97388","76,796867"
"923,38393756","171,05599781",1019,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"924,09032","171,121265"
"367,24542484","102,82621259",1025,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"367,52567","102,865813"
"206,5949469","57,50040649",1029,Lycée Professionnel Léonard de Vinci,70009200,7,00092,00,CI,0,0,"206,75288","57,522385"
"331,88548129","110,38493649",1033,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"332,13957","110,427057"
"582,4815688","132,643781",1035,Lycée Professionnel Léonard de Vinci,70009200,7,00092,00,BT,104,0,"582,92691","132,694914"
"1978,2893532","209,92795723",1041,Collège du Jeu de Mail,70010700,7,00107,00,BT,104,0,"1979,79986","210,007946"
"773,38361871","201,71583041",1043,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"773,97417","201,793239"
"2015,1982717","305,55803306",1046,Lycée Professionnel Léonard de Vinci,70009200,7,00092,00,BT,104,0,"2016,73839","305,67503"
"607,91093132","152,61315977",1050,Halte-garderie Pitchot Nanet,00049500,0,00495,00,BC,109,0,"608,37321","152,671174"
"1317,83856858","201,03919013",1055,Clinique du Mas de Rochet,99999999,0,00000,0,BT,104,0,"1318,84133","201,11589"
"1825,0427219","429,92854006",1056,C.H.U Saint Eloi,70016400,7,00164,00,BT,104,0,"1826,43699","430,092521"
"809,95189995","195,50725029",1064,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"810,57205","195,581613"
"819,94136251","102,04274915",1067,Police Municipale Aiguelongue,00089600,0,00896,00,BC,109,0,"820,56764","102,081711"
"291,25055638","85,5140873",1072,C.H.U Saint Eloi,70016400,7,00164,00,BT,104,0,"291,47197","85,546232"
"1014,98330001","192,21957984",1075,C.H.U Saint Eloi,70016400,7,00164,00,BT,104,0,"1015,7576","192,293383"
"3829,32882817","457,3963953",1077,CFRA du bâtiment,99999999,0,00000,0,BT,104,0,"3832,24946","457,57097"
"150,0977625","59,14773594",1080,C.H.U Saint Eloi,70016400,7,00164,00,BT,104,0,"150,21205","59,170224"
"850,87184403","125,95497855",1083,Crèche Louise Guiraud,00021101,0,00211,01,BC,109,0,"851,52058","126,003026"
"1070,20823444","146,81332854",1087,C.E.M.H  T.A.M Les Hirondelles,70020400,7,00204,00,BT,104,0,"1071,0237","146,869075"
"969,71663442","182,30416233",1090,URSSAF,00005800,0,00058,00,BT,104,0,"970,45642","182,3737"
"827,88050938","126,33153625",1040,Ecole maternelle Charlie Chaplin,00033702,0,00337,02,BC,109,0,"828,51128","126,379832"
"405,52759688","119,77046005",1042,Club de loisirs Aiguelongue,99999999,0,00000,0,BC,109,0,"405,83699","119,816094"
"949,90276248","227,8213624",1044,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"950,62849","227,907811"
"1932,8857999","178,5648266",1045,Halles des Quatre Saisons,00049100,0,00491,00,BC,109,0,"1934,36342","178,633194"
"864,79133738","169,44235426",1047,Clinique du Mas de Rochet,99999999,0,00000,0,BT,104,0,"865,44908","169,507007"
"665,28979695","116,48385254",1048,C.H.U la Colombière,70010700,7,00107,00,BT,104,0,"665,79733","116,528263"
"443,57566248","131,06426066",1049,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"443,91424","131,113783"
"411,3875625","98,00451133",1051,Lycée Professionnel Léonard de Vinci,99999999,0,00000,00,BT,104,0,"411,70138","98,041882"
"238,06587819","64,48081703",1052,Halte-garderie Pitchot Nanet,00049500,0,00495,00,BC,109,0,"238,24764","64,505361"
"790,7513937","142,75886902",1053,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"791,35455","142,813667"
"301,1625125","73,70438123",1054,Mairie annexe Mas de la Paillade,00001002,0,00010,02,BC,109,0,"301,39311","73,732558"
"167,93936251","51,90639621",1057,Collège du Jeu de Mail,70010700,7,00107,00,BT,104,0,"168,06776","51,926227"
"218,402575","85,0078868",1058,CFRA du bâtiment,99999999,0,00000,0,BT,104,0,"218,56946","85,040299"
"375,20428745","80,11673807",1059,C.E.M.H  T.A.M Les Hirondelles,70020400,7,00204,00,BT,104,0,"375,49095","80,147343"
"1070,62455931","146,8288897",1060,Salle Polyvalente Averroès,,,,,BT,104,0,"1071,43998","146,884616"
"812,83658753","129,89387314",1061,Ecole élémentaire André Boulloche,00027208,0,00272,08,BC,109,0,"813,45739","129,943597"
"536,75140938","96,78236578",1062,Ecole maternelle Virgina Woolf,00027301,0,00273,01,BC,109,0,"537,15885","96,819174"
"697,48285628","115,03441705",1063,Ecole maternelle James Joyce,00027501,0,00275,01,BC,109,0,"698,01573","115,078457"
"295,55436564","69,48682975",1065,Poste,70022300,7,00223,00,NP,170,0,"295,77882","69,513269"
"49,43749999","28,12681206",1066,CFRA du bâtiment,99999999,0,00000,0,CI,0,0,"49,47529","28,137558"
"376,23959052","114,13320026",1068,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"376,5266","114,176435"
"376,16825936","112,28233852",1069,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"376,45564","112,325096"
"134,47746559","46,44662942",1070,C.H.U Lapeyronie,70016500,7,00165,00,CI,0,0,"134,57996","46,464314"
"59,95561251","34,29066318",1071,C.H.U Lapeyronie,70016500,7,00165,00,CI,0,0,"60,00154","34,303719"
"1070,62455953","146,82890765",1073,C.E.M.H  T.A.M Les Hirondelles,70020400,7,00204,00,BT,104,0,"1071,43737","146,884536"
"520,28134072","119,04927698",1074,CFRA du bâtiment,99999999,0,00000,0,BT,104,0,"520,67851","119,094575"
"846,98523435","177,72018816",1076,Maison de la Justice,70024800,7,00248,00,BC,109,0,"847,62903","177,787464"
"2259,1470528","309,28251942",1078,C.E.M.H  T.A.M Les Hirondelles,70020400,7,00204,00,BT,104,0,"2260,86529","309,399764"
"3167,5472156","607,67513101",1079,C.H.U Lapeyronie,70016500,7,00165,00,BT,104,0,"3169,96275","607,906758"
"223,98644693","62,80125698",1081,CFRA du bâtiment,99999999,0,00000,00,BT,104,0,"224,15627","62,82516"
"446,14261882","127,11583872",1082,CFRA du bâtiment,99999999,0,00000,00,BT,104,0,"446,48117","127,164225"
"2359,90847509","457,61110375",1084,M.P.T Léo Lagrange,00098500,0,00985,00,BC,109,0,"2361,70937","457,785609"
"60,35429378","31,09015854",1085,C.H.U Lapeyronie,70016500,7,00165,00,CI,0,0,"60,40006","31,10194"
"1070,20872172","146,81404754",1086,C.E.M.H  T.A.M Les Hirondelles,70020400,7,00204,00,BT,104,0,"1071,02379","146,869755"
"237,64660626","89,32736272",1088,C.H.U Lapeyronie,70016500,7,00165,00,CI,0,0,"237,82729","89,361263"
"520,95255938","102,18947086",1089,C.H.U Lapeyronie,70016500,7,00165,00,CI,0,0,"521,34891","102,228329"
"434,27820617","92,46904029",1091,Cité universitaire le Triolet,70019500,7,00195,00,BT,104,0,"434,60788","92,504282"
"146,84944689","54,52357818",1093,C.H.U Saint Eloi,70016400,7,00164,00,BT,104,0,"146,96092","54,544135"
"510,83080307","102,4243081",1094,C.H.U Lapeyronie,70016500,7,00165,00,CI,0,0,"511,21898","102,463206"
"441,03438122","123,79331273",1095,C.H.U Saint Eloi,70016400,7,00164,00,BT,104,0,"441,36944","123,840871"
"141,63375619","47,71048707",1096,C.H.U Lapeyronie,70016500,7,00165,00,CI,0,0,"141,74093","47,728519"
"1819,3136343","194,87774858",1098,C.H.U Lapeyronie,70016600,7,00166,00,BT,104,0,"1820,69767","194,951694"
"75,99609375","34,91525875",1099,C.H.U Saint Eloi,70016400,7,00164,00,BT,104,0,"76,05344","34,92843"
"1070,20556556","146,81400704",1100,C.E.M.H  T.A.M Les Hirondelles,70020400,7,00204,00,BT,104,0,"1071,02102","146,869752"
"1070,62455931","146,8288897",1101,C.E.M.H  T.A.M Les Hirondelles,70020400,7,00204,00,BT,104,0,"1071,44003","146,884617"
"2486,82294307","213,65752739",1002,Gymnase Rabelais,,,,,BT,104,0,"2488,72845","213,738987"
"879,78581261","174,76495645",1003,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"880,46019","174,831628"
"477,72169369","122,18617283",1006,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"478,08663","122,232822"
"449,98818435","128,08975262",1009,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"450,33221","128,139174"
"103,12297184","67,87392649",1013,Eglise St Jean d'Aiguelongue,88888888,0,00000,0,CE,0,0,"103,20214","67,899964"
"332,3036063","149,90841569",1014,Eglise St Jean d'Aiguelongue,99999999,0,00000,0,BT,104,0,"332,55654","149,965655"
"71,76184693","35,27251393",958,Cité Universitaire Boutonnet,70019400,7,00194,00,BT,104,0,"71,81666","35,285926"
"256,58398443","64,07963567",960,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"256,78167","64,104312"
"263,70493447","64,84650595",961,M.P.T Paul Emile Victor,00140105,0,01401,05,BC,109,0,"263,90862","64,871612"
"377,19625317","101,05380087",962,Cité Universitaire Boutonnet,70019400,7,00794,00,BT,104,0,"377,48653","101,092438"
"1276,50878441","231,86868535",964,CDG Fonction Publique,70006100,7,00061,00,BT,104,0,"1277,48877","231,957827"
"264,07899379","64,56452096",966,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"264,2827","64,589502"
"244,39848129","62,54322373",967,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"244,58566","62,567176"
"641,89453129","101,34394242",968,Lycée Jean Monnet,70009800,7,00098,00,CI,0,0,"642,38887","101,382957"
"1461,15331256","244,01742187",970,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"1462,27235","244,110888"
"635,47458441","127,36101319",972,Ecole maternelle Cervantes,00031501,0,00315,01,BC,109,0,"635,96248","127,410298"
"3296,40524051","404,94435903",973,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"3298,93343","405,099756"
"809,91197806","129,50635365",975,Ecole élémentaire Louisville,00037701,0,00377,01,BC,109,0,"810,53364","129,556141"
"734,78833763","120,27844564",976,Ecole élémentaire Heidelberg,00031601,0,00316,01,BC,109,0,"735,3507","120,324637"
"527,93156249","114,50078037",978,Cité Universitaire Boutonnet,70019400,7,00794,00,BT,104,0,"528,33529","114,544767"
"3627,94544065","273,57779731",979,Bibliothèque Dep. Pierre Vives,70009800,7,00098,00,BT,104,0,"3630,7283","273,683399"
"1332,52384361","262,61685864",980,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"1333,54686","262,717384"
"850,84568743","125,6798264",982,,88888888,0,00000,0,CI,0,0,"851,49862","125,72798"
"576,8884531","123,83591744",983,Cité Universitaire Boutonnet,70019400,7,00794,00,BT,104,0,"577,33007","123,883548"
"526,63389994","113,82575984",984,Cité Universitaire Boutonnet,70019400,7,00794,00,BT,104,0,"527,03697","113,869501"
"681,05545315","107,01690668",986,,88888888,0,00000,0,CI,0,0,"681,57749","107,057884"
"269,87815009","84,54616153",987,,99999999,0,00000,0,NP,170,0,"270,08552","84,578388"
"401,15988436","120,54935333",989,,99999999,0,00000,0,NP,170,0,"401,46666","120,595388"
"512,77136565","149,63426742",990,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"513,16539","149,691687"
"817,57097183","127,83944629",992,Cité Universitaire Boutonnet,70019400,7,00794,00,BT,104,0,"818,19663","127,888476"
"251,39105947","69,60570234",993,,99999999,0,00000,0,NP,170,0,"251,58221","69,632122"
"932,81971867","209,83650285",994,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"933,53526","209,917052"
"368,72223122","80,73111882",997,Crèche Petit Prince de Boutonnet,00144500,0,01445,00,BC,109,0,"369,00515","80,762211"
"538,46792192","150,69599456",998,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"538,87908","150,753576"
"216,30011246","87,48662524",1000,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"216,46572","87,520002"
"296,18218739","106,07457691",1001,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"296,40828","106,115373"
"314,55412505","82,07801225",904,Maison de Quartier F.Guillierme,00053300,0,00533,00,BC,109,0,"314,7969","82,109758"
"5724,3053719","312,96008446",906,EHPAD Pierre Laroque,,,,,BC,109,0,"5728,69748","313,080214"
"867,05714996","123,92046704",908,Laboratoires SANOFI,99999999,0,00000,0,NP,170,0,"867,72526","123,968023"
"2118,22145008","503,35087276",909,Ecole Nationale de Chimie,70003700,7,00037,00,BT,104,0,"2119,85324","503,544384"
"339,60088435","73,43079048",915,,99999999,0,00000,0,NP,170,0,"339,86241","73,458996"
"8523,21221889","1269,18586784",916,Hôtel du Département,70006100,7,00061,00,BT,104,0,"8529,7751","1269,674368"
"1239,45023168","286,25059011",921,Ecole Nationale de Chimie,70003700,7,00037,00,BT,104,0,"1240,40478","286,36086"
"558,16792493","100,29154852",924,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"558,59862","100,330357"
"2440,62794041","320,08495399",929,,99999999,0,00000,0,NP,170,0,"2442,50453","320,208016"
"1004,16402817","225,61275495",931,Moulin de Sauret,99999999,,,,BT,104,0,"1004,93693","225,699404"
"367,27333118","91,25406085",934,Cité universitaire Voie Domitienne,70019800,7,00198,00,BT,104,0,"367,55558","91,289169"
"8835,96028442","1388,32719934",939,Faculté de Pharmacie,70013600,7,00136,00,BT,104,0,"8842,76135","1388,85954"
"2775,38191122","514,68846695",940,Ecole privé Sainte Odile,99999999,0,00000,0,BT,104,0,"2777,51581","514,886316"
"33,89491875","26,76203608",947,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"33,92115","26,772427"
"177,08212501","66,0167656",951,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"177,21718","66,042235"
"358,25797818","75,33495028",953,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"358,53297","75,363823"
"4045,61528748","460,37440013",957,Ecoles du C.H.U,70014900,7,00149,00,BT,104,0,"4048,7225","460,55161"
"739,99441585","167,34707951",959,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"740,56375","167,411955"
"114,63639686","52,74265613",963,Lycée Jean Monnet,70009800,7,00098,00,BT,104,0,"114,72498","52,762894"
"381,08317188","90,14329317",965,Cité Universitaire Boutonnet,70019400,7,00794,00,BT,104,0,"381,37673","90,177808"
"42,64524689","27,91252835",969,C.H.U la Colombière,70016500,7,00165,00,CI,0,0,"42,6782","27,923293"
"637,45715316","127,23709549",971,Ecole maternelle Luther King,00037501,0,00375,01,BC,109,0,"637,94467","127,285806"
"1214,23593762","143,50108564",974,Antenne CAF,,,,,BT,104,0,"1215,16755","143,556236"
"1640,40176232","297,57539473",977,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"1641,66012","297,689125"
"577,80267489","202,20992446",981,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"578,24589","202,288052"
"415,44620939","120,83145218",985,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"415,7631","120,877949"
"393,20669378","116,50903963",988,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"393,5082","116,553555"
"564,16095945","186,39114773",991,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"564,59337","186,462812"
"430,12487191","136,34893627",995,,99999999,0,00000,0,NP,170,0,"430,45453","136,400931"
"2694,7912469","623,0059605",996,,88888888,0,00000,0,NP,170,0,"2696,84621","623,243893"
"907,80030927","190,72450707",999,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"908,49483","190,797006"
"533,6760936","162,44539827",1004,C.H.U la Colombière,70016500,7,00165,00,BT,104,0,"534,08474","162,507557"
"1980,90104718","266,95041679",1215,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"1982,39829","267,05165"
"168,14257813","54,26671647",1216,Théâtre d'O,70019000,7,00190,00,BT,104,0,"168,26998","54,28731"
"92,47877192","38,13740851",1218,Faculté Paul Valéry,70013300,7,00133,00,CI,0,0,"92,54881","38,151781"
"535,30126878","123,7481854",1220,Cité Universitaire la Colombière,70019600,7,00196,00,BT,104,0,"535,70419","123,794911"
"536,18067518","105,22124664",1221,Bibliothèque départementale de prêt,99999999,0,00000,0,BT,104,0,"536,58573","105,260899"
"1664,72385022","235,08228726",1222,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"1665,9816","235,170654"
"78,27101561","36,02891903",1223,Théâtre d'O,70019000,7,00190,00,BT,104,0,"78,32975","36,042473"
"592,66679996","101,64721948",1224,M.P.T Rosa Lee Parks,,,,,BC,109,0,"593,11428","101,685719"
"113,06262501","44,1793735",1226,Théâtre d'O,70019000,7,00190,00,BT,104,0,"113,14838","44,196051"
"1491,17317828","239,7919452",1227,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"1492,30141","239,882788"
"533,58946253","122,12318173",1228,Cité Universitaire la Colombière,70019600,7,00196,00,BT,104,0,"533,99196","122,169124"
"531,42366562","123,07597978",1230,Cité Universitaire la Colombière,70019600,7,00196,00,BT,104,0,"531,82418","123,122432"
"1814,90510014","262,60144246",1232,Faculté Paul Valéry,70013300,7,00133,00,BT,104,0,"1816,2717","262,700646"
"1427,68696228","153,03070041",1233,Ecole élémentaire Rabelais,,,,,BC,109,0,"1428,7637","153,088356"
"1378,47458112","156,90677472",1234,Ecole maternelle François Mitterand,,,,,BC,109,0,"1379,51264","156,966148"
"1495,29687505","201,35062703",1235,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"1496,42203","201,426767"
"1991,07360658","267,24577523",1236,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"1992,56886","267,346769"
"2241,49575666","301,61102057",1238,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"2243,18116","301,724109"
"1165,82975943","182,80522108",1239,Faculté Paul Valéry,70013300,7,00133,00,BT,104,0,"1166,70685","182,874105"
"2243,68359336","301,6950612",1241,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"2245,37731","301,808244"
"990,53900019","179,34230485",1242,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"991,28545","179,410072"
"1315,02768113","194,98489943",1243,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"1316,02044","195,058019"
"2398,80828446","303,69991291",1244,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"2400,61278","303,81368"
"19,41039689","17,68998309",1245,Institut de Pharmacologie,99999999,,,,BT,104,0,"19,42503","17,696656"
"696,27283755","111,43657065",1246,Centre Sportif Univ. Motte Rouge,70000200,7,00002,00,BT,104,0,"696,79719","111,478551"
"74,42330622","43,61921915",1248,Institut de Pharmacologie,99999999,,,,BT,104,0,"74,47924","43,635642"
"290,88775002","68,33532884",1249,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"291,10669","68,361029"
"915,85282822","170,85464251",1250,Institut de Pharmacologie,99999999,0,00000,0,BT,104,0,"916,54047","170,91897"
"266,95952496","60,82522968",1254,CNAM,70012500,7,00125,00,BT,104,0,"267,16142","60,848224"
"930,98938446","114,05534752",1255,Restaurant Universitaire Vert-Bois,70019700,7,00197,00,BT,104,0,"931,6881","114,098106"
"1153,58677494","154,62197969",1256,Institut de Pharmacologie,99999999,,,,BT,104,0,"1154,45668","154,680379"
"339,77200952","72,43297413",1257,Restaurant Universitaire Vert-Bois,70019700,7,00197,00,BT,104,0,"340,0263","72,460218"
"288,03364695","70,31967305",1258,CNAM,70012500,7,00125,00,CI,0,0,"288,2508","70,346118"
"2219,96835403","283,64993689",1259,Centre Sportif Univ. Motte Rouge,70000200,7,00002,00,BT,104,0,"2221,63769","283,756693"
"466,02306567","93,61276041",1260,IUT CREUFOP,70012200,7,00122,00,CI,0,0,"466,37526","93,647993"
"252,95872811","64,16819123",1261,Crèche la Petite Sirène,,,,,BC,109,0,"253,14878","64,192311"
"2072,94199063","200,86417295",1263,Centre Sportif Univ. Motte Rouge,70000200,7,00002,00,BT,104,0,"2074,50042","200,939535"
"534,22893124","101,91417172",1264,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"534,63093","101,952676"
"719,09016545","119,44181578",1266,Institut d'Hématologie E.Jeanbrau,70019300,7,70193,00,BT,104,0,"719,63104","119,486749"
"906,48437243","136,5123291",1267,IUT CREUFOP,70012200,7,00122,00,BT,104,0,"907,16692","136,563369"
"7400,12649684","519,60555549",1269,Institut d'Hématologie E.Jeanbrau,70019300,7,70193,00,BT,104,0,"7405,68835","519,800911"
"653,8218311","108,40743295",1270,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"654,31037","108,447868"
"3075,87630956","311,59689255",1272,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"3078,18831","311,713259"
"2372,31833288","364,12133356",1274,CNRS,,,,,BT,104,0,"2374,10387","364,258122"
"26,82373437","25,66953313",1275,CINES,70012400,7,00124,00,BT,104,0,"26,84378","25,679216"
"1389,60015935","196,98590358",1276,INSERM,70006700,7,00067,00,BT,104,0,"1390,64388","197,060129"
"1119,87187822","133,86158394",1279,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"1120,71404","133,911904"
"406,53063753","81,52092342",1280,IUT CREUFOP,88888888,0,00000,0,CI,0,0,"406,83396","81,55136"
"774,02170922","169,64398928",1281,Cité Universitaire Vert-Bois,70019700,7,00197,00,BT,104,0,"774,60343","169,707909"
"911,01280274","136,71642895",1282,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"911,69459","136,767434"
"656,19037801","108,53135986",1283,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"656,68287","108,571942"
"967,87083756","189,23051179",1284,Institut d'Hématologie E.Jeanbrau,70019300,7,70193,00,BT,104,0,"968,59439","189,301308"
"638,80393746","130,6907277",1286,Ecole élémentaire Jules Ferry,00042601,0,00426,01,BC,109,0,"639,28351","130,73955"
"754,42830931","168,90593961",1287,Cité Universitaire Vert-Bois,70019700,7,00197,00,BT,104,0,"754,99293","168,969371"
"332,49130004","97,76566055",1289,Ecole maternelle Térésa,00042701,0,00427,01,BC,109,0,"332,74059","97,802338"
"346,22252496","74,82947961",1290,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"346,48187","74,857534"
"3003,8925469","341,79269224",1292,Ecole d'Architecture,70012100,7,00121,00,BT,104,0,"3006,14612","341,920886"
"1500,7963372","202,04867286",1293,IUT CREUFOP,70013700,7,00137,00,BT,104,0,"1501,92265","202,124033"
"770,61146243","169,92762163",1295,Cité Universitaire Vert-Bois,70019700,7,00197,00,BT,104,0,"771,18826","169,991428"
"779,93214068","169,82381957",1296,Cité Universitaire Vert-Bois,70019700,7,00197,00,BT,104,0,"780,52","169,887657"
"545,85740624","96,0320118",1297,Ecole maternelle Averroes,00036901,0,00369,01,BC,109,0,"546,2659","96,068016"
"773,84269054","169,61422922",1299,Cité Universitaire Vert-Bois,70019700,7,00197,00,BT,104,0,"774,42101","169,677816"
"962,40362769","190,13922436",1301,Cité universitaire Vert-Bois,,,,,BT,104,0,"963,1198","190,21033"
"1511,30421252","240,35164987",1202,Faculté des Sciences,70013200,7,00132,00,BT,104,0,"1512,44638","240,442825"
