"RUETRI","RUE","NORUED","NORUEF","PAIRIM","CDETABM"
"BOUSCHET DE BERNARD ","Rue Bouschet de Bernard                                         ",2,99998,"P","Ecole Elémentaire SEVIGNE                                   "
"BOUSQUET            ","Rue Cité Bousquet                                               ",1,99999,"I","Ecole Elementaire  POTTIER /SIBELIUS                        "
"BOUSQUET            ","Rue Cité Bousquet                                               ",2,99998,"P","Ecole Elementaire  POTTIER /SIBELIUS                        "
"BOUSSAIROLLES       ","Rue Boussairolles                                               ",1,99999,"I","Ecole Elémentaire Paul BERT / V.HUGO                        "
"BOUSSAIROLLES       ","Rue Boussairolles                                               ",2,99998,"P","Ecole Elémentaire Paul BERT / V.HUGO                        "
"BOUSSINESQ          ","Rue Boussinesq                                                  ",2,99998,"P","Ecole Elémentaire Paul LANGEVIN                             "
"BOUSSINESQ          ","Rue Boussinesq                                                  ",1,99999,"I","Ecole Elémentaire Jeanne d'ARC                              "
"BOUTONNET CLOS      ","Rue du Clos Boutonnet                                           ",1,99999,"I","Ecole Elémentaire Charles DAVILER                           "
"BOUTONNET CLOS      ","Rue du Clos Boutonnet                                           ",2,99998,"P","Ecole Elémentaire Charles DAVILER                           "
"BOUTONNET FAUBOURG  ","Rue du Faubourg Boutonnet                                       ",85,99999,"I","Ecole Elémentaire Charles DAVILER                           "
"BOUTONNET FAUBOURG  ","Rue du Faubourg Boutonnet                                       ",54,99998,"P","Ecole Elémentaire Charles DAVILER                           "
"BOUTONNET FAUBOURG  ","Rue du Faubourg Boutonnet                                       ",1,83,"I","Ecole Elémentaire CONDORCET                                 "
"BOUTONNET FAUBOURG  ","Rue du Faubourg Boutonnet                                       ",2,52,"P","Ecole Elémentaire CONDORCET                                 "
"BOUTONNET PIOCH DE  ","Rue du Pioch de Boutonnet                                       ",297,1455,"I","Ecole Elémentaire Sigmund FREUD                             "
"BOUTONNET PIOCH DE  ","Rue du Pioch de Boutonnet                                       ",160,1428,"P","Ecole Elémentaire Sigmund FREUD                             "
"BOUTONNET PIOCH DE  ","Rue du Pioch de Boutonnet                                       ",1457,99999,"I","Ecole Elémentaire Jules FERRY                               "
"BOUTONNET PIOCH DE  ","Rue du Pioch de Boutonnet                                       ",1430,99998,"P","Ecole Elémentaire Jules FERRY                               "
"BOUTONNET PIOCH DE  ","Rue du Pioch de Boutonnet                                       ",1,295,"I","Ecole Elémentaire Charles DAVILER                           "
"BOUTONNET PIOCH DE  ","Rue du Pioch de Boutonnet                                       ",2,158,"P","Ecole Elémentaire Charles DAVILER                           "
"BOUTONS D'OR        ","Rue des Boutons d'Or                                            ",1,99999,"I","Ecole Elémentaire Jacques BREL                              "
"BOUTONS D'OR        ","Rue des Boutons d'Or                                            ",2,99998,"P","Ecole Elémentaire Jacques BREL                              "
"BOUVREUILS          ","Rue des Bouvreuils                                              ",1,99999,"I","Ecole Elémentaire Jean MOULIN                               "
"BOUVREUILS          ","Rue des Bouvreuils                                              ",2,99998,"P","Ecole Elémentaire Jean MOULIN                               "
"BOUYERON            ","Rue Pierre Bouyeron                                             ",2,99998,"P","Ecole Primaire OLYMPE DE GOUGES (Element )                  "
"BOUYERON            ","Rue Pierre Bouyeron                                             ",1,99999,"I","Ecole Primaire OLYMPE DE GOUGES (Element )                  "
"BOYER               ","Rue Boyer                                                       ",1,99999,"I","Ecole Elémentaire Paul BERT / V.HUGO                        "
"BOYER               ","Rue Boyer                                                       ",2,99998,"P","Ecole Elémentaire Paul BERT / V.HUGO                        "
"BRAHE               ","Rue Tycho Brahé                                                 ",1,99999,"I","Ecole Elémentaire Blaise PASCAL                             "
