"RÚgIE_ENTR","PROJET_O_N","DOM_PUBLIC","DOSSIER","O_N","NOM","CANTON","SS_QUARTIE","QUARTIER","QUARTIER0","SECTEUR","LIBSECTEUR","CAT?GORIE","LIBCATÚgOR","DATE_CR?AT","ADRESSE","PELOUSES","FLEURS","ARBUSTES","JEUX","ALL?ES","FRICHE","JARDINIERE","HAIES_LONG","WC_O_N","D?POT_JARD","ECLAIRAGE_","V?G?TAUX","BORNE_FONT","BASSINS_FO","DATE_MODIF","COORDONN?E","N_GEST","_LIBGESTI","N_MOEUVRE","_1_LIBGES","DATE_FICHE","GROUPE_ENT","LIBGROUPE","EAU_SURFAC","ROSIERS_SU","FEUILLUS_U","CONIFERE_U","PRAIRIE","AUTEUR_FIC","PALMIERS_Q","BOISEMENT","XCOORD","YCOORD","ALLÚeS_NON","VIVACES","PROPRIÚt?","LIBPROPRI","UNIFIÚe","LIBTYPOLOG","SEV","NON_SEV","TOTALE","ARBRES","HORTICOLE","HISTORIQUE","ECOLOGIE","ACTIVIT?","COMPOSITIO","ZONE","CL¶tURÚ_O_","FERMETURE","LIBFERMETU","HANDICAPÚs","HANDICAP0","LIBEVOLUTI","ACCESSIBIL","MODIFICATI","TRAML1","BUS","MSEC","BALAYAGESE","NOMCOURT","LONGITUDE","LATITUDE"
"Non","Non","19780101",72,"Non","Prairies Grammont",4,29,"Grammont","Port Marianne","J","Grammont Entretien","Parc","Parc (sup Ó 1ha)","19780101","Avenue Albert Einstein",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,34942,"S11",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,0,0,24510,,0,0,"728351,84442163","147504,69621076",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",24510,0,24510,0,0,1,3,1,0,"Est","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",,,"12 - Grammont (Terminus) (434 m)",0,"Non","Prairies Grammont","3,92686","43,616328"
"Non","Non","01/01/1774",83,"Non","Promenade du Peyrou",10,21,"Centre historique","Centre","B","Peyrou","Parc","Parc (sup Ó 1ha)","01/01/1774","Rue Franþois Franque, rue de la BlottiÞre, r Hilaire Ricard",4500,1189,0,0,38002,0,0,0,"Oui","Oui","Oui","magnolia, platane",2,3,35076,"J10",1,"SEV",1,"SEV",33676,1,"Prestige",1659,0,350,0,0,,0,0,"723747,35097854","146849,05855417",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",45350,0,45350,350,3,4,0,3,4,"Centre","Oui",1,"Portail","Oui",0,"Pas d'Úvolution possible","Oui",39818,,"6 - Pitot (90 m)",0,"Oui","Promenade Peyrou","3,869672","43,611213"
"Non","Non","01/01/1858",144,"Non","Square Maquis Bir-hakeim",7,20,"Les Arceaux","Centre","B","Peyrou","Parc","Parc (sup Ó 1ha)","01/01/1858","BLD BENJAMIN MILHAUD",1640,0,446,50,844,0,0,250,"Non","Oui","Oui","pin pignon",0,0,35076,"H10",1,"SEV",1,"SEV",33878,2,"Normal",0,0,0,0,0,,0,7440,"722796,26647155","146792,40759282",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",10420,0,10420,0,2,2,2,1,0,"Centre","Oui",1,"Portail","Non",0,"Pas d'Úvolution possible","Non",39720,,"15 - Benjamin Milhaud (186 m)",0,"Oui","Sq Bir-hakeim","3,857879","43,610862"
"Non","Non","19650101",254,"Non","Parc Bel juel",9,5,"Alco","Les CÚvennes","H","CÚvennes","Parc","Parc (sup Ó 1ha)","19650101","Ave des Moulins",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,35076,,1,"SEV",1,"SEV",33634,2,"Normal",0,0,0,0,0,,0,3874,0,0,0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",3874,0,3874,0,0,0,0,0,0,"Nord-Ouest","Oui",1,"Portail","Non",3,"Plusieurs amÚnagements Ó modifier","Oui",39680,,,0,"Non","Parc Bel juel","3,831981","43,617889"
"Non","Non","19890101",280,"Non","Parc de Bagatelle",8,8,"Pas du Loup","Croix d'Argent","W","Croix d'Argent","Parc","Parc (sup Ó 1ha)","01/01/1850","252 Rue de Cheng-du",2322,0,370,576,250,0,30,0,"Non","Non","Non","3 trachycarpus fortunei, 2 c. humilis, jujubiers, 3 pins pignon, amandiers , chÛnes verts, chÛnes blancs, cerisiers du Japon.         MPT COLUCCI: 5 celtis australis + 1 aesculus hippocastanum 'Baumanii'",0,1,35117,"F6",1,"SEV",1,"SEV",33717,2,"Normal",10,0,38,3,1200,,5,7717,"721347,20004456","144896,33460067",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",12475,0,12475,46,3,3,2,3,3,"Sud","Oui",2,"Tourniquet","Oui",2,"Fermeture Ó modifier","Non",,,"11 - Cheng-du (60 m)",0,"Oui","Parc Bagatelle","3,839502","43,594037"
"Non","Non","19780101",310,"Non","Parc du chÔteau de Grammont",4,29,"Grammont","Port Marianne","J","Grammont Entretien","Parc","Parc (sup Ó 1ha)","01/01/1850","Ave Albert Einstein",6100,350,200,0,1000,0,0,40,"Non","Oui","Oui","cÞdre, 33 trachycarpus fortunei, 23 c humilis, 9 p canariensis, 2 washingtonia filifera",1,2,34942,"S11",1,"SEV",1,"SEV",33878,1,"Prestige",100,0,40,15,0,,60,14152,"728572,35224522","147403,69143552",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",21902,0,21902,115,4,4,2,2,3,"Est","Oui",1,"Portail","Oui",1,"Circulations Ó modifier","Oui",,,"12 - Grammont (Terminus) (204 m)",0,"Oui","Parc Grammont","3,929567","43,615381"
"Non","Non","19901001",439,"Non","Esplanade de l'Europe",3,25,"Antigone","Centre","C","Antigone","Parc","Parc (sup Ó 1ha)","19901001","Esplanade de l'Europe",15660,0,0,0,800,0,0,0,"Non","Non","Non","2 platanes",0,0,34862,"N9",1,"SEV",1,"SEV",33640,1,"Prestige",0,0,2,0,0,,0,0,"725811,59008973","146447,03642584",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",16460,0,16460,2,0,1,0,2,4,"Centre","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",,"1 et 2 - Place de l'Europe (100 m)","12 - Piscine Olympique (76 m)",0,"Non","Esplanade Europe","3,895145","43,607246"
"Non","Non","19910701",460,"Non","Parc Chico Mendes",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Parc","Parc (sup Ó 1ha)","19910701","Rue de l'Agenais",500,0,800,370,200,0,0,0,"Non","Non","Non",,0,0,35076,"C14",1,"SEV",1,"SEV",33792,2,"Normal",0,0,25,0,0,,0,0,"719943,74867736","149087,45470238",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",1870,0,1870,25,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39749,"1 - Saint-Paul (253 m)","15 - GÚmaux (198 m)",0,"Oui","Parc Mendez","3,82306","43,631986"
"Oui","Non","20000601",527,"Non","Parc Marianne",4,31,"Port Marianne","Port Marianne","L","Port Marianne","Parc","Parc (sup Ó 1ha)","19970101","Ave de la mer",8000,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,35075,"O8",1,"SEV",25,"Clanet",33633,2,"Normal",0,0,1364,79,33700,"OMR",0,5500,"726509,16417227","145755,55836513",0,1300,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",48500,0,48500,1443,1,1,1,2,4,"Est","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Oui",40065,"1 - Port-Marianne (332 m)",,0,"Non","Parc Marianne","3,903623","43,600904"
"Non","Non","19920101",530,"Non","Domaine de MÚric",3,18,"Aiguelongue","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Parc","Parc (sup Ó 1ha)","01/01/1862","634 Rue de Ferran, rue de la Draye",0,0,8600,500,20000,0,0,0,"Non","Non","Non","7 trachycarpus fortunei, 12 c humilis",0,0,35076,"M14",1,"SEV",1,"SEV",33679,2,"Normal",0,0,0,0,50000,,19,19800,"725507,20941427","149000,11342431",0,500,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",99400,0,99400,19,4,4,4,3,2,"Nord-Ouest","Oui",1,"Portail","Oui",1,"Circulations Ó modifier","Oui",39961,,"La Ronde - Maurice Chevalier (227 m)",0,"Oui","Domaine MÚric","3,891686","43,630881"
"Non","Non","19950101",538,"Non","Parc de l'Aiguelongue",3,18,"Aiguelongue","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Parc","Parc (sup Ó 1ha)","19600101","Rue Major Flandre",0,0,0,150,2210,0,13,0,"Non","Non","Non",,0,0,35079,"K14",1,"SEV",1,"SEV",33633,2,"Normal",0,0,0,0,6000,"Hugues",0,1309,"724007,3778401","148885,02473659",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",9682,0,9682,0,2,0,2,3,3,"Nord-Ouest","Oui",1,"Portail","Non",1,"Circulations Ó modifier","Non",39286,,"La Navette - Fac de Lettres (233 m)",0,"Oui","Parc Aiguelongue","3,873363","43,629492"
"Non","Non","19600101",544,"Non","AllÚe Gaby Hobt (Promenade pinÞde)",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Parc","Parc (sup Ó 1ha)","19600101","Rue de Bologne, Eglise Saint Paul",1670,0,0,0,0,0,0,0,"Non","Non","Non","acacia de besson,pins Alep",0,0,35076,"B14",1,"SEV",1,"SEV",33633,2,"Normal",0,0,10,10,0,,0,940,"719605,20925897","148968,58227699",2200,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",2610,0,4810,20,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - Saint-Paul (150 m)","15 - Lausanne (334 m)",0,"Oui","AllÚe Hobt","3,81884","43,63097"
"Non","Non","19920215",626,"Non","Parc la Carriera",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Parc","Parc (sup Ó 1ha)","19920215","Rue Louis Pergaud",0,0,2057,143,400,0,0,0,"Non","Non","Non","24 koelreuteria,43 pins pignon, 40 pins d'Alep, 11 cyprÞs, 7 tilia, 9 grenadiers,  33 oliviers et 5 eucalyptus.",0,0,35080,"B16",1,"SEV",1,"SEV",33728,3,"Rustique",0,0,78,94,7500,"PICAL",0,0,"719488,85932536","150120,73040004",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",10100,0,10100,172,2,0,2,2,2,"Nord-Ouest","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",39497,,"15 - Jacques PrÚvert (145 m)",0,"Oui","Parc Carriera","3,817654","43,641358"
"Oui","Non","19940915",659,"Non","Parc Richter",4,31,"Port Marianne","Port Marianne","L","Port Marianne","Parc","Parc (sup Ó 1ha)","19940915","Rond-point C. Colomb",19710,0,300,0,530,0,0,0,"Non","Non","Oui","chÛnes verts, eucalyptus, chÛnes blancs, figuiers, mimosas, albizia, pins parasols, pins pignons, 19 platanes",0,0,35080,"N8",1,"SEV",47,"UPEE7",33900,2,"Normal",0,0,518,199,0,"Jean Lardat",0,0,"725947,17402321","145848,36504207",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",20540,0,20540,717,2,0,0,3,0,"Est","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",,"1 - MoularÞs (149 m)","12 - ComtÚ de Melgueil (372 m)",0,"Oui","Parc Richter","3,896685","43,601835"
"Non","Non","19950101",676,"Non","Parc de la grande Lironde",4,31,"Port Marianne","Port Marianne","L","Port Marianne","Parc","Parc (sup Ó 1ha)","01/01/1850","Ave Albert Einstein",0,0,7000,0,4200,0,0,0,"Non","Non","Non","1 chÛne pubescent, 1 Úrable de Montpellier, 4  trachycarpus fortunei",0,0,35081,"P9",1,"SEV",1,"SEV",33954,3,"Rustique",0,0,2,0,25460,"Galtier",4,8000,"726786,95358016","146567,38030478",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",44660,0,44660,6,3,1,3,2,3,"Est","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",,,"12 - Vieille Poste (376 m)",0,"Oui","Parc Grande Lironde","3,907254","43,608162"
"Non","Non","19940603",749,"Non","Square d' Ajaccio et extension",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Parc","Parc (sup Ó 1ha)","19940603","rues ComtÚ de Nice, de Corse et d'Ajaccio",50,0,50,0,500,0,0,0,"Non","Non","Non","4 m¹riers platanes, 1 micocoulier + 20 cyprÞs, 8 arbousiers, 8 arbres de JudÚe, 4 figuiers, 40 chÛnes verts, 10 pins d'Alep",0,0,35076,"A15",1,"SEV",1,"SEV",34499,3,"Rustique",0,0,65,30,3480,"Pical AndrÚ",0,9100,"719045,7416017","149587,85401034",0,0,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",13180,0,13180,95,0,0,0,0,0,"Nord-Ouest","Oui",5,"Portillon","Non",0,"Pas d'Úvolution possible","Non",39391,,"15 - Mas de Bellevue (232 m)",0,"Non","Sq d' Ajaccio","3,812045","43,636634"
"Non","Non","19950801",782,"Non","Domaine de la Pompignane",4,27,"MillÚnaire","Port Marianne","L","Port Marianne","Parc","Parc (sup Ó 1ha)","19960801","Rue du Salaison",800,0,1000,0,600,643,0,0,"Oui","Non","Oui","Pinus pinea , buxus,phyllostachis,celtis australis,robinier pseudo acaccia,eryobotria,sophora,prunus serrulata kanzan",0,0,35093,"P12",1,"SEV",1,"SEV",34932,1,"Prestige",0,0,55,0,3000,"Hugues Roland",1,4717,"726770,66248737","147927,0033772",0,500,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",11260,0,11260,56,1,1,2,2,3,"Est","Oui",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Oui",,,"9 - La Pompignane (Terminus) (136 m)",0,"Oui","Domaine Pompignane","3,907373","43,620402"
"Oui","Non",,849,"Non","Parc Malbosc",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Parc","Parc (sup Ó 1ha)","19990101","Rue de Malbosc",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"D14",1,"SEV",25,"Clanet",35963,3,"Rustique",0,0,0,0,4400,"AggÚri",0,276600,"720464,01260814","148942,30632089",0,2800,1,"Ville de Montpellier","Espaces naturels amÚnagÚs","Espaces naturels amÚnagÚs",283800,0,283800,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39903,,,0,"Non","Parc Malbosc","3,829475","43,630595"
"Non","Non","20030301",965,"Non","Parc Dioscoride",10,3,"Celleneuve","La Mosson","G","Mosson","Parc","Parc (sup Ó 1ha)","20030215","Esplanade de Celleneuve - AllÚe de Paris",4250,100,485,280,1745,0,0,0,"Non","Non","Oui","arbres: marronnier, arbre de judÚe, savonnier, Magnolia grandiflora, olivier, amandier, chÛne rouge d'amÚrique; conifÞres: pin pignon, cyprÞs",1,0,,"D10",1,"SEV",1,"SEV",37657,1,"Prestige",0,0,46,20,0,"Croze",0,0,"720687,14802733","147007,87043283",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",6860,0,6860,66,0,0,0,0,0,"Nord-Ouest","Oui",5,"Portillon","Oui",0,"Pas d'Úvolution possible","Oui",39437,,"15 - Petit-Bard (184 m)",0,"Oui","Parc Dioscoride","3,831804","43,613149"
"Oui","Non","20030507",971,"Non","Parc BartolomÚ de Las Casas",7,6,"Les CÚvennes","Les CÚvennes","H","CÚvennes","Parc","Parc (sup Ó 1ha)","20030507","Avenue Saint-ClÚment",985,0,667,150,1537,0,0,120,"Non","Non","Oui","Sorbiers, Pins, CÞdres, CyprÞs, Micocouliers. Eucalyptus, Koelreuteria, Schinus, Euodia",0,0,,"F11",1,"SEV",47,"UPEE7",37753,2,"Normal",0,0,46,17,1028,"PICAL",0,0,"721742,70573577","147453,09023299",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",4367,0,4367,63,1,0,1,2,2,"Nord-Ouest","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",39847,,"6 - Las Cazes (70 m)",0,"Oui","Parc de Las Casas","3,844979","43,616982"
"Non","Non","20070427",995,"Non","Jardins de la Lironde",4,31,"Port Marianne","Port Marianne","L","Port Marianne","Parc","Parc (sup Ó 1ha)","20060426","324, Rue du Mas de Carbonnier",0,0,2250,0,0,0,0,0,"Non","Non","Non","30 Acer monspessulanum, 10 Alnus cordata, 96 Celtis australis, 27 Cercis siliquastrum, 119 Pinus halepensis, 87 Pinus pinea, 7 Prunus avium, 6 Prunus dulcis, 87 Quercus ilex, 8 Quercus pubescens, 10 Salix alba",0,0,,"P9",1,"SEV",1,"SEV",38258,3,"Rustique",0,0,281,206,18320,"M. Bonnet",0,0,"727001,15517428","146481,09006495",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",20570,0,20570,487,2,0,2,1,1,"Est","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",39322,"1 - MillÚnaire (443 m)",,0,"Non","Jardins la Lironde","3,909887","43,607349"
"Non","Oui",,996,"Non","Parc RenÚ Dumont",1,22,"Gambetta","Centre","B","Peyrou","Parc","Parc (sup Ó 1ha)",,,14200,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"K8",1,"SEV",0,"Sans",38258,0,"IndÚfini",0,0,0,0,0,"M. Bonnet",0,0,"724291,36837362","145756,39919572",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",14200,0,14200,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"2 - Nouveau Saint-Roch (204 m)","5 - OrchidÚes (303 m)",0,"Non","Parc Dumont","3,876158","43,601288"
"Non","Non",,997,"Non","Parc du Mas de Nouguier",6,11,"Croix d'Argent","Croix d'Argent","W","Croix d'Argent","Parc","Parc (sup Ó 1ha)",,,0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"H4",1,"SEV",1,"SEV",38258,2,"Normal",0,0,0,0,216100,"M. Bonnet",0,0,"722448,47791661","143564,87935319",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",216100,0,216100,0,0,2,0,1,1,"Sud","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39512,"2 - Les Grisettes (484 m)",,0,"Non","Parc Mas Nouguier","3,852835","43,581873"
"Non","Non","20060101",1025,"Non","Parc de Font Colombe (ChÔteau Bon)",8,4,"La Martelle","Les CÚvennes","H","CÚvennes","Parc","Parc (sup Ó 1ha)",,"Rue de ChÔteau Bon",0,0,0,0,0,0,0,0,"Non","Non","Non",,0,0,,"D7",1,"SEV",1,"SEV",38730,3,"Rustique",0,0,0,0,0,"P. Croze",0,52740,"720600,96289133","145306,97524259",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",52740,0,52740,0,3,3,2,2,2,"Nord-Ouest","Oui",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39555,,"7 - Les Bouisses (Terminus) (51 m)",0,"Non","Parc Font Colombe","3,830354","43,597855"
"Oui","Non",,1038,"Non","Parc Saint-Fiacre (ZAC Malbosc)",10,17,"H¶pitaux-FacultÚs","H¶pitaux-FacultÚs","D","H¶pitaux-FacultÚs","Parc","Parc (sup Ó 1ha)","20060816","Rue AglaÙ Adamson",14000,0,800,320,900,0,0,0,"Non","Non","Non","119 Pinus pinea; 42 Cercis siliquastrum; abelia grandiflora; Pittosporum tobira; graminÚes",0,0,,"D14",17,"SERM",39,"Espaces verts du midi",38992,1,"Prestige",0,0,42,118,2350,"Hugounenc",0,0,"720688,93479235","149222,51311673",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",18370,0,18370,160,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39134,"1 - Malbosc (254 m)",,0,"Non","Parc St-Fiacre","3,832323","43,633079"
"Oui","Non","20080318",1069,"Non","Parc du BelvÚdÞre",7,8,"Pas du Loup","Croix d'Argent","T1","Etudes 1","Parc","Parc (sup Ó 1ha)","20080318","rue de Bugarel",0,0,0,250,1900,0,0,0,"Non","Non","Oui","Pinus pinea; Koeulreteria paniculata; Magnolia grandiflora; Prunus serrulata 'Amanogawa'; Cercis siliquastrum; Ficus carica 'Madeleine des deux saisons'; Fraxinus oxycarpa; Maclura pomifera; Prunus amygdalus; Prunus Mahaleb; CÞdres ""fastigiÚs""",1,0,,"g5",1,"SEV",39,"Espaces verts du midi",39525,2,"Normal",0,0,122,60,8470,"M Serieys",0,4250,0,0,0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",14870,0,14870,182,0,0,0,0,0,"Etudes","Non",0,,"Oui",0,,"Oui",39825,,,0,"Non","Parc du BelvÚdÞre","3,846421","43,590242"
"Non","Non","19830101",12,"Non","Place du MarchÚ aux fleurs",1,21,"Centre historique","Centre","A","Ecusson","Place","Place","19830101","Place A. Briand",0,0,130,0,0,0,0,0,"Non","Non","Non","4 trachycarpus fortunei, 1 c humilis, 1 p canariensis, 1 washingtonia filifera",0,1,34451,"K10",1,"SEV",1,"SEV",33878,1,"Prestige",0,0,0,0,0,,7,0,"724371,45748782","146876,70085998",0,0,1,"Ville de Montpellier","Accompagnement de bÔtiments publics","Accompagnement de bÔtiments publics",130,0,130,7,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Oui",0,"Pas d'Úvolution possible","Oui",36994,"1 - ComÚdie (377 m)","6 - Peyrou (342 m)",0,"Non","Pl MarchÚ aux fleurs","3,877409","43,611357"
"Non","Non","19710101",73,"Non","Fontaine PrÚfecture",1,21,"Centre historique","Centre","A","Ecusson","Place","Place","19710101","Place des Martyrs de la rÚsist",0,2,180,0,0,0,1,0,"Non","Non","Oui","Olivier",0,1,34451,"K10",1,"SEV",1,"SEV",33676,1,"Prestige",0,0,1,0,0,,0,0,"724303,03489813","146823,83363631",0,0,1,"Ville de Montpellier","Parcs, jardins, et squares","Parcs, jardins, et squares",183,0,183,1,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,"1 - ComÚdie (377 m)","6 - Peyrou (270 m)",0,"Non","Fontaine PrÚfecture","3,876709","43,610703"
"Non","Non","19670101",80,"Non","Place Emile Combes",3,28,"Les Beaux Arts","Centre","E","Verdanson","Place","Place","19670101",,0,0,30,0,0,0,0,0,"Non","Non","Oui",,0,0,34445,"L11",1,"SEV",1,"SEV",33633,2,"Normal",0,0,0,0,0,,0,0,"724602,89610914","147449,62180678",0,0,1,"Ville de Montpellier","Accompagnement de voirie","Accompagnement de voirie",30,0,30,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39465,"2 - Beaux Arts (265 m)","4 - Proudhon (141 m)",0,"Non","Pl E Combes","3,880409","43,616474"
"Non","Non","19720101",81,"Non","Place d'Italie",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Place","Place","19720101","Place d'Italie",0,0,300,0,0,0,0,0,"Non","Non","Oui","17 pins pignons 36 micocouliers",0,1,34626,"B16",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,36,17,0,,0,0,"719591,5457618","150254,00204938",1494,0,1,"Ville de Montpellier","Accompagnement de voirie","Accompagnement de voirie",300,0,1794,53,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39465,,"15 - Place d'Italie (69 m)",0,"Non","Pl d'Italie","3,818956","43,642541"
"Non","Non","19870101",82,"Non","Place Renaudel",10,3,"Celleneuve","La Mosson","G","Mosson","Place","Place","19870101",,0,0,8,0,0,0,0,0,"Non","Non","Oui",,0,1,35117,"D10",1,"SEV",1,"SEV",33717,2,"Normal",0,0,0,0,0,,0,0,"720441,09997442","147150,49632254",0,0,1,"Ville de Montpellier","Accompagnement d'habitations","Accompagnement d'habitations",8,0,8,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",,,"15 - Marie Curie (78 m)",0,"Non","Pl Renaudel","3,828788","43,614473"
"Non","Non","19720101",93,"Non","Place du Rouergue",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Place","Place","19720101",,0,0,1000,0,0,0,0,0,"Non","Non","Oui","cyprÞs, acacia boule",0,0,34445,"C16",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,4,1,0,,0,0,"719718,82649315","149948,14992038",0,0,1,"Ville de Montpellier","Accompagnement de voirie","Accompagnement de voirie",1000,0,1000,5,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39465,"1 - Hauts de Massane (462 m)","15 - Pierre Cardenal (164 m)",0,"Non","Pl du Rouergue","3,820465","43,639768"
"Non","Non","19720101",94,"Non","Place du Minervois",9,1,"Les Hauts de Massane","La Mosson","F","Hauts de Massane","Place","Place","19720101",,0,0,450,0,0,0,0,0,"Non","Non","Oui","micocoulier, pin",0,0,34445,"C15",1,"SEV",1,"SEV",33633,3,"Rustique",0,0,0,0,0,,0,0,"719988,62801038","149799,95352798",0,0,1,"Ville de Montpellier","Accompagnement de voirie","Accompagnement de voirie",450,0,450,0,0,0,0,0,0,"Nord-Ouest","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",39465,"1 - Hauts de Massane (300 m)","15 - Hauts de Massane (191 m)",0,"Non","Pl du Minervois","3,823776","43,638391"
"Non","Non","19700101",97,"Non","Place St C¶me",1,30,"ComÚdie","Centre","A","Ecusson","Place","Place","19700101","rue Enrouant",0,0,6,0,0,0,0,0,"Non","Non","Oui","Úrable de montpellier",0,0,34451,"K9",1,"SEV",1,"SEV",33637,2,"Normal",0,0,0,0,0,,0,0,"724323,63524772","146521,34482969",0,0,1,"Ville de Montpellier","Accompagnement d'habitations","Accompagnement d'habitations",6,0,6,0,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Oui",1,"Circulations Ó modifier","Oui",,"1 - ComÚdie (245 m)","6 - Jeu de Paume (144 m)",0,"Non","Place St C¶me","3,876733","43,608167"
"Non","Non","19870101",111,"Non","Place Faulquier",3,25,"Antigone","Centre","C","Antigone","Place","Place","19870101","Avenue du pont JuvÚnal",0,0,200,0,0,0,0,60,"Non","Non","Oui","4 Platanes; Washingtonia, Cupressus sempervirens, Tilleul",0,1,34445,"M9",1,"SEV",1,"SEV",33878,1,"Prestige",0,0,19,6,0,,17,0,"725516,14323935","146252,48924688",0,0,1,"Ville de Montpellier","Accompagnement de voirie","Accompagnement de voirie",200,0,200,42,0,0,0,0,0,"Centre","Non",0,"Pas de fermeture","Non",0,"Pas d'Úvolution possible","Non",40065,"2 - Voltaire (237 m)","12 - Don Bosco (169 m)",0,"Non","Place Faulquier","3,891442","43,605546"
